country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Tonga,28.70,32.20,36.79,41.44,46.56,53.06,61.32,66.33,83.55,89.24,92.32,93.69,95.52,97.20,98.16,98.38
Trinidad and Tobago,12.49,18.39,25.94,32.96,42.39,50.44,56.07,65.96,77.18,84.66,87.44,93.60,95.31,98.07,98.97,98.99
Tunisia,0.17,0.74,1.41,3.57,7.97,12.74,15.54,20.50,28.14,36.01,46.58,69.86,89.57,93.28,96.44,98.03
Turkey,2.66,4.27,6.76,9.57,13.14,18.50,26.24,34.99,45.81,52.82,58.38,65.54,87.91,90.12,94.55,95.01
Turkmenistan,58.03,61.68,77.16,85.68,93.22,95.94,97.45,98.27,99.10,98.87,99.24,99.70,99.86,99.95,99.97,99.93
Uganda,1.79,1.24,1.65,2.16,2.90,4.06,5.81,6.78,8.65,10.18,14.11,18.92,26.69,29.36,42.61,50.08
Ukraine,23.33,47.57,74.97,89.22,97.81,99.54,99.72,99.74,99.74,99.81,99.68,99.64,99.86,99.95,99.96,99.71
United Arab Emirates,9.09,9.95,16.53,29.16,45.84,56.41,62.84,68.81,73.73,76.66,81.14,80.92,89.35,89.72,91.50,90.92
United Kingdom of Great Britain and Northern Ireland,99.13,99.20,99.23,99.31,99.41,99.52,99.57,99.62,99.65,99.71,99.78,99.90,99.79,99.96,131.55,133.35
United Republic of Tanzania,0.58,0.80,0.93,1.31,2.14,3.76,5.06,6.30,6.89,8.23,10.22,14.49,19.81,26.52,33.82,41.21
United States Virgin Islands,,,,,,,,,,,,,,,78.08,80.63
United States of America,83.96,87.16,89.85,92.45,94.06,94.91,95.42,95.60,95.59,95.51,95.86,97.07,97.69,98.44,117.51,119.17
Uruguay,16.30,22.72,29.96,37.18,43.49,52.74,58.78,58.66,62.84,69.42,69.02,72.03,75.23,77.36,84.67,87.57
Uzbekistan,,,,,,,,,,,,,,,99.25,99.17
Vanuatu,1.54,2.80,4.75,7.26,11.21,14.68,16.74,21.52,25.09,27.98,33.42,38.92,42.86,49.82,57.81,64.53
Venezuela (Bolivarian Republic of),14.71,18.67,25.10,34.23,43.19,51.94,59.65,66.79,73.97,78.58,82.64,86.08,89.39,90.94,92.52,93.77
Viet Nam,2.07,3.70,7.32,16.30,29.20,38.17,45.15,49.28,49.27,49.01,59.14,57.78,72.62,82.26,102.72,108.68
Western Africa,1.11,1.85,3.09,4.15,5.69,8.90,12.26,16.29,18.90,21.93,25.75,30.23,34.89,39.49,44.04,48.28
Western Asia,15.22,17.27,21.81,20.67,25.47,31.75,39.29,44.41,48.15,50.30,52.82,57.68,66.28,71.43,76.36,78.42
Western Europe,68.34,69.82,77.25,81.46,81.21,85.02,88.82,91.96,93.42,93.65,94.89,96.13,96.54,97.56,97.91,97.76
Western Sahara,,,,,,,,,,,,,,,30.01,37.77
World,26.06,25.46,30.68,34.22,39.06,43.29,48.96,53.68,56.25,59.18,61.36,65.63,69.44,72.63,75.14,77.40
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.23,0.90,2.06,3.65,8.00,11.53,27.64,48.03,57.94
Zambia,7.81,9.77,11.97,14.33,16.73,18.71,21.61,23.84,26.35,29.43,32.74,36.76,40.24,44.53,49.67,53.93
Zimbabwe,14.76,18.10,21.44,24.52,27.09,29.03,31.14,43.46,61.12,65.89,68.66,69.83,73.59,71.74,71.87,73.83
