country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Finland,66.05,67.95,69.00,69.60,70.75,72.50,74.20,74.65,75.65,77.00,78.30,79.50,80.55,81.55,82.55,83.65
France,67.05,69.15,70.65,71.40,72.40,73.65,74.70,76.00,77.30,78.35,79.50,80.85,81.85,82.50,83.30,84.65
French Guiana,50.20,53.40,58.45,62.85,64.70,65.65,67.60,69.90,71.75,73.30,74.00,75.40,76.60,77.00,77.50,79.40
French Polynesia,54.00,58.35,60.45,61.85,63.15,65.25,69.15,73.05,74.75,77.90,79.90,80.40,82.00,82.90,82.65,84.10
Gabon,41.00,44.55,47.75,50.85,53.55,56.05,58.15,59.85,60.50,60.75,61.45,62.70,64.55,66.25,66.60,68.10
Gambia,32.20,33.55,35.95,38.35,40.90,43.40,46.10,49.40,53.00,56.20,57.40,59.50,61.80,63.10,63.10,65.05
Georgia,58.35,60.05,61.70,63.35,64.90,66.25,67.55,68.20,68.05,68.95,69.90,71.45,72.50,73.45,73.00,75.80
Germany,67.35,68.70,69.85,70.50,71.00,72.15,73.45,74.80,75.70,77.05,78.45,79.60,80.50,81.05,81.70,83.20
Ghana,44.25,46.30,47.55,47.80,48.25,50.25,51.55,53.90,56.10,57.25,58.70,60.35,62.15,64.05,65.80,66.90
Greece,66.65,68.10,70.30,71.70,73.05,74.05,75.30,76.65,77.60,78.20,79.00,79.95,80.80,81.15,81.55,83.35
Grenada,,,,,,,,,,,,,,,75.80,77.15
Guadeloupe,51.35,57.50,61.15,62.95,65.75,68.65,71.05,73.20,74.90,76.45,78.05,79.30,81.15,82.25,82.15,84.30
Guam,,,,,,,,,,,,,,,77.90,79.45
Guatemala,40.55,43.20,46.90,48.15,51.80,54.45,56.25,61.55,63.25,65.70,68.50,70.10,71.55,72.65,70.80,74.65
Guinea,35.65,36.15,36.95,38.25,39.65,41.50,43.85,46.25,48.20,51.20,53.25,55.50,57.35,59.00,59.45,61.25
Guinea-Bissau,35.90,36.85,37.00,37.40,39.35,42.70,44.35,45.85,47.80,48.30,51.00,53.95,57.55,60.05,59.95,61.70
Guyana,51.60,56.30,58.95,60.20,60.75,61.15,61.55,62.10,63.05,63.75,64.95,66.25,67.50,68.80,68.25,71.00
Haiti,38.85,42.30,43.85,46.10,47.95,49.15,50.50,52.20,53.85,56.70,58.75,61.15,58.60,63.85,64.20,65.90
Honduras,43.40,46.10,49.60,52.75,54.30,58.80,61.65,64.05,66.10,66.75,69.40,70.55,71.90,72.85,72.45,75.15
Hong Kong Special Administrative Region of China,60.50,63.90,67.30,70.15,72.35,73.65,75.65,77.05,78.25,80.00,81.35,82.35,83.70,85.00,85.65,86.85
Hungary,63.55,66.80,68.70,69.45,69.35,69.60,69.15,69.45,69.45,70.75,72.40,73.55,75.10,76.00,76.00,78.00
Iceland,72.10,73.05,73.45,73.65,74.20,76.45,76.75,77.55,78.55,78.90,80.55,81.30,82.15,82.40,83.35,84.55
India,41.95,44.00,45.65,46.20,49.10,51.95,54.80,57.35,59.50,61.45,63.70,65.90,68.10,70.50,69.45,72.25
Indonesia,40.75,44.40,47.85,49.10,54.30,57.15,59.80,62.05,64.15,65.80,66.75,68.15,69.15,70.10,69.65,72.20
Iran (Islamic Republic of),39.40,42.10,44.85,47.95,52.00,56.35,59.00,63.55,66.60,68.65,70.45,72.60,74.20,76.00,75.85,78.45
Iraq,42.25,49.20,54.35,58.15,61.15,63.80,60.80,60.10,64.25,66.05,66.35,64.85,68.05,70.40,71.20,73.00
Ireland,66.75,69.00,70.15,70.85,71.30,72.05,73.20,74.20,75.35,75.95,77.60,79.50,80.90,81.90,82.85,83.80
Israel,68.25,69.30,71.00,71.45,71.70,72.90,74.35,75.75,77.20,78.25,79.40,80.80,81.90,82.60,83.10,84.55
Italy,66.25,68.40,69.60,70.80,72.15,73.45,74.75,76.25,77.40,78.65,80.10,81.45,82.40,82.95,83.70,85.05
Jamaica,58.20,62.05,64.70,66.25,67.15,68.50,70.00,71.20,72.05,71.20,70.90,71.55,73.15,72.05,72.30,74.55
Japan,62.15,66.30,69.00,71.30,73.10,75.25,76.85,78.40,79.35,80.35,81.65,82.50,83.15,84.20,85.25,86.25
