country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Martinique,5.33,13.69,36.04,44.55,52.95,60.35,67.32,73.65,79.20,84.71,86.82,90.73,89.56,91.11,92.47,92.98
Mauritania,,,,,,,,,,,,,,,32.85,39.52
Mauritius,11.89,14.46,16.68,18.89,22.20,30.75,37.84,45.14,48.03,51.02,54.21,65.34,70.42,80.55,85.59,88.84
Mayotte,,,,,,,,,,,,,,,91.71,91.78
Melanesia,10.89,13.63,16.90,21.36,27.51,36.58,47.04,54.29,58.47,59.98,64.47,70.18,71.00,72.35,58.83,64.14
Mexico,5.78,9.41,14.49,21.00,28.64,36.03,45.61,55.51,63.80,69.16,72.09,77.39,82.61,86.06,100.94,104.12
Micronesia,10.51,15.35,23.02,33.60,46.58,54.70,61.56,62.73,65.50,70.22,73.98,77.13,79.83,81.83,86.81,88.26
Micronesia (Federated States of),4.34,12.62,27.23,44.50,63.28,75.09,81.09,81.03,81.39,82.28,83.10,82.81,78.39,81.25,82.87,84.52
Middle Africa,4.72,6.40,9.09,11.39,16.28,20.82,25.96,29.56,32.90,35.38,35.20,39.17,41.63,48.34,50.96,56.00
Mongolia,25.81,36.38,46.71,60.67,72.98,78.89,84.99,90.05,93.08,93.17,86.51,88.04,89.20,90.62,91.46,92.20
Montenegro,40.71,55.01,63.60,70.40,85.65,92.03,94.74,96.87,97.75,97.86,97.49,97.46,97.59,96.28,111.88,113.04
Morocco,0.40,1.09,4.13,6.71,11.59,14.42,17.09,21.71,26.43,27.29,30.27,38.03,41.17,51.87,66.79,73.20
Mozambique,1.35,1.71,2.17,2.93,3.35,4.91,7.33,9.69,10.04,10.80,13.86,18.77,22.10,26.00,25.60,27.58
Myanmar,5.21,7.27,9.86,12.59,14.96,17.80,18.95,19.46,22.42,23.80,25.81,31.44,37.57,43.50,49.15,55.04
Namibia,5.88,8.07,10.73,14.25,17.66,21.55,28.45,37.83,46.94,51.44,54.27,56.50,60.69,59.37,60.59,63.50
Nepal,2.64,3.67,4.90,6.63,9.25,12.77,16.56,21.48,27.16,32.55,38.85,48.26,55.60,65.05,73.66,79.89
Netherlands,68.23,73.12,76.92,80.62,83.10,85.87,89.27,91.25,92.72,93.54,94.42,95.33,95.39,95.14,117.58,118.96
New Caledonia,30.04,32.09,35.77,42.24,50.65,59.15,67.21,76.52,84.88,90.82,94.52,96.53,97.79,98.44,98.78,97.84
New Zealand,50.99,60.29,68.79,76.02,81.35,85.52,89.75,91.51,93.02,94.18,94.82,95.45,95.33,96.51,132.83,134.96
Nicaragua,3.52,5.34,7.97,10.55,14.96,20.69,26.20,30.81,31.90,32.26,36.60,38.94,43.60,49.29,54.84,59.99
Niger,0.04,0.10,0.21,0.36,0.79,1.68,2.33,3.18,4.17,4.51,4.69,6.10,5.86,8.86,12.83,17.12
Nigeria,3.55,4.95,7.73,8.94,11.31,15.12,22.78,30.88,36.05,39.85,44.85,50.35,56.97,59.89,62.94,66.40
Northern Africa,4.15,5.93,8.60,12.03,18.04,23.10,28.11,34.34,41.83,47.10,53.69,59.95,63.76,67.90,72.31,76.19
Northern America,82.34,84.73,88.25,91.39,93.50,94.47,94.92,95.15,95.19,95.14,95.40,96.65,97.18,98.09,98.43,98.54
Northern Europe,84.59,86.68,89.98,92.68,94.79,96.67,98.46,98.98,99.18,99.18,99.14,99.47,99.38,99.69,99.82,99.72
Norway,99.39,99.36,99.33,99.31,99.28,99.16,99.21,99.18,99.21,99.07,98.97,99.47,99.37,99.86,123.55,125.14
Occupied Palestinian Territory,5.14,10.81,19.71,31.48,44.05,52.77,57.44,63.00,68.05,72.52,77.99,84.00,88.54,90.84,116.05,118.09
Oceania,54.84,63.03,69.51,76.57,82.65,87.38,90.24,91.96,93.08,94.15,94.30,95.27,95.86,96.35,85.38,85.67
Oman,2.40,3.72,6.08,10.34,16.32,22.60,29.18,36.14,45.01,57.01,62.24,72.28,78.59,82.50,85.96,88.05
Pakistan,7.36,9.16,11.37,14.02,16.43,19.87,24.28,26.30,27.95,33.46,37.33,39.95,43.62,47.94,53.55,59.26
Panama,17.71,21.68,25.38,31.77,38.38,47.41,55.95,60.15,61.34,63.63,66.58,70.34,73.19,76.91,98.17,102.50
Papua New Guinea,,,,,,,,,,,,,,,55.73,61.64
Paraguay,10.06,11.76,14.09,17.14,20.09,23.59,27.39,32.29,36.66,42.29,47.55,53.09,58.67,64.06,69.02,73.31
Peru,18.03,22.69,25.48,32.18,41.13,49.64,56.31,61.62,66.14,70.27,74.10,78.04,82.87,87.00,106.56,108.65
Philippines,22.16,24.64,26.63,31.39,40.23,47.28,52.37,58.84,62.45,65.87,70.75,72.38,74.65,75.31,77.84,80.19
