country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Timor-Leste,1.89,1.76,2.16,2.31,3.40,7.90,12.04,20.36,32.84,42.14,45.87,54.01,62.58,68.79,74.84,79.81
Togo,1.10,1.83,4.82,5.75,7.72,12.16,16.89,17.21,15.52,16.59,19.21,24.19,29.27,35.52,40.53,47.56
Tonga,29.10,33.10,38.95,44.31,49.54,56.36,62.13,67.52,83.72,88.53,90.89,91.29,93.44,95.30,96.52,96.96
Trinidad and Tobago,16.06,21.78,28.69,35.53,43.23,49.49,53.17,63.40,75.84,83.65,85.84,92.26,93.60,97.47,98.73,98.81
Tunisia,0.38,2.39,3.99,8.18,16.35,24.60,26.13,30.07,38.09,44.22,52.07,73.04,91.32,93.70,96.55,97.98
Turkey,3.78,6.69,11.08,16.48,22.03,29.44,38.86,49.62,59.07,64.38,68.61,74.24,90.82,92.75,95.90,96.25
Turkmenistan,62.30,67.86,82.24,89.74,95.23,97.01,98.05,98.59,99.24,98.87,99.24,99.67,99.85,99.94,99.97,99.93
Uganda,3.56,2.86,3.87,4.94,6.96,9.13,11.39,12.63,14.52,15.73,19.59,23.83,31.02,32.61,42.21,48.79
Ukraine,26.61,44.44,72.21,88.55,96.82,98.99,99.47,99.59,99.61,99.73,99.39,99.51,99.82,99.93,99.97,99.75
United Arab Emirates,14.19,16.62,29.42,48.04,59.08,61.58,61.97,63.34,64.35,65.23,72.79,70.85,86.40,87.77,90.88,88.32
United Kingdom of Great Britain and Northern Ireland,99.20,99.26,99.31,99.38,99.48,99.56,99.60,99.62,99.64,99.71,99.77,99.90,99.76,99.96,128.83,130.52
United Republic of Tanzania,1.39,1.75,2.14,3.39,5.23,7.79,8.96,9.09,9.72,10.75,12.20,16.98,24.16,29.64,36.47,43.13
United States Virgin Islands,,,,,,,,,,,,,,,82.24,83.86
United States of America,82.07,85.82,89.19,92.00,93.84,94.62,94.99,95.13,95.10,94.95,95.22,96.48,96.98,97.99,120.23,121.60
Uruguay,15.71,21.91,28.86,36.13,42.54,50.62,55.83,56.31,60.11,64.94,64.51,67.35,70.48,72.48,78.63,81.64
Uzbekistan,,,,,,,,,,,,,,,99.04,98.99
Vanuatu,3.73,5.76,8.57,12.04,16.26,20.46,22.36,25.30,28.56,31.86,36.18,39.66,42.37,48.10,55.64,62.13
Venezuela (Bolivarian Republic of),17.23,21.22,27.57,35.82,43.83,51.36,57.73,63.77,69.56,73.41,77.26,81.33,85.17,87.35,89.41,91.14
Viet Nam,9.29,13.56,20.04,29.29,39.14,45.95,50.82,52.50,50.99,49.43,58.84,58.28,71.39,80.79,99.22,105.16
Western Africa,3.79,5.16,7.13,8.66,11.29,15.18,20.15,24.93,27.50,30.00,33.79,38.10,42.74,46.29,49.90,54.49
Western Asia,17.09,20.36,26.15,26.80,32.82,40.17,47.39,52.49,55.62,57.51,58.77,63.19,70.00,75.09,79.48,80.72
Western Europe,69.23,71.95,79.16,83.13,82.93,86.54,89.71,92.27,93.59,93.86,94.88,95.91,96.17,97.10,97.49,97.31
Western Sahara,,,,,,,,,,,,,,,33.17,41.29
World,28.89,29.75,35.43,39.55,44.66,49.47,54.94,59.12,61.25,63.51,65.03,68.53,71.67,74.20,76.45,78.70
Yemen,0.00,0.00,0.00,0.03,0.22,0.40,1.50,3.64,7.73,14.84,19.60,27.27,31.14,49.15,68.36,74.00
Zambia,22.62,24.52,26.64,28.59,30.36,31.40,33.54,35.00,37.16,39.31,41.35,43.15,46.20,45.80,50.34,54.06
Zimbabwe,14.00,17.76,21.81,25.89,30.03,33.45,36.88,53.71,68.75,70.64,72.07,71.95,73.87,71.18,72.08,74.14
