country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Slovakia,99.72,99.66,99.73,99.83,99.86,99.88,99.86,99.84,99.84,99.84,99.83,99.94,99.87,99.99,111.73,112.42
Slovenia,69.05,77.23,83.99,88.92,92.36,95.24,95.84,97.87,98.63,98.73,99.23,99.58,99.34,99.80,109.38,110.37
Solomon Islands,3.22,5.79,6.54,9.72,14.76,18.97,23.26,28.27,36.82,36.99,41.59,50.49,50.46,49.53,54.31,60.38
Somalia,3.69,5.21,7.20,9.72,12.36,15.96,20.29,24.43,26.88,23.54,24.15,19.95,21.14,25.58,30.65,36.41
South Africa,28.01,32.68,34.07,36.51,37.43,40.51,48.19,55.71,65.26,73.01,78.47,80.73,84.90,83.82,93.64,95.48
South America,15.61,18.38,22.14,27.20,33.52,40.49,46.52,50.40,53.42,57.58,63.04,67.92,72.46,76.65,80.24,83.31
South Sudan,3.63,3.81,5.09,5.92,7.11,9.78,12.89,15.82,18.08,19.70,21.42,23.72,23.02,25.71,29.42,34.01
South-Eastern Asia,10.27,13.98,19.01,24.41,30.75,36.42,40.77,45.92,51.98,55.62,60.58,64.30,69.36,73.81,77.60,80.49
Southern Africa,25.64,29.94,31.33,34.23,35.52,38.70,46.00,53.08,62.63,69.19,73.88,76.97,81.44,80.36,85.50,86.81
Southern Asia,15.21,18.18,21.93,25.93,30.50,35.30,38.79,41.78,44.93,48.95,53.20,58.21,61.06,66.56,73.32,78.95
Southern Europe,30.21,36.98,45.83,55.28,66.86,76.76,83.13,86.69,88.88,90.59,91.91,93.22,92.27,94.68,95.73,95.58
Spain,25.54,30.75,40.50,53.66,64.96,74.03,80.08,83.17,86.27,88.78,90.01,89.47,84.27,88.20,113.47,115.23
Sri Lanka,25.72,31.27,38.31,46.12,53.03,55.71,57.65,60.06,65.68,71.94,78.72,81.88,85.42,88.10,90.27,92.00
Sudan,3.75,5.52,8.00,11.51,15.04,19.42,26.40,30.66,32.62,35.49,37.60,40.05,39.14,39.88,42.36,45.69
Suriname,26.33,28.99,34.50,42.15,46.68,54.30,60.14,62.85,68.52,68.96,67.64,72.66,78.25,80.84,84.40,86.45
Swaziland,2.77,5.10,8.75,12.11,20.26,32.02,40.14,43.98,48.70,51.27,50.84,41.87,39.05,48.00,51.02,54.21
