country,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Macao Special Administrative Region of China,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.13,0.32,0.71,1.54,3.07,5.90,10.22,16.57,25.00,35.90,46.42,56.79,67.35,76.98,83.62,88.84,90.75,93.28,93.43
Madagascar,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.05,0.09,0.14,0.23,0.36,0.55,0.84,1.33,2.18,3.52,4.83,6.68,9.59,10.71,12.85,14.91,18.34,18.09,14.17,16.13,12.87,17.20,23.07
Malawi,0.12,0.11,0.16,0.23,0.31,0.42,0.56,0.74,0.98,1.27,1.65,2.11,2.70,3.38,4.66,5.42,6.17,7.91,11.13,15.01,18.25,21.35,25.15,27.25,28.97,32.82,38.70,42.50,44.88,54.34
Malaysia,0.08,0.19,0.46,0.97,1.86,3.18,5.02,7.28,9.29,11.88,14.42,17.15,17.51,17.69,2.71,4.83,9.65,12.53,16.45,24.96,33.17,50.51,59.74,73.36,80.41,84.38,85.83,90.81,92.16,96.27
Maldives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.12,0.30,0.67,1.41,2.71,5.70,7.54,10.11,16.00,28.55,44.47,68.32,80.02,87.18
Mali,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.05,0.06,0.07,0.11,0.14,0.20,0.28,0.39,0.54,0.80,1.21,1.63,2.32,3.81,6.01,7.00,6.94,6.72,7.26,10.20,12.93,18.70,23.96
Malta,26.73,29.01,30.32,31.44,32.16,32.44,32.72,32.68,32.57,32.19,31.49,30.61,29.53,28.46,28.62,27.39,26.90,29.38,36.41,42.60,45.14,52.73,79.99,99.38,99.66,99.52,99.48,99.77,99.63,99.90
Martinique,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.40,1.64,5.33,13.69,36.04,44.55,52.95,60.35,67.32,73.65,79.20,84.71,86.82,90.73,89.56,91.11
Mauritius,0.00,0.01,0.00,0.02,0.03,0.07,0.14,0.26,0.47,0.81,1.35,2.15,3.31,4.87,6.91,9.29,11.89,14.46,16.68,18.89,22.20,30.75,37.84,45.14,48.03,51.02,54.21,65.34,70.42,80.55
Melanesia,0.07,0.24,0.26,0.27,0.30,0.36,0.53,0.77,1.07,1.72,2.63,3.71,5.01,6.28,7.29,8.75,10.89,13.63,16.90,21.36,27.51,36.58,47.04,54.29,58.47,59.98,64.47,70.18,71.00,72.35
Mexico,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.06,0.13,0.25,0.51,1.00,1.87,3.37,5.78,9.41,14.49,21.00,28.64,36.03,45.61,55.51,63.80,69.16,72.09,77.39,82.61,86.06
Micronesia,0.07,0.01,0.23,0.30,0.29,0.46,0.64,0.84,1.07,1.35,1.75,2.39,2.88,3.66,4.64,6.28,10.51,15.35,23.02,33.60,46.58,54.70,61.56,62.73,65.50,70.22,73.98,77.13,79.83,81.83
Micronesia (Federated States of),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.22,1.11,4.34,12.62,27.23,44.50,63.28,75.09,81.09,81.03,81.39,82.28,83.10,82.81,78.39,81.25
Middle Africa,0.00,0.01,0.02,0.03,0.07,0.09,0.14,0.19,0.28,0.40,0.58,0.85,1.24,1.75,2.46,3.41,4.72,6.40,9.09,11.39,16.28,20.82,25.96,29.56,32.90,35.38,35.20,39.17,41.63,48.34
Mongolia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.49,1.33,2.89,6.14,10.58,17.18,25.81,36.38,46.71,60.67,72.98,78.89,84.99,90.05,93.08,93.17,86.51,88.04,89.20,90.62
Montenegro,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.54,1.84,4.87,9.14,15.92,27.34,40.71,55.01,63.60,70.40,85.65,92.03,94.74,96.87,97.75,97.86,97.49,97.46,97.59,96.28
Morocco,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.14,0.40,1.09,4.13,6.71,11.59,14.42,17.09,21.71,26.43,27.29,30.27,38.03,41.17,51.87
Mozambique,0.02,0.02,0.03,0.05,0.06,0.08,0.11,0.15,0.20,0.25,0.32,0.41,0.52,0.66,0.83,1.05,1.35,1.71,2.17,2.93,3.35,4.91,7.33,9.69,10.04,10.80,13.86,18.77,22.10,26.00
Myanmar,0.01,0.02,0.03,0.03,0.06,0.08,0.12,0.17,0.25,0.37,0.55,0.79,1.15,1.69,2.43,3.52,5.21,7.27,9.86,12.59,14.96,17.80,18.95,19.46,22.42,23.80,25.81,31.44,37.57,43.50
Namibia,0.00,0.01,0.01,0.02,0.03,0.06,0.10,0.15,0.25,0.38,0.57,0.88,1.32,1.98,2.90,4.17,5.88,8.07,10.73,14.25,17.66,21.55,28.45,37.83,46.94,51.44,54.27,56.50,60.69,59.37
Nepal,0.02,0.03,0.04,0.05,0.08,0.11,0.15,0.21,0.28,0.37,0.50,0.66,0.87,1.14,1.47,1.96,2.64,3.67,4.90,6.63,9.25,12.77,16.56,21.48,27.16,32.55,38.85,48.26,55.60,65.05
Netherlands,3.83,4.25,6.01,8.41,11.17,14.39,18.04,21.97,26.45,31.23,36.49,42.14,47.79,53.18,58.33,63.25,68.23,73.12,76.92,80.62,83.10,85.87,89.27,91.25,92.72,93.54,94.42,95.33,95.39,95.14
New Caledonia,0.27,0.40,0.65,1.03,1.59,2.40,3.53,5.05,6.99,9.34,12.17,15.39,19.02,22.79,24.97,28.10,30.04,32.09,35.77,42.24,50.65,59.15,67.21,76.52,84.88,90.82,94.52,96.53,97.79,98.44
New Zealand,0.45,0.75,1.14,1.59,2.26,3.12,4.18,5.61,7.38,9.52,12.49,16.41,20.84,26.27,33.04,41.45,50.99,60.29,68.79,76.02,81.35,85.52,89.75,91.51,93.02,94.18,94.82,95.45,95.33,96.51
Nicaragua,0.00,0.00,0.00,0.01,0.02,0.02,0.04,0.07,0.10,0.17,0.28,0.42,0.64,0.97,1.49,2.28,3.52,5.34,7.97,10.55,14.96,20.69,26.20,30.81,31.90,32.26,36.60,38.94,43.60,49.29
Niger,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.10,0.21,0.36,0.79,1.68,2.33,3.18,4.17,4.51,4.69,6.10,5.86,8.86
Nigeria,0.00,0.00,0.01,0.01,0.03,0.05,0.07,0.12,0.19,0.29,0.43,0.64,0.91,1.29,1.81,2.52,3.55,4.95,7.73,8.94,11.31,15.12,22.78,30.88,36.05,39.85,44.85,50.35,56.97,59.89
Northern Africa,0.00,0.00,0.01,0.05,0.06,0.13,0.19,0.29,0.43,0.59,0.78,1.08,1.45,2.01,2.57,3.26,4.15,5.93,8.60,12.03,18.04,23.10,28.11,34.34,41.83,47.10,53.69,59.95,63.76,67.90
Northern America,4.85,6.68,8.98,11.70,14.87,18.53,22.83,27.64,32.97,38.77,45.06,51.64,58.27,64.90,71.41,77.33,82.34,84.73,88.25,91.39,93.50,94.47,94.92,95.15,95.19,95.14,95.40,96.65,97.18,98.09
Northern Europe,39.56,57.03,66.86,72.04,76.23,77.10,78.02,78.93,78.87,78.91,78.95,79.49,80.03,80.90,82.03,83.78,84.59,86.68,89.98,92.68,94.79,96.67,98.46,98.98,99.18,99.18,99.14,99.47,99.38,99.69
Norway,99.46,99.48,99.50,99.52,99.53,99.54,99.54,99.54,99.54,99.53,99.51,99.49,99.48,99.45,99.42,99.40,99.39,99.36,99.33,99.31,99.28,99.16,99.21,99.18,99.21,99.07,98.97,99.47,99.37,99.86
Occupied Palestinian Territory,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.18,0.45,1.14,2.62,5.14,10.81,19.71,31.48,44.05,52.77,57.44,63.00,68.05,72.52,77.99,84.00,88.54,90.84
Oceania,0.28,0.34,0.53,0.85,1.37,2.12,3.25,4.83,6.98,9.75,13.40,18.02,23.32,29.59,37.19,46.14,54.84,63.03,69.51,76.57,82.65,87.38,90.24,91.96,93.08,94.15,94.30,95.27,95.86,96.35
Oman,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.05,0.06,0.11,0.16,0.24,0.38,0.60,0.96,1.46,2.40,3.72,6.08,10.34,16.32,22.60,29.18,36.14,45.01,57.01,62.24,72.28,78.59,82.50
Pakistan,0.15,0.07,0.15,0.27,0.41,0.58,0.77,1.00,1.27,1.61,2.02,2.52,3.16,3.91,4.84,5.94,7.36,9.16,11.37,14.02,16.43,19.87,24.28,26.30,27.95,33.46,37.33,39.95,43.62,47.94
Panama,1.29,1.45,1.67,2.09,2.56,3.07,3.62,4.22,4.91,5.71,6.55,7.42,8.38,9.62,10.89,14.19,17.71,21.68,25.38,31.77,38.38,47.41,55.95,60.15,61.34,63.63,66.58,70.34,73.19,76.91
Paraguay,0.30,0.38,0.47,0.60,0.76,0.92,1.11,1.36,1.66,2.05,2.51,3.08,3.89,4.60,5.90,7.88,10.06,11.76,14.09,17.14,20.09,23.59,27.39,32.29,36.66,42.29,47.55,53.09,58.67,64.06
Peru,0.41,0.64,0.81,1.02,1.26,1.57,1.95,2.47,3.11,3.96,5.00,6.28,7.84,9.71,11.96,14.65,18.03,22.69,25.48,32.18,41.13,49.64,56.31,61.62,66.14,70.27,74.10,78.04,82.87,87.00
Philippines,0.02,0.03,0.07,0.12,0.21,0.35,0.56,0.89,1.38,2.17,3.43,4.95,6.72,8.84,11.66,17.61,22.16,24.64,26.63,31.39,40.23,47.28,52.37,58.84,62.45,65.87,70.75,72.38,74.65,75.31
Poland,1.42,2.26,3.24,4.63,6.60,9.33,13.07,18.01,24.35,32.07,40.90,50.44,59.88,68.49,76.21,83.06,89.00,92.60,96.94,98.65,99.33,99.57,99.62,99.67,99.68,99.68,99.67,99.54,98.25,99.08
Polynesia,0.04,0.15,0.17,0.27,0.41,0.61,0.89,1.25,1.71,2.38,3.39,4.53,5.95,7.88,10.49,13.78,16.78,21.95,27.64,35.28,43.48,50.50,58.99,66.06,73.99,80.90,81.25,88.44,93.26,95.74
Portugal,0.01,0.01,0.02,0.04,0.06,0.11,0.20,0.31,0.50,0.77,1.19,1.77,2.62,3.87,8.50,8.71,9.30,10.47,12.72,17.79,24.19,32.12,40.52,48.27,55.34,65.62,76.77,82.72,88.07,90.80
Puerto Rico,0.03,0.05,0.10,0.20,0.35,0.63,1.09,1.84,2.99,4.69,7.00,10.05,13.90,18.81,25.07,32.58,41.19,49.66,56.51,64.06,73.11,80.54,85.23,88.17,90.49,90.76,92.35,94.33,95.97,96.67
Qatar,0.00,0.00,0.00,0.01,0.01,0.03,0.06,0.11,0.18,0.30,0.51,0.86,1.43,2.35,3.88,6.42,10.42,16.01,23.04,31.02,38.19,43.64,47.90,51.01,53.30,52.45,53.95,55.73,50.94,53.79
Republic of Korea,0.01,0.02,0.03,0.05,0.10,0.18,0.32,0.57,0.96,1.62,2.73,4.39,6.99,10.04,14.26,19.49,24.81,30.43,41.01,51.53,65.09,77.14,87.16,94.38,98.22,99.22,99.44,99.65,98.91,99.86
Republic of Moldova,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.00,7.53,27.42,36.19,57.05,73.26,90.80,95.53,97.17,97.56,97.67,97.81,96.91,97.05,97.60,97.88
Reunion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.21,0.46,0.98,2.00,3.86,6.94,11.61,17.56,24.31,27.70,35.54,42.14,48.62,56.76,64.29,73.71,78.82,85.90,85.99,88.87
Romania,0.06,0.11,0.20,0.34,0.62,1.11,1.95,3.36,5.59,8.87,13.24,18.53,24.38,30.19,36.11,42.63,50.03,51.97,59.16,69.27,85.77,92.73,94.60,96.16,97.04,96.33,94.13,95.76,94.58,97.70
Russian Federation,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.25,0.67,1.74,4.63,11.12,24.27,45.46,69.73,51.58,72.90,86.80,95.24,97.68,98.53,98.90,98.92,98.78,98.57,98.56,98.20,98.52
Rwanda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.04,0.07,0.10,0.18,0.30,0.48,0.73,1.14,1.65,2.09,2.39,2.68,3.92,5.94,7.66,9.47,13.31,16.78,22.47
Saint Lucia,0.01,0.03,0.04,0.08,0.13,0.21,0.31,0.46,0.66,0.99,1.40,2.00,2.68,3.61,4.74,6.08,7.89,10.65,12.72,17.02,22.63,30.31,39.61,43.87,47.28,57.00,69.48,75.21,77.38,83.06
Saint Vincent and the Grenadines,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.11,0.26,0.59,1.24,2.34,4.04,6.42,9.45,12.42,16.69,21.01,27.07,33.95,34.96,41.19,48.20,52.72,61.59,67.93,73.13
Samoa,0.02,0.03,0.05,0.07,0.10,0.15,0.23,0.35,0.52,0.76,1.10,1.57,2.25,3.24,4.67,6.64,8.94,11.87,16.87,24.77,31.92,38.57,51.15,60.11,64.07,74.40,67.60,80.63,90.18,95.28
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.28,0.79,2.10,3.48,5.38,9.82,14.37,17.00,16.58,16.59,21.35,19.32,28.43,39.07
Saudi Arabia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.12,0.28,0.62,1.32,2.67,5.06,8.79,13.93,20.38,29.86,37.08,42.92,51.35,57.60,61.18,63.86,74.67,80.22,88.02
Senegal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.05,0.09,0.17,0.28,0.47,0.81,1.38,2.32,3.89,6.11,9.48,11.59,11.97,12.61,13.81,13.43,13.49,17.39,21.61,27.10
Serbia,1.73,2.61,3.74,5.16,6.80,8.64,10.74,13.16,15.74,18.55,21.76,24.98,27.62,29.34,32.28,32.79,34.53,41.64,54.19,67.99,83.69,89.11,93.30,96.65,97.52,97.62,97.39,98.14,97.43,97.85
Sierra Leone,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.04,0.07,0.11,0.17,0.28,0.42,0.64,0.97,1.45,2.16,3.17,4.60,6.57,11.44,12.43,16.11,17.06,17.14,18.00,23.22,35.27,48.32
Singapore,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.12,0.27,0.63,1.28,2.44,4.52,7.97,13.36,20.72,30.69,41.65,56.10,66.93,72.95,81.23,89.04,94.36,97.03,98.06,98.77,99.16
Slovakia,54.37,56.92,62.52,67.72,72.82,75.48,79.24,81.82,84.13,86.65,88.72,90.57,91.89,92.91,93.86,99.67,99.77,99.74,99.80,99.86,99.89,99.89,99.88,99.87,99.86,99.86,99.85,99.94,99.88,99.99
Slovenia,0.24,0.44,0.74,1.16,1.76,2.53,3.61,5.16,7.35,10.67,15.21,21.22,28.48,37.03,46.73,57.09,67.35,76.35,83.55,88.79,92.44,95.43,96.13,98.06,98.85,99.01,99.34,99.54,99.26,99.68
Solomon Islands,0.00,0.00,0.01,0.01,0.02,0.04,0.07,0.10,0.15,0.23,0.34,0.51,0.73,1.01,1.41,1.34,2.32,3.32,4.00,6.39,10.14,12.87,16.11,20.44,28.53,29.14,34.78,44.70,46.51,49.71
Somalia,0.00,0.00,0.01,0.01,0.02,0.03,0.05,0.08,0.11,0.16,0.23,0.35,0.51,0.73,1.05,1.51,2.18,3.10,4.24,5.77,7.38,9.56,12.54,15.72,18.54,17.21,18.11,14.05,16.03,19.99
South Africa,0.77,0.94,1.13,1.38,1.72,2.21,2.90,3.75,4.74,6.01,7.58,9.42,11.51,13.90,16.63,19.73,23.29,27.78,30.07,33.13,34.68,38.15,46.05,54.10,64.49,73.42,79.82,82.64,86.79,86.54
South America,0.79,0.71,0.85,1.14,1.54,1.95,2.45,3.09,3.85,4.75,5.70,6.74,7.90,9.16,11.04,13.06,15.08,17.68,21.31,26.31,32.93,40.35,46.95,51.57,55.29,59.84,65.53,70.86,75.44,79.87
South Sudan,0.08,0.11,0.14,0.17,0.22,0.27,0.33,0.41,0.51,0.62,0.75,0.91,1.10,1.33,1.61,1.92,2.33,2.36,3.14,3.68,4.20,5.81,8.15,10.58,12.03,12.76,14.53,16.80,17.91,21.17
South-Eastern Asia,0.00,0.01,0.05,0.11,0.23,0.37,0.50,0.57,0.73,0.88,1.30,1.76,2.51,3.31,3.90,5.62,7.39,10.02,13.86,18.71,25.09,31.42,36.16,41.80,48.34,53.55,59.85,64.11,70.33,75.18
Southern Africa,0.74,0.88,1.05,1.25,1.56,1.95,2.50,3.23,4.08,5.21,6.68,8.37,10.36,12.60,15.07,17.81,21.01,25.08,27.26,30.69,32.57,36.01,43.56,51.40,61.75,69.48,74.98,78.84,83.45,83.22
Southern Asia,0.22,0.61,0.86,1.10,1.42,1.38,1.55,1.78,2.13,2.65,3.22,3.91,4.66,5.51,6.56,7.92,9.56,11.59,14.35,17.22,20.92,25.37,28.95,32.07,35.34,39.59,44.85,51.74,56.19,63.60
Southern Europe,0.93,1.62,2.63,3.56,4.39,5.25,5.96,6.66,7.61,8.62,10.34,11.59,13.51,15.13,20.09,22.30,25.86,31.59,39.54,48.45,60.80,72.81,81.17,86.34,89.35,91.40,92.89,94.05,93.49,95.17
Spain,0.00,0.00,0.02,0.04,0.08,0.15,0.26,0.48,0.85,1.43,2.40,3.86,6.09,9.28,21.91,20.63,22.31,26.90,35.79,48.38,60.78,71.74,79.48,83.78,87.27,89.92,91.34,90.70,87.15,89.16
Sri Lanka,4.73,6.37,6.71,7.36,8.34,9.33,10.28,11.15,12.05,13.02,14.07,15.28,16.56,17.92,18.85,20.39,22.35,27.65,35.06,42.63,50.41,54.41,57.84,61.45,67.85,74.59,80.97,84.54,88.13,90.74
Sudan,0.01,0.01,0.02,0.02,0.04,0.05,0.08,0.11,0.16,0.22,0.33,0.49,0.72,1.06,1.54,2.23,2.59,3.76,5.33,7.51,10.02,13.49,18.95,23.75,27.17,30.99,33.93,36.98,36.48,38.57
Suriname,0.10,0.02,0.14,0.25,0.40,0.60,0.90,1.35,1.98,2.79,3.80,5.02,6.80,9.17,11.95,15.36,19.57,23.26,29.26,36.08,41.03,50.37,58.25,62.47,68.05,69.25,70.03,74.63,79.63,82.25
Swaziland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.08,0.18,0.42,0.86,1.74,3.33,6.00,8.84,15.92,23.85,31.58,38.39,44.31,48.41,48.20,43.24,41.58,45.96
Sweden,0.16,0.27,0.42,0.61,0.85,1.17,1.60,2.19,3.04,4.26,6.00,8.39,11.72,16.37,23.11,32.19,43.11,56.36,65.04,75.67,85.32,94.16,97.31,97.41,97.60,97.41,97.08,98.18,97.92,99.28
Switzerland,11.94,17.18,20.80,24.40,28.07,31.61,34.49,37.98,41.17,44.63,48.76,53.30,57.83,62.48,67.44,72.40,77.23,81.50,84.36,88.47,89.93,90.76,91.84,92.61,93.52,93.65,94.98,96.24,97.28,97.79
Syrian Arab Republic,0.00,0.00,0.01,0.02,0.03,0.05,0.09,0.14,0.23,0.33,0.47,0.68,1.02,1.54,2.34,3.46,4.99,7.04,9.82,14.08,19.04,22.93,27.90,30.54,33.07,35.98,32.61,37.00,41.54,46.56
Taiwan Province of China,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.15,0.40,0.90,1.92,3.70,6.29,9.76,13.69,17.75,23.88,25.11,36.82,49.09,61.98,83.30,93.01,97.04,98.19,98.51,99.09,99.57,99.65
Tajikistan,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.10,0.28,0.67,1.57,3.41,6.82,13.18,23.74,39.35,55.29,70.57,81.66,89.68,94.28,95.59,96.15,96.27,96.38,95.96,96.40,94.38,95.79
Thailand,0.00,0.00,0.01,0.01,0.03,0.07,0.12,0.23,0.39,0.71,1.13,1.70,2.39,3.24,4.17,5.27,6.59,8.14,10.27,13.23,19.15,23.84,32.02,39.02,44.93,54.88,68.30,77.62,81.32,89.48
The former Yugoslav Republic of Macedonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.34,0.92,2.30,5.41,11.51,21.50,34.56,48.50,62.50,72.79,80.94,86.47,89.42,91.37,92.91,94.26,94.73,96.02
Timor-Leste,0.16,0.22,0.30,0.40,0.58,0.72,0.87,1.03,1.19,1.35,1.49,1.59,1.62,1.70,1.74,1.78,1.89,1.76,2.16,2.31,3.40,7.90,12.04,20.36,32.84,42.14,45.87,54.01,62.58,68.79
Togo,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.04,0.06,0.08,0.12,0.17,0.24,0.33,0.48,0.70,1.10,1.83,4.82,5.75,7.72,12.16,16.89,17.21,15.52,16.59,19.21,24.19,29.27,35.52
Tonga,0.09,0.22,0.34,0.53,0.83,1.24,1.81,2.68,3.84,5.35,7.29,9.74,12.66,16.09,19.98,24.32,29.10,33.10,38.95,44.31,49.54,56.36,62.13,67.52,83.72,88.53,90.89,91.29,93.44,95.30
Trinidad and Tobago,0.00,0.02,0.03,0.06,0.11,0.19,0.31,0.50,0.84,1.24,1.88,2.81,4.03,5.81,8.28,11.60,16.06,21.78,28.69,35.53,43.23,49.49,53.17,63.40,75.84,83.65,85.84,92.26,93.60,97.47
Tunisia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.38,2.39,3.99,8.18,16.35,24.60,26.13,30.07,38.09,44.22,52.07,73.04,91.32,93.70
Turkey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.10,0.22,0.46,0.97,1.98,3.78,6.69,11.08,16.48,22.03,29.44,38.86,49.62,59.07,64.38,68.61,74.24,90.82,92.75
Turkmenistan,0.00,0.00,0.01,0.02,0.04,0.10,0.22,0.48,1.02,2.10,4.42,8.51,15.02,24.32,35.56,47.73,62.30,67.86,82.24,89.74,95.23,97.01,98.05,98.59,99.24,98.87,99.24,99.67,99.85,99.94
Uganda,0.00,0.01,0.01,0.02,0.03,0.06,0.09,0.15,0.24,0.38,0.59,0.93,1.40,1.96,2.54,3.05,3.56,2.86,3.87,4.94,6.96,9.13,11.39,12.63,14.52,15.73,19.59,23.83,31.02,32.61
Ukraine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.41,2.11,8.69,26.61,44.44,72.21,88.55,96.82,98.99,99.47,99.59,99.61,99.73,99.39,99.51,99.82,99.93
United Arab Emirates,0.05,0.09,0.14,0.18,0.25,0.35,0.49,0.67,0.92,1.28,1.78,2.46,3.42,4.77,6.69,9.34,14.19,16.62,29.42,48.04,59.08,61.58,61.97,63.34,64.35,65.23,72.79,70.85,86.40,87.77
United Kingdom of Great Britain and Northern Ireland,98.93,98.95,98.95,98.97,98.97,98.98,99.00,98.99,99.00,99.02,99.03,99.04,99.06,99.07,99.11,99.16,99.20,99.26,99.31,99.38,99.48,99.56,99.60,99.62,99.64,99.71,99.77,99.90,99.76,99.96
United Republic of Tanzania,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.05,0.06,0.09,0.12,1.11,1.39,1.75,2.14,3.39,5.23,7.79,8.96,9.09,9.72,10.75,12.20,16.98,24.16,29.64
United States of America,4.89,6.74,8.96,11.49,14.40,17.64,21.41,25.78,30.69,36.34,42.61,49.33,56.24,63.23,70.20,76.61,82.07,85.82,89.19,92.00,93.84,94.62,94.99,95.13,95.10,94.95,95.22,96.48,96.98,97.99
Uruguay,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.09,0.19,0.38,0.76,1.43,2.52,4.23,6.85,10.63,15.71,21.91,28.86,36.13,42.54,50.62,55.83,56.31,60.11,64.94,64.51,67.35,70.48,72.48
Vanuatu,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.06,0.11,0.19,0.34,0.53,0.87,1.44,2.35,3.73,5.76,8.57,12.04,16.26,20.46,22.36,25.30,28.56,31.86,36.18,39.66,42.37,48.10
Venezuela (Bolivarian Republic of),0.02,0.03,0.05,0.11,0.18,0.31,0.52,0.85,1.40,2.24,3.49,5.26,7.45,9.77,12.26,13.45,17.23,21.22,27.57,35.82,43.83,51.36,57.73,63.77,69.56,73.41,77.26,81.33,85.17,87.35
Viet Nam,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.08,0.17,0.31,0.57,0.99,1.66,2.67,4.21,6.18,9.29,13.56,20.04,29.29,39.14,45.95,50.82,52.50,50.99,49.43,58.84,58.28,71.39,80.79
Western Africa,0.10,0.16,0.20,0.20,0.16,0.18,0.21,0.25,0.31,0.39,0.54,0.73,1.02,1.43,2.01,2.75,3.79,5.16,7.13,8.66,11.29,15.18,20.15,24.93,27.50,30.00,33.79,38.10,42.74,46.29
Western Asia,0.00,0.01,0.03,0.05,0.09,0.18,0.27,0.39,0.60,0.90,1.49,2.28,3.62,5.59,6.88,10.69,17.09,20.36,26.15,26.80,32.82,40.17,47.39,52.49,55.62,57.51,58.77,63.19,70.00,75.09
Western Europe,12.69,15.16,16.91,19.62,22.86,29.80,34.95,39.36,43.10,47.02,50.37,53.92,56.87,59.40,66.00,65.48,69.23,71.95,79.16,83.13,82.93,86.54,89.71,92.27,93.59,93.86,94.88,95.91,96.17,97.10
World,5.23,6.09,8.49,9.78,10.83,12.12,13.15,13.27,13.38,14.45,16.01,17.83,19.36,20.81,21.28,25.23,28.89,29.75,35.43,39.55,44.66,49.47,54.94,59.12,61.25,63.51,65.03,68.53,71.67,74.20
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.40,1.50,3.64,7.73,14.84,19.60,27.27,31.14,49.15
Zambia,0.54,3.23,5.02,6.57,8.03,8.56,9.71,10.47,11.65,12.48,13.72,14.75,16.46,17.89,19.40,20.71,22.62,24.52,26.64,28.59,30.36,31.40,33.54,35.00,37.16,39.31,41.35,43.15,46.20,45.80
Zimbabwe,0.06,0.08,0.13,0.19,0.27,0.39,0.53,0.74,1.04,1.45,2.05,2.89,4.09,5.75,7.93,10.66,14.00,17.76,21.81,25.89,30.03,33.45,36.88,53.71,68.75,70.64,72.07,71.95,73.87,71.18
