country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Luxembourg,4.68,6.12,7.55,9.43,10.32,10.27,9.72,10.40,11.27,12.19,13.00,14.15,22.09,16.44,32.74,36.71
Macao Special Administrative Region of China,0.35,0.64,1.09,1.70,2.49,3.12,3.37,4.86,8.18,12.30,17.38,21.09,33.21,29.84,30.27,31.19
Madagascar,0.59,0.84,1.26,1.62,1.77,2.40,2.17,1.92,1.69,1.30,1.48,2.49,1.72,1.86,2.42,2.86
Malawi,0.12,0.14,0.28,0.46,0.69,0.75,0.90,1.07,0.99,0.98,1.17,1.96,1.26,1.83,2.22,2.58
Malaysia,2.32,2.50,3.22,4.83,5.47,8.01,10.03,12.06,13.58,16.89,19.21,22.57,25.61,31.40,30.73,33.48
Maldives,0.00,0.02,0.05,0.14,0.36,0.76,1.75,3.04,4.19,5.61,6.82,8.88,9.61,11.64,22.68,24.30
Mali,0.22,0.36,0.55,0.80,1.28,2.19,2.48,2.13,2.01,2.31,3.05,5.11,4.99,5.51,6.94,8.68
Malta,5.61,5.70,7.66,8.20,8.52,9.54,11.53,14.75,17.00,18.98,19.16,22.90,31.31,30.23,32.45,33.92
Martinique,0.24,0.84,3.73,4.26,4.78,5.17,4.92,4.84,5.91,7.39,7.99,17.65,8.87,9.99,10.23,10.72
Mauritania,,,,,,,,,,,,,,,3.67,4.55
Mauritius,0.51,0.64,0.75,0.85,0.97,1.46,1.52,1.13,1.33,1.75,2.20,2.93,5.89,4.85,5.18,5.92
Mayotte,,,,,,,,,,,,,,,9.76,10.39
Melanesia,2.90,3.65,5.11,5.50,7.11,9.41,9.50,9.21,11.26,12.99,14.76,19.68,16.82,17.37,8.69,9.48
Mexico,0.65,1.16,1.96,3.05,4.32,5.49,6.69,6.94,6.58,6.80,7.40,8.41,9.18,10.31,22.76,24.00
Micronesia,0.51,1.42,3.32,5.34,8.39,10.36,8.53,6.75,5.78,5.55,4.48,4.61,4.22,4.88,13.74,14.67
Micronesia (Federated States of),0.70,2.44,5.91,9.79,15.63,18.10,14.33,11.62,9.90,8.88,7.14,7.75,7.80,8.79,9.40,10.29
Middle Africa,0.27,0.39,0.60,0.80,1.19,1.59,1.82,1.94,2.03,2.07,2.14,2.37,4.84,2.96,3.12,3.57
Mongolia,4.78,9.43,11.63,14.96,15.00,12.28,11.01,10.22,9.00,9.84,13.10,15.27,18.38,19.70,19.38,21.23
Montenegro,4.35,5.90,6.68,7.55,8.61,8.31,7.95,7.06,5.86,5.94,7.13,7.78,14.99,9.43,19.11,20.59
Morocco,0.15,0.39,1.33,2.22,3.75,4.70,6.12,7.56,8.17,7.37,7.09,8.91,11.13,12.59,17.17,20.38
Mozambique,0.03,0.06,0.11,0.21,0.31,0.58,1.06,1.48,1.35,1.26,1.54,1.76,1.49,2.18,2.42,2.66
Myanmar,1.09,1.47,1.64,2.17,2.61,2.69,2.73,2.91,3.13,3.28,4.01,5.03,9.94,7.77,8.91,10.96
