country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Reunion,7.70,11.94,16.88,19.83,24.74,29.55,33.80,37.59,43.06,50.91,54.98,65.42,60.69,64.73,68.37,70.95
Romania,17.84,20.74,27.57,36.45,56.34,66.15,69.03,71.56,73.91,68.88,65.24,69.99,75.47,77.45,95.07,98.12
Russian Federation,42.87,29.84,46.47,61.12,73.69,80.01,85.04,87.75,87.95,85.81,84.30,86.41,87.73,89.37,116.39,116.87
Rwanda,0.18,0.35,0.60,0.98,1.35,1.61,1.96,2.94,4.43,5.66,6.18,7.90,9.87,11.67,15.10,18.91
Saint Lucia,5.63,7.82,9.40,12.72,17.16,21.89,24.88,26.89,30.32,37.75,48.71,55.15,58.85,65.80,97.02,101.97
Saint Vincent and the Grenadines,5.70,8.11,10.23,13.26,15.61,18.10,21.14,19.40,21.23,25.93,28.55,34.43,40.96,46.74,51.89,56.60
Samoa,4.16,5.32,7.85,12.32,15.09,13.85,16.45,16.15,17.43,23.27,24.73,30.44,38.95,45.94,50.85,55.14
Sao Tome and Principe,0.00,0.03,0.23,1.13,1.67,8.15,10.84,12.25,9.94,6.43,8.82,10.77,13.68,19.50,25.40,31.35
Saudi Arabia,4.17,8.14,14.13,21.69,30.59,40.22,39.13,38.54,40.84,44.88,44.06,57.18,67.90,76.63,94.06,97.60
Senegal,0.77,1.30,2.12,3.09,4.80,5.63,5.73,6.07,6.52,6.49,6.20,7.68,13.78,11.14,14.04,17.44
Serbia,31.47,38.86,46.07,54.97,64.60,68.10,74.90,78.32,78.97,79.77,81.76,85.32,88.75,89.10,92.45,93.18
Seychelles,,,,,,,,,,,,,,,68.37,70.86
Sierra Leone,0.89,1.33,1.97,2.87,4.11,7.72,7.99,9.29,9.71,7.98,9.73,14.21,18.45,33.22,23.13,30.02
Singapore,10.83,17.45,25.30,33.01,42.63,50.49,56.77,65.58,77.85,87.08,90.98,93.41,94.88,95.50,96.07,95.33
Slovakia,37.69,51.21,59.87,70.75,80.34,81.21,85.08,87.49,88.54,89.23,88.97,89.73,91.52,91.00,103.97,105.27
Slovenia,28.67,37.84,47.37,55.64,62.40,68.39,71.82,77.23,78.61,79.99,83.49,85.11,89.83,87.51,98.98,100.85
Solomon Islands,2.12,3.14,3.84,5.46,7.86,11.24,12.70,13.23,16.90,16.98,20.62,31.82,28.61,29.64,34.09,39.52
Somalia,1.59,2.40,3.52,5.03,6.68,9.00,11.90,13.98,14.13,11.44,11.89,9.43,10.15,13.09,16.60,20.82
South Africa,14.25,17.67,18.37,19.90,20.04,20.88,24.18,27.64,34.08,39.19,41.05,44.39,50.55,50.40,61.81,66.62
South America,8.83,10.80,13.33,16.92,21.39,25.85,29.55,32.22,34.69,38.33,43.13,47.57,51.84,56.53,60.59,64.40
South Sudan,3.31,3.47,4.64,5.39,6.48,8.92,11.75,14.41,16.47,17.95,19.53,23.70,21.01,23.46,26.85,30.91
South-Eastern Asia,5.62,7.88,11.07,14.46,18.53,21.61,24.47,29.09,33.45,35.08,38.65,44.23,49.30,54.87,60.68,65.09
Southern Africa,13.08,16.23,16.94,18.71,19.08,20.06,23.21,26.61,32.98,37.52,39.08,42.62,48.64,48.37,55.11,59.22
Southern Asia,8.78,11.23,15.01,17.94,21.38,25.28,27.32,29.05,31.41,34.30,37.12,41.40,44.31,49.92,57.08,63.40
Southern Europe,14.35,18.84,23.92,29.48,37.25,44.33,48.84,50.76,53.63,57.56,61.69,66.81,71.05,74.06,78.42,80.82
Spain,10.57,12.88,17.65,23.51,29.49,35.89,41.21,45.22,49.87,53.76,55.95,58.26,57.41,62.16,91.34,96.58
Sri Lanka,13.86,17.53,22.01,27.89,31.19,31.40,31.50,33.61,37.24,43.18,48.83,52.56,58.13,63.03,67.39,71.14
Sudan,2.14,3.20,4.56,6.68,9.03,12.47,16.72,18.74,19.48,21.43,24.36,28.86,27.95,30.11,33.40,37.24
Suriname,9.52,11.36,13.38,14.93,13.89,16.57,18.16,17.91,20.21,20.78,22.60,26.47,34.33,34.47,38.99,43.66
Swaziland,0.91,1.81,3.32,5.05,8.88,14.54,18.73,21.78,25.92,28.36,29.15,24.49,23.40,29.96,32.88,35.84
Sweden,36.13,46.73,53.02,60.85,64.90,69.26,73.96,77.98,81.13,80.85,79.61,81.39,84.22,84.20,110.23,113.49
Switzerland,59.36,65.41,69.56,74.44,76.96,77.15,77.06,78.86,80.00,79.91,80.12,82.26,88.56,85.49,98.73,101.47
Syrian Arab Republic,4.57,6.49,8.93,13.18,17.69,20.14,21.85,21.85,22.16,23.56,20.77,21.25,24.80,28.92,39.89,44.97
Taiwan Province of China,16.66,22.12,22.65,31.27,41.40,51.13,59.54,66.85,77.28,82.59,86.10,89.94,92.93,94.86,136.12,137.81
Tajikistan,20.62,32.71,46.24,58.22,69.84,77.17,80.09,82.20,82.37,82.39,78.73,80.48,78.57,82.53,87.87,89.54
Thailand,3.53,4.82,6.55,8.89,14.38,17.73,22.78,26.72,29.20,33.68,41.21,48.81,52.05,61.27,66.97,71.14
The former Yugoslav Republic of Macedonia,12.57,22.39,34.12,45.64,55.82,59.92,64.35,67.90,66.23,64.36,72.59,80.53,83.33,88.31,91.07,92.33
Timor-Leste,0.94,1.07,1.37,1.69,2.89,6.77,10.97,19.26,28.20,32.04,37.55,44.46,51.29,57.36,62.89,67.83
Togo,0.67,1.21,4.00,4.67,5.95,9.30,13.18,13.74,12.21,12.88,15.75,19.52,29.91,27.55,31.61,37.77
