country,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Madagascar,0.03,0.05,0.07,0.11,0.14,0.21,0.30,0.43,0.60,0.84,1.18,1.63,2.24,3.05,4.15,5.60,7.52,8.60,11.12,13.86,17.36,21.58,26.89,35.96,40.41,36.77,39.67,33.30,39.87,48.51
Malawi,0.13,0.16,0.20,0.26,0.35,0.45,0.57,0.72,0.92,1.18,1.48,1.87,2.34,2.94,4.22,4.96,5.43,6.26,8.11,11.44,15.86,20.10,24.21,28.38,32.50,37.25,44.40,53.04,58.66,62.68
Malaysia,0.09,0.14,0.23,0.36,0.54,0.74,0.98,1.29,1.65,2.21,2.97,4.01,5.33,6.99,2.29,4.13,8.33,11.76,17.89,28.64,40.60,67.31,75.60,83.65,88.35,90.62,92.33,94.94,95.92,97.83
Maldives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.13,0.33,0.82,1.94,4.32,8.84,18.46,24.03,35.12,60.42,76.55,89.85,95.52,97.18,97.75
Mali,0.03,0.04,0.05,0.06,0.08,0.10,0.13,0.16,0.19,0.24,0.30,0.36,0.45,0.55,0.67,0.84,1.06,1.40,1.72,2.34,3.42,5.23,6.61,8.16,8.33,8.28,11.45,13.29,19.56,26.34
Malta,82.58,82.72,82.78,82.81,82.74,82.63,82.43,82.19,81.87,81.48,81.04,80.51,79.92,79.26,77.92,77.88,79.00,84.42,92.82,98.33,99.77,99.92,99.98,100.00,100.00,99.99,100.00,99.99,100.00,100.00
Martinique,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.20,0.77,2.64,7.53,17.46,32.90,51.40,72.97,79.87,85.47,89.85,93.03,95.22,96.69,97.78,98.63,98.93,98.92,99.52
Mauritius,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.08,0.16,0.32,0.68,1.34,2.62,4.87,8.62,14.23,21.80,31.02,41.37,50.38,61.75,70.56,73.59,76.37,79.40,88.44,89.51,96.76
Melanesia,0.76,2.71,2.60,2.33,2.17,2.17,2.87,3.79,4.82,7.02,9.51,12.08,15.02,18.16,21.50,25.17,29.90,34.87,40.44,51.75,63.75,71.34,77.69,81.36,83.15,83.79,85.48,87.18,86.94,86.30
Mexico,,0.00,0.01,0.02,0.03,0.05,0.10,0.19,0.35,0.61,1.08,1.86,3.13,5.11,8.09,12.27,17.89,24.94,33.21,42.32,51.63,59.60,69.35,76.67,83.52,88.05,89.78,92.41,95.03,96.71
Micronesia,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.06,0.11,0.22,0.41,0.79,1.48,3.04,6.53,13.71,25.99,40.75,55.61,66.65,75.72,80.19,83.15,87.33,88.80,90.66,92.78,93.70
Micronesia (Federated States of),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.38,1.52,5.31,15.11,33.03,54.17,73.87,84.28,89.40,91.58,92.15,93.06,93.22,94.24,93.53,95.86
Middle Africa,0.01,0.01,0.03,0.04,0.05,0.10,0.14,0.21,0.28,0.36,0.47,0.63,0.85,1.12,1.53,2.12,2.99,4.29,6.47,8.60,14.99,21.04,26.97,32.42,38.25,44.11,45.09,50.94,50.60,62.11
Mongolia,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.19,0.49,1.24,2.92,6.44,12.84,22.68,35.50,49.67,63.18,76.94,82.99,89.01,94.09,96.04,96.77,97.05,97.78,98.22,97.23,97.42,97.07,97.72
Montenegro,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.40,1.57,5.42,15.61,35.11,59.21,79.81,90.19,95.18,97.27,98.18,98.54,98.76,98.87,98.91,98.85,98.62,98.68,97.36
Morocco,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.19,0.64,2.80,5.99,12.26,17.97,21.99,25.68,32.01,37.10,38.95,49.90,53.16,67.41
Mozambique,0.27,0.36,0.46,0.57,0.71,0.86,1.02,1.19,1.35,1.53,1.70,1.87,2.03,2.18,2.31,2.42,2.53,2.61,2.67,2.93,2.79,3.83,6.48,9.45,11.39,13.99,17.55,22.46,29.29,36.96
Myanmar,5.31,6.38,7.51,8.67,9.80,10.85,11.80,12.71,13.57,14.45,15.28,16.07,16.76,17.39,17.98,18.62,20.39,20.86,24.87,31.76,37.43,42.50,47.98,51.07,56.04,59.57,60.18,66.50,71.38,77.04
Namibia,0.03,0.05,0.07,0.11,0.17,0.24,0.37,0.52,0.75,1.07,1.52,2.16,3.05,4.28,5.94,8.10,10.86,14.25,18.25,21.15,29.68,37.84,45.44,55.48,68.35,74.61,79.27,83.40,88.40,88.89
Nepal,0.01,0.01,0.02,0.03,0.04,0.05,0.07,0.10,0.13,0.16,0.21,0.29,0.38,0.50,0.65,0.86,1.17,1.64,2.13,3.06,4.41,6.58,9.64,13.69,20.14,28.96,39.70,53.24,64.86,75.04
Netherlands,0.84,1.33,2.10,3.28,5.06,7.77,11.72,17.28,24.73,34.03,44.75,55.92,66.45,75.52,82.78,88.29,92.27,95.15,96.64,97.96,98.52,98.37,98.46,98.11,98.24,98.16,98.44,98.35,99.23,99.64
New Caledonia,2.93,3.92,5.18,6.78,8.80,11.28,14.26,17.75,21.73,26.09,30.75,35.49,40.26,44.10,46.94,49.76,51.97,54.79,59.71,66.96,75.00,82.13,87.56,91.73,94.80,96.83,97.90,98.67,98.94,99.10
New Zealand,97.91,97.91,97.92,97.94,97.94,97.96,97.96,97.97,97.98,97.98,98.00,98.00,97.99,97.99,97.98,97.99,98.00,98.05,98.09,98.12,98.07,98.18,98.20,98.23,98.34,98.61,98.80,99.10,98.73,99.53
Nicaragua,0.17,0.23,0.32,0.43,0.59,0.76,0.98,1.26,1.60,2.04,2.59,3.29,4.18,5.32,6.90,9.03,11.85,15.24,19.56,23.04,28.56,36.27,43.38,50.05,55.09,58.44,63.25,66.76,70.72,75.07
Niger,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.53,0.98,1.42,1.87,3.20,5.60,7.41,7.60,10.33,11.06,16.48
Nigeria,0.02,0.02,0.04,0.05,0.08,0.12,0.17,0.25,0.36,0.52,0.75,1.06,1.49,2.07,2.84,3.88,5.29,7.15,9.43,12.53,16.13,21.45,29.10,37.55,45.07,50.61,54.77,58.25,61.27,64.45
Northern Africa,0.00,0.00,0.00,0.01,0.01,0.05,0.07,0.11,0.17,0.24,0.32,0.49,0.71,1.06,1.45,1.96,2.64,3.90,5.95,8.73,14.69,20.89,27.17,34.14,42.30,49.88,56.22,63.10,66.56,71.45
Northern America,42.74,50.09,55.46,60.77,65.42,69.88,73.95,77.56,80.93,83.88,86.45,88.61,90.35,91.76,92.96,93.99,94.83,94.37,95.09,96.30,97.14,97.55,97.92,98.16,98.34,98.46,98.65,99.23,99.35,99.71
Northern Europe,50.13,72.21,83.58,89.45,92.57,94.12,95.46,96.34,96.67,96.59,96.95,97.44,98.01,98.50,98.88,99.07,99.11,99.08,99.56,99.78,99.87,99.89,99.89,99.91,99.90,99.90,99.89,99.91,99.93,99.90
Norway,99.61,99.63,99.63,99.64,99.64,99.64,99.64,99.64,99.63,99.63,99.62,99.61,99.58,99.57,99.55,99.54,99.52,99.51,99.49,99.46,99.48,99.44,99.55,99.58,99.63,99.63,99.63,99.79,99.71,99.94
Occupied Palestinian Territory,0.01,0.01,0.02,0.03,0.04,0.07,0.10,0.16,0.24,0.39,0.58,0.88,1.32,1.95,2.85,4.12,5.92,8.43,12.86,24.37,44.62,62.26,70.51,79.16,84.95,89.45,93.58,96.02,97.72,98.68
Oceania,55.97,27.25,22.99,23.91,28.28,32.75,39.88,45.53,51.35,58.14,65.72,72.39,78.01,82.38,85.83,88.60,90.24,91.38,92.45,94.52,96.19,96.83,97.24,97.58,97.81,98.11,98.14,98.41,98.44,98.66
Oman,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.10,0.16,0.27,0.47,0.80,1.34,2.04,3.03,4.35,6.38,9.60,14.74,22.87,34.97,50.71,66.89,81.05,89.90,94.04,95.93
Pakistan,0.05,0.07,0.10,0.14,0.18,0.25,0.35,0.44,0.59,0.75,1.00,1.28,1.66,2.14,2.72,3.48,4.47,5.77,7.43,9.13,11.53,14.81,19.28,23.35,26.11,30.42,36.14,41.46,46.31,51.45
Panama,8.34,9.71,11.23,12.91,14.74,16.67,18.68,20.73,22.76,24.83,27.06,29.50,32.24,35.32,40.93,43.44,45.39,49.61,55.81,64.85,70.83,77.31,82.99,87.51,88.94,89.08,90.09,91.51,92.89,93.70
Paraguay,2.12,2.68,3.38,4.22,5.20,6.33,7.59,9.03,10.61,12.24,13.94,15.65,17.44,18.13,20.26,22.74,25.39,28.58,33.32,39.16,44.97,51.38,58.09,63.89,69.24,73.66,78.16,82.09,84.55,86.78
Peru,9.51,10.58,11.75,12.99,14.29,15.66,17.07,18.55,20.12,21.72,23.35,24.99,26.69,28.48,30.36,32.41,34.83,38.54,39.55,44.11,52.67,62.03,68.40,70.21,74.12,79.72,83.92,87.93,91.89,94.57
Philippines,0.02,0.03,0.08,0.13,0.25,0.44,0.81,1.42,2.44,4.10,6.64,10.21,14.87,20.60,27.34,37.01,43.35,49.73,57.01,62.85,71.17,77.90,81.43,84.46,86.83,88.25,90.77,91.35,93.30,92.41
Poland,99.88,99.90,99.89,99.89,99.90,99.90,99.90,99.90,99.91,99.92,99.93,99.95,99.96,99.96,99.97,99.98,99.99,99.99,99.99,99.99,100.00,100.00,100.00,100.00,99.99,100.00,99.99,99.99,100.00,99.97
Polynesia,12.15,15.07,18.16,21.75,25.79,30.44,35.04,40.69,47.80,48.28,53.31,55.37,58.07,61.68,69.60,74.16,76.54,80.36,83.21,86.69,90.83,93.51,94.79,96.02,97.20,98.03,98.63,98.85,99.26,99.54
Portugal,0.05,0.08,0.11,0.16,0.23,0.33,0.47,0.66,0.92,1.29,1.79,2.47,3.39,4.71,8.85,9.23,9.81,10.99,13.36,19.58,28.30,39.27,54.82,68.72,79.44,87.88,93.17,94.96,96.72,97.34
Puerto Rico,0.38,0.62,1.03,1.63,2.59,4.02,6.06,8.96,12.81,17.67,23.44,29.87,36.69,43.77,50.99,58.13,65.00,64.18,73.01,80.47,87.85,92.23,94.14,96.10,96.76,97.45,97.95,98.68,99.11,99.36
Qatar,0.00,0.00,0.01,0.01,0.03,0.05,0.07,0.13,0.21,0.37,0.61,0.98,1.58,2.51,4.00,6.38,10.12,15.62,23.04,32.08,41.97,47.94,59.34,68.81,75.51,76.98,80.12,83.42,86.29,88.68
Republic of Korea,0.02,0.04,0.08,0.12,0.20,0.33,0.55,0.91,1.48,2.42,3.93,6.30,9.93,15.27,22.73,32.60,44.74,51.58,64.43,78.64,90.62,96.29,98.26,99.15,99.60,99.77,99.84,99.89,99.90,99.95
Republic of Moldova,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.43,19.50,69.37,84.31,91.85,96.21,98.62,99.32,99.49,99.49,99.46,99.63,99.46,99.43,99.77,99.87
Reunion,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.16,0.38,0.86,1.88,3.95,7.74,13.99,23.12,34.71,47.50,59.93,65.67,74.40,82.40,85.74,89.47,92.41,95.20,96.94,98.13,98.62,99.03
Romania,0.36,0.67,1.18,2.07,3.65,6.33,10.72,17.61,27.56,40.41,54.73,68.31,79.26,86.78,91.47,94.36,96.21,90.55,94.31,97.32,98.47,98.84,98.82,98.77,99.03,98.76,98.26,98.53,98.26,98.96
Russian Federation,0.07,0.20,0.53,1.30,3.05,6.69,13.55,24.89,40.53,57.80,72.99,83.98,90.89,94.90,97.07,98.23,98.92,98.47,99.06,99.39,99.69,99.77,99.75,99.73,99.71,99.70,99.66,99.64,99.62,99.57
Rwanda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.05,0.10,0.17,0.30,0.50,0.83,1.45,2.23,2.85,3.15,5.88,11.95,19.56,18.66,24.40,26.14,35.26
Saint Lucia,0.76,1.13,1.65,2.38,3.33,4.55,6.09,8.06,10.57,13.75,17.70,22.42,27.82,33.87,40.57,47.82,55.33,65.34,70.36,79.31,85.26,91.02,94.39,96.10,97.05,97.80,98.26,97.79,98.37,96.36
Saint Vincent and the Grenadines,0.00,0.00,0.00,0.01,0.03,0.06,0.16,0.38,0.92,2.17,4.76,9.74,18.02,29.58,42.96,55.97,67.15,75.97,81.52,86.77,90.20,94.05,95.76,96.87,97.03,97.97,97.49,98.47,99.19,99.54
Samoa,30.30,35.32,40.60,46.03,51.49,56.85,62.02,66.88,71.37,75.44,79.09,82.30,85.10,87.52,89.60,91.35,92.37,93.91,95.17,96.12,96.86,97.44,97.97,98.40,98.63,98.93,98.74,98.70,99.24,99.55
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.20,0.48,1.16,2.59,3.14,6.37,11.53,18.30,25.92,32.15,36.95,46.35,50.21,60.22,73.02
Saudi Arabia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.12,0.26,0.54,1.18,2.48,5.01,9.65,19.09,28.93,41.91,56.77,66.78,70.80,78.78,85.03,86.23,92.86
Senegal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.07,0.13,0.21,0.35,0.61,1.05,1.85,3.10,5.17,9.11,13.65,16.75,18.63,20.49,22.36,24.45,29.45,32.33,40.56
Serbia,1.28,1.76,2.40,3.25,4.37,5.81,7.63,9.91,12.68,15.98,19.77,24.01,28.59,33.41,39.28,45.00,49.24,56.77,79.57,90.78,96.01,97.22,97.63,98.28,98.67,98.78,98.63,98.48,98.50,98.03
Sierra Leone,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.03,0.04,0.07,0.10,0.18,0.27,0.40,0.62,0.92,1.41,2.14,3.21,4.81,9.25,10.53,13.70,16.09,17.70,17.56,20.28,36.96,55.92
Singapore,0.00,0.00,0.01,0.01,0.02,0.04,0.07,0.12,0.23,0.43,0.78,1.39,2.38,4.03,6.61,10.52,16.09,23.59,31.14,44.18,61.85,75.44,83.38,89.72,94.17,96.79,98.37,98.93,99.34,99.55
Slovakia,99.94,99.94,99.94,99.95,99.95,99.96,99.96,99.97,99.97,99.98,99.97,99.98,99.99,99.98,99.99,100.00,100.00,100.00,100.00,100.00,100.00,99.99,100.00,99.99,100.00,100.00,100.00,100.00,100.00,100.00
Slovenia,90.87,92.16,93.29,94.27,95.10,95.82,96.44,96.97,97.41,97.79,98.12,98.41,98.64,98.84,99.02,99.16,99.30,99.42,99.51,99.59,99.66,99.70,99.76,99.79,99.80,99.81,99.78,99.83,99.88,99.89
Solomon Islands,0.02,0.02,0.04,0.06,0.08,0.12,0.19,0.27,0.40,0.57,0.82,1.20,1.76,2.58,3.79,4.05,6.03,8.07,11.97,15.83,22.39,30.40,38.37,45.58,53.93,59.62,62.85,68.55,69.66,69.71
Somalia,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.05,0.07,0.10,0.16,0.21,0.31,0.44,0.67,1.00,1.47,2.11,2.89,3.78,5.82,8.75,13.29,14.54,16.13,11.48,15.33,19.88
South Africa,0.40,0.56,0.79,1.09,1.51,2.05,2.74,3.63,4.78,6.23,8.06,10.33,13.09,16.45,20.44,25.08,30.40,36.47,41.10,47.00,50.76,55.09,61.65,68.90,77.69,84.89,89.95,91.91,94.71,94.36
South America,4.46,4.70,5.87,7.46,9.31,11.21,13.46,15.89,18.50,21.25,24.05,26.80,29.45,31.97,34.41,37.71,40.49,42.67,46.19,51.08,58.08,65.40,71.87,76.45,79.93,83.60,87.16,90.26,93.15,94.07
South Sudan,1.46,1.90,2.42,2.99,3.61,4.25,4.88,5.49,6.02,6.48,6.82,7.05,7.15,7.09,6.89,6.58,6.22,5.41,5.62,5.68,6.10,7.00,8.70,10.61,12.21,13.77,17.73,20.93,28.01,34.22
South-Eastern Asia,0.08,0.24,0.52,0.91,1.33,1.48,1.77,2.00,2.35,2.80,3.46,4.51,6.35,9.11,13.18,20.89,25.52,31.19,38.24,47.37,57.42,66.49,71.98,76.98,81.80,84.95,87.61,88.67,90.87,92.43
Southern Africa,0.29,0.45,0.69,0.97,1.33,1.77,2.34,3.09,4.08,5.34,7.01,9.03,11.63,14.74,18.34,22.44,27.26,32.84,37.30,43.67,48.16,52.86,59.80,67.76,76.98,84.04,88.69,91.02,93.66,93.40
Southern Asia,0.20,0.36,0.62,0.88,1.13,1.04,1.09,1.26,1.48,1.84,2.25,2.79,3.43,4.21,5.13,6.54,8.06,9.99,13.11,15.45,19.42,24.95,29.96,34.09,38.29,43.49,50.39,59.71,66.10,74.11
Southern Europe,1.26,2.54,4.45,6.49,8.50,10.61,12.87,15.11,18.44,22.05,26.94,31.14,37.15,42.85,49.51,55.66,59.42,64.70,72.12,79.51,86.29,90.22,93.49,95.64,96.98,97.66,98.06,98.31,98.48,98.59
Spain,0.21,0.36,0.60,1.00,1.63,2.61,4.04,6.10,8.92,12.52,16.94,22.02,27.65,33.63,46.41,47.72,49.02,52.95,60.62,71.53,81.18,89.05,94.18,96.48,97.42,97.72,97.85,97.85,98.00,97.77
Sri Lanka,4.92,5.93,7.06,8.30,9.58,10.88,12.23,13.69,15.25,16.99,18.89,21.09,23.56,26.28,28.15,32.16,34.71,38.99,47.43,55.74,63.70,69.75,73.56,76.14,80.87,86.02,90.42,92.79,94.87,96.33
Sudan,0.01,0.03,0.03,0.05,0.06,0.08,0.12,0.16,0.21,0.28,0.36,0.49,0.66,0.84,1.14,1.51,1.64,2.25,2.96,3.90,5.60,8.76,13.99,20.37,26.17,30.82,33.35,36.10,35.39,38.56
Suriname,1.48,1.94,2.54,3.30,4.30,5.56,7.14,9.13,11.62,14.66,18.39,22.81,27.93,33.71,40.07,46.85,53.84,58.88,67.22,74.04,78.71,84.27,87.57,89.80,91.30,92.10,93.28,94.89,95.37,97.09
Swaziland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.09,0.22,0.49,1.07,2.34,4.79,9.24,16.28,27.85,38.37,48.18,57.13,65.89,73.89,73.92,77.14,72.80,70.84
Sweden,99.89,99.89,99.89,99.89,99.88,99.89,99.91,99.88,99.89,99.89,99.90,99.90,99.91,99.91,99.91,99.93,99.95,99.94,99.96,99.97,99.98,100.00,100.00,100.00,99.99,100.00,100.00,99.99,99.99,100.00
Switzerland,30.23,35.25,40.59,46.17,51.84,57.47,62.88,67.97,72.65,76.84,80.53,83.71,86.41,88.74,90.76,92.53,94.02,95.12,96.15,97.01,97.48,97.67,97.75,97.96,98.21,98.45,98.60,98.86,98.99,99.18
Syrian Arab Republic,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.06,0.10,0.16,0.26,0.43,0.70,1.11,1.74,2.72,4.13,6.15,8.91,11.80,16.24,21.47,28.29,35.62,42.40,47.54,53.20,57.89,61.73,64.81
Taiwan Province of China,0.00,0.00,0.01,0.01,0.03,0.06,0.12,0.27,0.55,1.15,2.27,4.36,7.97,13.64,21.75,31.99,43.56,57.55,64.23,77.84,88.66,94.23,97.70,99.37,99.71,99.75,99.75,99.88,99.94,99.98
Tajikistan,0.01,0.02,0.04,0.08,0.15,0.29,0.54,1.03,1.94,3.61,6.62,11.87,20.33,32.58,47.69,63.13,76.19,85.66,91.84,95.40,97.50,98.73,99.08,99.19,99.25,99.27,99.20,98.76,99.02,96.99
Thailand,0.00,0.01,0.01,0.04,0.07,0.13,0.27,0.56,1.11,2.15,4.14,7.74,13.66,22.28,33.34,45.83,58.24,69.20,78.11,84.87,93.10,94.25,95.12,96.64,96.96,92.29,93.79,95.53,95.25,97.49
The former Yugoslav Republic of Macedonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.22,0.71,2.06,5.37,12.26,23.99,40.41,56.07,72.80,80.26,86.38,90.42,91.30,92.17,93.53,95.94,96.53,96.29
Timor-Leste,0.18,0.28,0.40,0.55,0.74,0.96,1.19,1.41,1.62,1.80,1.93,2.01,2.01,1.95,1.83,1.70,1.64,1.28,1.63,1.46,1.80,5.12,7.88,14.70,26.05,41.97,46.94,56.77,67.80,73.62
Togo,0.00,0.01,0.01,0.01,0.02,0.02,0.04,0.05,0.06,0.10,0.14,0.19,0.27,0.37,0.52,0.76,1.15,1.85,4.29,5.44,8.38,13.02,18.30,21.11,23.28,24.81,28.33,39.75,50.68,61.60
Tonga,6.07,8.81,12.44,17.06,22.69,29.17,36.33,43.83,51.37,58.60,65.31,71.32,76.57,81.05,84.79,87.87,90.39,92.35,93.80,95.10,96.06,96.78,97.28,97.88,98.52,98.89,99.21,99.19,99.15,99.59
Trinidad and Tobago,0.01,0.02,0.04,0.08,0.15,0.28,0.54,0.98,1.78,3.16,5.43,8.86,13.71,20.19,28.19,37.42,47.17,56.61,65.57,72.71,78.77,84.66,87.82,91.82,95.09,97.14,97.91,98.63,99.11,99.13
Tunisia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.10,0.28,0.74,2.32,4.49,9.81,21.02,35.05,49.44,58.43,63.72,74.71,83.84,90.72,94.20,97.16
Turkey,0.00,0.01,0.01,0.02,0.04,0.08,0.14,0.26,0.46,0.80,1.40,2.38,3.96,6.37,9.89,14.76,21.08,28.75,38.21,46.60,56.69,68.90,79.70,86.29,90.98,93.18,94.05,93.36,92.37,90.67
Turkmenistan,0.08,0.15,0.32,0.63,1.21,2.26,4.07,7.02,11.51,17.88,26.18,36.05,46.91,57.84,67.93,76.43,84.37,86.84,93.30,96.46,98.20,98.81,99.20,99.40,99.62,99.64,99.50,99.79,99.89,99.96
Uganda,0.01,0.01,0.02,0.03,0.05,0.08,0.13,0.20,0.29,0.45,0.68,1.04,1.56,2.23,2.99,3.80,4.79,6.05,7.41,8.76,11.39,15.16,19.33,22.32,25.66,29.01,34.70,42.96,53.55,57.64
Ukraine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.19,1.71,10.01,35.10,69.55,89.15,96.48,98.92,99.59,99.75,99.77,99.75,99.75,99.82,99.70,99.65,99.87,99.96
United Arab Emirates,0.15,0.20,0.27,0.37,0.48,0.65,0.84,1.10,1.43,1.84,2.38,3.07,3.97,5.17,6.72,8.78,12.16,13.16,21.10,34.23,52.20,63.14,70.87,77.22,81.79,84.19,88.32,87.43,95.80,95.52
United Kingdom of Great Britain and Northern Ireland,99.89,99.89,99.90,99.89,99.89,99.89,99.90,99.90,99.89,99.90,99.90,99.90,99.90,99.91,99.91,99.90,99.91,99.93,99.92,99.93,99.94,99.96,99.95,99.96,99.96,99.97,99.98,99.97,99.98,99.97
United Republic of Tanzania,0.09,0.12,0.15,0.19,0.23,0.28,0.34,0.41,0.49,0.57,0.66,0.77,0.89,1.01,1.15,2.98,3.38,4.48,5.74,8.00,12.64,20.75,32.04,44.47,55.52,66.26,70.35,73.02,72.28,76.86
United States of America,40.60,46.52,52.41,58.07,63.35,68.19,72.56,76.55,80.15,83.34,86.11,88.43,90.31,91.83,93.11,94.15,94.99,94.48,95.14,96.33,97.11,97.49,97.86,98.10,98.25,98.37,98.58,99.19,99.29,99.72
Uruguay,0.00,0.01,0.01,0.03,0.06,0.15,0.31,0.66,1.32,2.57,4.70,8.07,12.96,19.48,27.65,37.12,47.27,57.34,66.78,75.03,80.67,86.95,92.02,94.18,95.68,97.05,97.24,97.83,98.44,98.60
Vanuatu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.07,0.15,0.32,0.61,1.22,2.34,4.34,7.69,12.81,19.60,28.87,38.66,47.11,54.47,59.78,63.83,65.61,69.79,70.30,70.21
Venezuela (Bolivarian Republic of),0.49,0.73,1.07,1.56,2.26,3.23,4.56,6.31,8.61,11.54,15.12,19.33,23.80,28.12,32.57,36.21,41.87,47.16,54.54,62.75,71.59,77.93,82.49,86.26,89.23,90.78,92.46,93.46,94.98,94.99
Viet Nam,0.01,0.02,0.03,0.05,0.08,0.12,0.19,0.30,0.48,0.74,1.11,1.68,2.55,3.90,6.24,8.22,13.05,18.92,26.95,41.26,57.22,65.92,73.44,78.53,79.65,81.66,85.85,85.89,90.93,93.82
Western Africa,0.10,0.13,0.13,0.13,0.11,0.12,0.17,0.22,0.30,0.40,0.56,0.76,1.07,1.47,2.05,2.83,3.93,5.43,7.11,9.57,12.82,17.93,23.22,28.89,33.38,37.05,40.40,44.46,47.87,53.00
Western Asia,0.02,0.10,0.26,0.52,0.84,1.42,1.89,2.38,3.30,4.38,6.49,9.24,12.43,16.28,17.11,22.09,28.85,32.45,38.87,40.26,48.32,57.28,65.66,70.28,73.63,74.45,75.24,75.65,75.41,77.64
Western Europe,66.46,68.35,70.88,73.70,76.34,80.92,84.06,86.41,88.46,90.33,91.91,93.38,94.69,95.74,96.01,97.17,97.69,97.86,98.32,98.63,98.60,98.74,98.87,99.06,99.25,99.29,99.40,99.55,99.68,99.82
World,20.29,17.34,22.86,25.39,27.21,28.87,30.72,31.21,31.31,33.04,34.32,35.17,35.65,36.54,33.75,38.74,41.84,45.04,50.18,53.54,58.67,62.92,66.51,70.15,72.77,74.18,74.67,77.93,80.56,82.73
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.06,0.13,0.28,0.52,0.90,1.54,2.32,3.24,4.70,8.65,13.53,27.82
Zambia,0.06,0.09,0.14,0.20,0.28,0.40,0.56,0.81,1.13,1.57,2.19,3.03,4.17,5.64,7.55,9.95,12.93,16.50,20.68,25.41,30.59,35.10,42.25,46.91,49.94,52.62,55.32,58.62,61.88,64.23
Zimbabwe,0.11,0.16,0.25,0.34,0.48,0.65,0.88,1.19,1.60,2.17,2.94,4.03,5.55,7.61,10.25,13.51,17.47,21.96,26.91,32.26,37.97,43.89,50.51,62.59,78.26,84.23,87.15,87.16,89.65,86.77
