country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Tonga,90.39,92.35,93.80,95.10,96.06,96.78,97.28,97.88,98.52,98.89,99.21,99.19,99.15,99.59,99.72,99.57
Trinidad and Tobago,47.17,56.61,65.57,72.71,78.77,84.66,87.82,91.82,95.09,97.14,97.91,98.63,99.11,99.13,99.70,99.58
Tunisia,0.74,2.32,4.49,9.81,21.02,35.05,49.44,58.43,63.72,74.71,83.84,90.72,94.20,97.16,98.28,98.94
Turkey,21.08,28.75,38.21,46.60,56.69,68.90,79.70,86.29,90.98,93.18,94.05,93.36,92.37,90.67,95.05,95.26
Turkmenistan,84.37,86.84,93.30,96.46,98.20,98.81,99.20,99.40,99.62,99.64,99.50,99.79,99.89,99.96,99.98,99.96
Uganda,4.79,6.05,7.41,8.76,11.39,15.16,19.33,22.32,25.66,29.01,34.70,42.96,53.55,57.64,69.61,75.79
Ukraine,69.55,89.15,96.48,98.92,99.59,99.75,99.77,99.75,99.75,99.82,99.70,99.65,99.87,99.96,99.97,99.84
United Arab Emirates,12.16,13.16,21.10,34.23,52.20,63.14,70.87,77.22,81.79,84.19,88.32,87.43,95.80,95.52,96.79,96.46
United Kingdom of Great Britain and Northern Ireland,99.91,99.93,99.92,99.93,99.94,99.96,99.95,99.96,99.96,99.97,99.98,99.97,99.98,99.97,131.56,133.38
United Republic of Tanzania,3.38,4.48,5.74,8.00,12.64,20.75,32.04,44.47,55.52,66.26,70.35,73.02,72.28,76.86,79.54,81.17
United States Virgin Islands,,,,,,,,,,,,,,,95.86,95.26
United States of America,94.99,94.48,95.14,96.33,97.11,97.49,97.86,98.10,98.25,98.37,98.58,99.19,99.29,99.72,118.52,120.03
Uruguay,47.27,57.34,66.78,75.03,80.67,86.95,92.02,94.18,95.68,97.05,97.24,97.83,98.44,98.60,103.30,103.67
Uzbekistan,,,,,,,,,,,,,,,99.72,99.65
Vanuatu,4.34,7.69,12.81,19.60,28.87,38.66,47.11,54.47,59.78,63.83,65.61,69.79,70.30,70.21,72.49,74.85
Venezuela (Bolivarian Republic of),41.87,47.16,54.54,62.75,71.59,77.93,82.49,86.26,89.23,90.78,92.46,93.46,94.98,94.99,95.40,95.88
Viet Nam,13.05,18.92,26.95,41.26,57.22,65.92,73.44,78.53,79.65,81.66,85.85,85.89,90.93,93.82,110.20,113.69
Western Africa,3.93,5.43,7.11,9.57,12.82,17.93,23.22,28.89,33.38,37.05,40.40,44.46,47.87,53.00,57.54,61.36
Western Asia,28.85,32.45,38.87,40.26,48.32,57.28,65.66,70.28,73.63,74.45,75.24,75.65,75.41,77.64,82.10,83.39
Western Europe,97.69,97.86,98.32,98.63,98.60,98.74,98.87,99.06,99.25,99.29,99.40,99.55,99.68,99.82,99.81,99.63
Western Sahara,,,,,,,,,,,,,,,46.71,54.62
World,41.84,45.04,50.18,53.54,58.67,62.92,66.51,70.15,72.77,74.18,74.67,77.93,80.56,82.73,84.47,85.78
Yemen,0.01,0.03,0.06,0.13,0.28,0.52,0.90,1.54,2.32,3.24,4.70,8.65,13.53,27.82,50.56,60.08
Zambia,12.93,16.50,20.68,25.41,30.59,35.10,42.25,46.91,49.94,52.62,55.32,58.62,61.88,64.23,68.29,70.94
Zimbabwe,17.47,21.96,26.91,32.26,37.97,43.89,50.51,62.59,78.26,84.23,87.15,87.16,89.65,86.77,85.12,85.85
