country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Timor-Leste,0.86,0.84,1.09,1.23,1.93,4.76,7.63,13.42,21.26,27.09,32.86,40.82,49.16,56.45,63.56,69.52
Togo,0.42,0.74,2.42,2.84,3.68,5.66,7.93,8.36,7.72,8.17,9.87,13.35,18.66,22.27,26.22,31.66
Tonga,3.43,4.75,7.32,9.72,12.29,16.13,19.01,20.94,22.34,23.87,29.03,36.27,39.36,46.05,52.27,57.85
Trinidad and Tobago,7.70,10.90,15.39,19.35,23.79,29.14,32.83,39.03,48.35,54.89,58.49,66.85,71.17,77.59,82.76,85.91
Tunisia,0.08,0.68,1.06,2.52,6.17,9.59,10.04,11.63,15.50,20.15,24.62,36.35,43.20,50.66,57.79,63.14
Turkey,1.94,3.52,5.91,8.90,11.81,15.64,19.91,23.30,27.29,32.06,38.82,44.06,55.84,58.75,64.23,67.45
Turkmenistan,29.31,34.53,52.31,63.71,76.66,81.64,86.28,89.44,91.35,91.58,92.99,94.21,95.00,95.55,95.95,96.07
Uganda,1.04,1.77,2.27,2.69,3.55,4.37,5.58,6.10,7.03,7.70,9.93,12.53,19.22,18.27,27.36,32.17
Ukraine,15.38,27.68,48.93,63.52,76.32,80.80,83.62,84.12,83.65,86.04,87.63,87.74,89.25,89.93,90.24,89.76
United Arab Emirates,10.21,12.87,23.27,40.12,48.35,48.75,46.95,47.85,47.31,47.27,54.24,54.01,66.94,70.57,74.39,75.19
United Kingdom of Great Britain and Northern Ireland,26.13,31.58,35.61,41.82,49.64,56.76,60.32,62.28,64.08,69.40,74.20,76.73,79.05,80.86,112.43,116.37
United Republic of Tanzania,0.29,0.32,0.40,0.70,1.17,1.76,1.84,2.09,2.45,2.56,3.04,4.62,9.21,9.51,12.39,15.46
United States Virgin Islands,,,,,,,,,,,,,,,72.03,73.59
United States of America,63.59,70.37,74.88,79.11,82.68,83.84,83.69,83.56,83.57,83.09,82.91,85.11,86.61,88.17,110.94,112.54
Uruguay,5.83,8.77,12.36,15.54,19.67,23.60,25.56,26.06,27.72,27.99,29.20,32.20,37.88,38.16,45.34,49.74
Uzbekistan,,,,,,,,,,,,,,,90.89,91.97
Vanuatu,1.57,2.54,3.92,5.58,7.64,9.64,10.54,11.74,13.08,14.23,17.06,18.90,21.11,26.11,32.68,39.06
Venezuela (Bolivarian Republic of),12.34,14.91,19.04,24.29,29.24,34.18,37.91,41.43,45.18,48.44,52.19,57.46,63.10,66.49,70.99,74.93
Viet Nam,2.79,3.89,6.14,8.99,10.94,12.35,12.94,14.01,14.81,15.74,22.04,28.51,34.83,44.18,64.68,73.44
Western Africa,1.72,2.44,3.63,4.46,5.87,7.86,10.88,14.02,15.75,18.07,21.24,24.35,30.32,30.18,32.63,36.02
Western Asia,12.09,14.52,19.02,18.85,22.89,28.15,32.67,34.24,34.57,36.22,39.04,43.74,50.40,55.85,60.71,63.14
Western Europe,33.47,40.51,50.35,58.25,60.56,65.20,68.68,71.61,74.61,76.18,77.75,79.42,85.54,81.70,83.58,84.98
Western Sahara,,,,,,,,,,,,,,,12.73,18.24
World,15.14,16.29,20.90,24.17,28.07,30.62,34.62,35.95,35.19,37.36,40.94,45.43,49.43,53.86,58.23,61.78
Yemen,0.00,0.00,0.00,0.03,0.21,0.39,1.45,3.52,7.44,14.27,18.79,25.96,31.11,45.96,63.30,68.13
Zambia,12.19,13.04,13.89,14.53,14.92,14.83,14.99,14.92,15.64,16.46,18.15,19.97,22.52,23.45,26.98,30.27
Zimbabwe,7.61,9.83,12.26,14.76,17.47,19.72,22.79,39.26,54.07,55.02,57.91,58.93,68.84,60.26,62.48,65.47
