country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Melanesia,5.68,6.67,7.80,9.11,12.37,16.75,19.02,21.58,26.24,33.16,39.10,48.46,49.02,52.69,38.70,44.10
Mexico,3.17,5.23,8.21,12.09,16.68,20.98,26.90,31.80,34.18,35.66,38.28,43.80,49.77,54.21,71.68,77.45
Micronesia,3.82,5.78,9.12,14.13,21.88,26.11,28.53,27.43,30.54,35.10,39.15,45.77,51.93,56.90,66.29,70.17
Micronesia (Federated States of),1.31,4.40,10.70,18.88,30.17,36.94,37.91,34.96,36.94,38.66,40.21,44.70,45.89,52.07,57.02,61.44
Middle Africa,1.00,1.41,2.11,2.80,4.56,6.07,7.75,9.30,10.91,11.82,12.63,15.27,21.64,20.84,22.94,26.26
Mongolia,11.48,25.54,33.57,45.75,55.92,58.73,62.76,68.98,72.23,70.64,65.30,72.01,77.64,81.53,84.25,86.30
Montenegro,24.61,37.97,41.97,47.13,63.31,71.21,77.07,81.45,82.14,83.20,84.22,87.44,91.49,90.72,107.72,109.29
Morocco,0.19,0.53,2.06,3.35,5.76,7.34,10.29,13.68,14.60,13.30,14.15,19.78,24.61,32.11,45.49,53.47
Mozambique,0.29,0.45,0.67,1.07,1.36,2.22,3.58,4.88,4.87,5.12,6.77,9.20,10.49,13.63,12.88,14.55
Myanmar,2.57,3.70,4.81,6.03,7.18,8.40,8.55,9.10,10.48,11.68,14.22,17.88,24.22,26.21,30.68,35.45
Namibia,3.83,5.23,6.91,8.81,11.13,13.28,17.11,22.60,27.65,29.04,29.32,31.27,32.64,34.47,38.11,42.90
Nepal,1.63,2.37,3.23,4.62,6.59,9.31,12.49,16.36,20.70,24.26,28.88,37.01,44.16,52.88,61.81,68.82
Netherlands,22.67,29.83,35.83,42.16,46.81,52.64,59.13,63.02,67.23,70.09,72.20,74.63,76.04,76.99,100.57,103.11
New Caledonia,16.19,17.68,21.25,26.99,33.05,39.92,46.13,52.97,58.51,64.49,72.20,79.78,81.78,85.36,87.98,88.63
New Zealand,23.07,31.12,40.08,49.60,58.74,72.68,78.17,80.17,82.49,85.42,87.14,88.35,88.43,90.44,128.10,130.82
Nicaragua,2.39,3.65,5.49,7.33,10.35,14.19,17.88,20.48,20.65,21.40,25.05,27.66,31.65,36.48,41.32,45.93
Niger,0.02,0.05,0.10,0.18,0.34,0.59,0.96,1.17,1.37,1.47,1.34,1.71,1.73,2.41,3.63,4.97
Nigeria,2.39,3.36,5.21,6.08,7.92,10.57,16.02,22.13,25.43,28.91,33.44,37.73,47.27,45.37,48.41,51.73
Northern Africa,3.17,4.33,5.96,8.25,12.44,15.56,19.44,23.72,28.17,32.24,37.49,43.81,48.50,54.59,59.35,64.57
Northern America,62.81,68.73,73.40,78.08,82.02,83.49,83.46,83.58,83.82,83.52,83.41,85.48,86.95,88.30,89.24,89.61
Northern Europe,26.45,32.71,39.14,46.56,54.32,61.27,65.37,67.46,69.43,73.03,75.96,78.09,80.91,81.06,83.51,85.53
Norway,40.18,48.56,54.96,62.39,66.94,68.87,65.98,65.77,70.58,72.92,72.04,72.07,77.75,71.60,98.34,102.71
Occupied Palestinian Territory,3.19,6.72,11.29,18.83,27.09,29.01,32.05,35.07,37.70,38.58,41.03,51.03,56.57,65.01,89.06,94.18
Oceania,40.51,48.73,55.61,63.50,70.96,78.20,81.48,83.30,84.96,87.45,87.93,89.59,90.86,91.76,76.71,76.06
Oman,1.75,2.69,4.75,8.28,12.61,16.47,20.59,25.54,31.36,42.44,51.90,60.67,67.37,72.03,76.59,79.95
Pakistan,4.54,5.81,7.42,9.43,11.32,13.80,16.52,17.76,19.42,24.17,26.25,27.79,31.49,36.62,41.37,47.12
Panama,10.51,12.97,15.99,20.95,25.99,33.05,39.16,41.62,43.23,45.71,47.98,51.92,54.79,59.20,81.06,86.09
Papua New Guinea,,,,,,,,,,,,,,,35.24,41.07
Paraguay,6.70,7.77,9.30,11.30,13.10,15.43,18.25,21.63,24.47,29.26,34.81,38.68,44.24,49.79,55.10,59.88
Peru,15.70,19.76,22.18,28.07,35.75,43.24,49.10,53.84,58.33,62.47,66.22,70.18,75.31,81.05,100.37,103.30
Philippines,20.54,22.32,24.32,28.89,37.06,43.40,48.17,54.04,57.31,60.60,65.08,67.22,69.55,71.00,74.04,76.76
Poland,25.95,35.73,44.32,53.09,67.12,74.31,80.49,84.32,84.98,86.36,87.70,88.86,92.30,90.30,110.07,111.15
Polynesia,4.93,7.33,10.08,14.66,19.35,22.57,26.55,29.82,32.91,37.51,43.54,52.47,58.84,63.14,66.40,69.83
Portugal,5.05,5.38,6.72,9.46,12.64,17.62,22.04,25.83,31.15,40.65,49.10,55.65,63.47,66.22,91.41,96.23
Puerto Rico,28.73,35.50,39.96,47.83,57.19,64.91,69.99,73.78,76.65,77.46,78.43,81.40,83.58,85.51,107.21,106.58
Qatar,6.72,10.76,15.95,21.97,27.43,33.50,36.54,38.13,39.34,37.73,37.29,38.89,34.64,37.89,42.69,52.33
Republic of Korea,12.75,19.11,25.43,31.06,40.67,51.63,65.10,79.41,89.16,92.61,93.49,95.01,94.46,95.38,123.19,123.57
Republic of Moldova,11.41,14.80,26.22,36.13,51.10,57.09,61.85,64.08,63.68,65.63,62.69,61.89,67.96,72.45,75.94,78.78
Reunion,6.03,9.64,13.91,16.44,21.57,26.36,30.34,35.63,41.83,50.34,55.52,67.65,62.77,67.17,70.83,73.25
Romania,15.61,17.75,23.52,30.72,47.50,57.41,64.66,70.64,73.19,69.30,66.35,71.57,77.15,79.52,103.40,106.72
Russian Federation,40.09,26.12,45.46,62.72,76.70,83.10,87.52,89.78,89.90,88.25,87.07,88.77,89.82,91.09,114.29,115.12
Rwanda,0.10,0.20,0.35,0.57,0.80,1.00,1.25,2.00,3.21,4.22,5.04,6.96,9.61,11.29,13.99,17.57
Saint Lucia,4.43,6.47,8.22,12.22,16.89,22.28,27.25,30.11,34.42,44.30,56.46,62.94,66.00,72.34,99.32,103.62
Saint Vincent and the Grenadines,4.96,7.28,9.53,12.73,15.91,19.55,23.19,23.00,26.47,32.59,36.45,43.58,50.69,56.98,62.16,66.25
Samoa,3.28,4.31,6.08,9.73,12.35,12.03,14.12,14.54,16.12,22.30,26.79,32.53,40.86,47.64,52.24,56.08
Sao Tome and Principe,0.04,0.11,0.34,0.90,1.40,5.05,6.79,7.79,6.86,5.08,7.28,7.43,11.98,17.17,22.22,27.40
Saudi Arabia,2.28,4.49,7.92,12.67,19.18,27.27,29.35,34.43,38.78,41.74,44.74,55.94,63.80,72.38,90.32,94.49
Senegal,0.42,0.74,1.22,1.86,2.87,3.55,3.63,3.89,4.50,4.59,4.60,6.07,11.62,9.96,12.63,15.81
Serbia,22.79,28.69,35.35,44.03,56.77,61.66,70.39,77.06,78.71,80.42,82.63,86.30,89.79,90.28,93.39,93.98
Seychelles,,,,,,,,,,,,,,,70.64,73.12
Sierra Leone,0.49,0.74,1.11,1.65,2.41,4.62,4.92,5.93,6.44,5.77,6.69,9.50,13.63,25.34,20.55,25.55
Singapore,7.87,12.80,18.99,27.33,37.78,47.05,55.68,65.01,76.41,85.30,90.06,92.90,94.67,95.53,96.16,95.49
Slovakia,30.48,42.64,53.45,65.22,76.36,77.95,82.94,87.04,88.85,89.92,89.91,90.63,92.26,91.83,109.33,110.89
Slovenia,19.49,28.09,37.51,46.58,55.09,63.04,68.29,75.68,78.39,81.15,85.66,87.25,91.90,89.58,104.03,105.99
Solomon Islands,1.67,1.90,2.41,3.63,5.50,7.56,8.81,9.71,12.91,13.09,16.94,25.71,25.99,29.66,35.26,41.01
Somalia,1.06,1.57,2.23,3.12,4.00,5.42,6.72,8.06,9.23,7.53,8.07,6.23,7.17,9.46,12.35,15.92
South Africa,11.35,14.51,15.64,17.61,18.32,19.57,23.09,26.72,33.65,39.76,42.73,46.93,53.64,54.45,66.47,71.50
South America,8.32,10.23,12.75,16.35,21.13,26.07,30.34,33.67,36.80,40.81,45.92,51.00,55.63,60.73,65.07,68.94
