country,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Macao Special Administrative Region of China,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.31,0.89,2.28,5.18,10.28,17.99,28.16,52.95,62.45,70.24,78.57,84.04,88.86,89.78,91.20,91.26
Madagascar,0.00,0.00,0.00,0.01,0.01,0.03,0.05,0.09,0.15,0.25,0.40,0.61,0.90,1.29,1.82,2.50,3.39,4.10,5.14,6.19,7.48,8.95,10.71,13.74,14.79,12.86,15.08,10.56,16.04,23.15
Malawi,0.01,0.01,0.01,0.02,0.04,0.06,0.08,0.12,0.17,0.26,0.37,0.53,0.75,1.06,1.74,2.18,2.53,3.06,4.17,6.14,8.83,11.55,14.30,17.17,20.08,23.45,28.87,34.42,39.79,44.42
Malaysia,0.07,0.12,0.21,0.34,0.51,0.71,0.95,1.25,1.60,2.13,2.84,3.79,4.93,6.23,1.49,2.60,5.30,6.93,9.59,16.03,21.98,42.96,53.59,69.80,79.23,84.34,86.88,91.57,93.47,96.61
Maldives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.10,0.25,0.59,1.29,3.04,3.70,6.55,12.24,20.77,39.27,68.09,84.22,91.70
Mali,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.04,0.05,0.07,0.10,0.14,0.20,0.30,0.47,0.67,1.03,1.70,2.57,3.14,3.81,3.84,4.15,6.32,8.26,12.73,18.25
Malta,27.78,30.32,32.49,34.26,35.53,36.33,36.63,36.47,35.83,34.71,33.17,31.17,28.80,26.18,25.59,21.32,21.06,22.86,27.73,34.96,40.17,49.04,78.35,99.51,99.73,99.57,99.59,99.67,99.76,99.81
Martinique,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.35,1.49,5.04,13.31,34.31,44.04,53.31,61.01,69.40,76.41,81.95,87.41,89.44,93.22,91.82,93.29
Mauritius,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.10,0.20,0.41,0.76,1.41,2.43,3.94,5.83,7.88,10.21,13.84,22.39,31.73,42.31,46.13,50.47,56.22,68.44,74.46,84.38
Melanesia,0.06,0.24,0.28,0.30,0.32,0.35,0.53,0.76,1.04,1.68,2.49,3.36,4.36,5.37,6.17,7.27,8.96,10.93,13.20,18.38,24.88,33.00,44.43,53.11,57.12,58.71,63.87,69.81,71.06,73.65
Mexico,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.17,0.33,0.63,1.17,2.10,3.57,5.88,9.23,13.78,19.61,26.32,32.90,42.48,52.95,62.65,69.22,72.54,77.86,83.66,87.33
Micronesia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.06,0.11,0.22,0.42,0.87,1.92,4.47,10.37,20.52,32.72,45.78,56.28,60.39,63.74,70.70,75.24,79.35,83.15,85.30
Micronesia (Federated States of),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.87,3.87,12.53,28.58,47.45,65.56,76.25,78.97,80.48,82.53,84.45,84.38,80.70,83.53
Middle Africa,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.04,0.06,0.09,0.14,0.19,0.29,0.44,0.69,1.12,2.01,2.89,5.85,9.31,12.98,16.46,19.89,24.96,25.99,30.19,30.54,39.96
Mongolia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.24,0.75,2.00,4.64,9.42,16.85,27.84,38.42,54.08,69.54,78.01,85.67,91.26,94.42,95.09,90.59,91.66,92.36,93.43
Montenegro,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.35,1.45,4.91,12.88,25.01,39.74,49.28,56.88,77.18,87.11,91.63,95.22,96.95,97.42,97.17,97.17,97.43,96.30
Morocco,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.22,1.14,2.56,5.57,8.31,11.63,16.17,20.51,22.28,25.77,34.19,37.73,49.16
Mozambique,0.02,0.03,0.04,0.05,0.07,0.10,0.13,0.17,0.21,0.26,0.32,0.38,0.46,0.54,0.62,0.71,0.80,0.90,0.99,1.20,1.18,1.85,3.48,4.94,5.64,6.98,9.57,13.25,16.92,21.11
Myanmar,0.01,0.02,0.03,0.04,0.07,0.10,0.13,0.18,0.24,0.34,0.44,0.59,0.76,0.99,1.28,1.66,2.39,3.12,4.76,7.42,10.04,12.51,14.93,16.58,19.30,22.21,24.79,30.65,35.87,43.17
Namibia,0.00,0.01,0.01,0.03,0.05,0.08,0.14,0.21,0.33,0.49,0.73,1.09,1.59,2.29,3.24,4.46,5.99,7.80,9.81,11.34,15.48,17.81,24.80,35.22,48.11,54.16,55.02,58.99,64.41,65.16
Nepal,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.07,0.10,0.14,0.19,0.25,0.35,0.51,0.75,1.08,1.53,2.32,3.82,5.69,8.50,13.03,19.24,27.34,39.22,50.22,61.35
Netherlands,0.09,0.17,0.32,0.58,1.02,1.79,3.06,5.08,8.14,12.46,18.11,24.82,32.10,39.40,46.44,53.20,59.63,65.00,71.10,74.33,79.86,83.26,87.72,90.97,92.42,93.21,94.57,95.57,96.07,96.07
New Caledonia,0.22,0.36,0.56,0.86,1.32,1.98,2.92,4.18,5.85,7.92,10.42,13.24,16.46,20.12,22.34,24.88,26.62,28.37,31.74,37.67,45.93,55.29,65.35,76.09,85.58,92.03,95.24,97.48,98.29,98.68
New Zealand,0.12,0.17,0.26,0.40,0.59,0.89,1.31,1.95,2.90,4.26,6.24,9.00,12.79,18.01,25.11,34.21,44.75,55.63,65.76,74.43,80.97,85.63,90.50,92.38,93.76,94.86,95.53,96.12,95.93,97.06
Nicaragua,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.05,0.07,0.11,0.17,0.26,0.41,0.63,1.02,1.66,2.70,4.22,6.54,8.80,12.80,18.60,24.48,30.33,33.59,34.72,39.95,42.28,48.45,55.08
Niger,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.20,0.32,0.47,0.89,1.70,2.43,2.69,3.70,4.44,6.06
Nigeria,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.08,0.17,0.36,0.72,1.43,3.32,4.25,5.44,8.58,13.54,19.95,25.20,30.25,35.25,40.74,47.52,51.24
Northern Africa,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.08,0.11,0.16,0.26,0.40,0.63,0.90,1.27,1.75,2.63,4.00,5.87,10.06,14.20,19.10,25.39,33.31,40.03,47.63,55.86,60.70,65.57
Northern America,5.86,8.01,10.72,13.94,17.56,21.67,26.27,31.26,36.90,42.85,49.16,55.68,62.08,68.36,74.41,79.73,84.06,86.41,89.16,91.96,93.78,94.77,95.35,95.60,95.69,95.68,96.02,97.23,97.85,98.54
Northern Europe,41.14,57.99,67.97,72.57,76.52,76.76,77.80,78.72,78.56,78.64,78.55,78.80,79.37,80.25,81.54,83.41,84.73,86.91,90.43,93.24,95.32,96.95,98.53,99.00,99.14,99.19,99.19,99.53,99.46,99.74
Norway,99.46,99.49,99.51,99.53,99.54,99.54,99.55,99.55,99.54,99.54,99.52,99.50,99.47,99.44,99.41,99.38,99.34,99.31,99.24,99.21,99.19,99.01,99.06,99.00,98.99,98.84,98.86,99.45,99.36,99.87
Occupied Palestinian Territory,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.07,0.15,0.30,0.58,1.10,2.16,3.67,6.65,14.12,28.70,42.53,48.79,56.98,64.46,70.84,78.49,86.56,92.12,95.22
Oceania,0.08,0.09,0.15,0.26,0.47,0.83,1.42,2.41,3.94,6.25,9.37,13.50,18.69,25.30,33.29,42.56,51.62,60.12,66.93,74.81,81.69,86.88,90.18,92.15,93.29,94.30,94.54,95.51,96.08,96.71
Oman,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.08,0.13,0.21,0.37,0.62,1.04,1.56,2.34,3.45,5.23,8.01,12.15,18.29,27.09,38.75,54.12,64.08,76.58,84.12,88.79
Pakistan,0.01,0.02,0.04,0.05,0.07,0.10,0.15,0.19,0.26,0.33,0.46,0.60,0.80,1.05,1.36,1.80,2.39,3.22,4.32,5.50,7.19,9.54,12.75,15.68,17.70,21.70,26.59,31.20,35.89,41.28
Panama,0.42,0.61,0.85,1.17,1.59,2.10,2.73,3.47,4.31,5.24,6.26,7.37,8.63,10.30,12.93,15.88,19.75,23.43,26.73,33.28,40.17,48.83,57.35,62.38,63.93,66.19,69.32,73.66,76.17,80.91
Paraguay,0.34,0.45,0.61,0.79,0.98,1.20,1.42,1.71,2.06,2.43,2.86,3.38,4.14,4.78,6.00,7.51,9.25,10.58,12.86,15.99,19.01,22.74,26.79,31.38,35.65,41.90,48.23,54.53,60.38,65.89
Peru,0.73,0.92,1.17,1.46,1.81,2.22,2.69,3.25,3.92,4.69,5.56,6.55,7.70,9.07,10.68,12.63,15.16,18.84,20.59,25.80,34.00,42.51,49.52,55.96,60.85,65.37,70.14,74.65,80.61,85.51
Philippines,0.00,0.00,0.02,0.02,0.05,0.09,0.18,0.33,0.60,1.05,1.80,2.91,4.44,6.48,9.26,15.22,19.55,22.29,24.24,29.05,38.23,46.46,51.73,59.32,64.22,68.45,74.55,76.96,80.22,81.20
Poland,1.70,2.46,3.50,4.98,7.03,9.81,13.52,18.34,24.41,31.69,39.98,48.89,57.80,66.22,73.95,81.00,87.40,90.81,96.45,98.52,99.33,99.62,99.71,99.73,99.74,99.76,99.73,99.62,98.82,99.24
Polynesia,0.07,0.23,0.26,0.41,0.64,0.92,1.26,1.64,2.06,2.54,3.42,4.30,5.42,6.99,9.42,12.34,14.91,19.73,24.85,32.32,41.92,50.65,61.25,69.33,78.12,84.64,84.94,91.71,95.37,97.26
Portugal,0.00,0.01,0.01,0.02,0.03,0.06,0.11,0.18,0.28,0.46,0.73,1.14,1.75,2.75,6.49,7.03,7.51,8.45,10.30,15.07,22.28,31.30,41.31,50.98,59.32,69.80,80.46,86.04,90.89,93.18
Puerto Rico,0.03,0.05,0.12,0.20,0.37,0.64,1.06,1.76,2.82,4.34,6.41,9.10,12.52,17.01,22.94,30.43,39.26,46.89,56.14,64.03,74.41,83.80,87.45,90.94,93.92,93.74,95.14,96.07,96.68,97.12
Qatar,0.00,0.00,0.01,0.01,0.02,0.04,0.05,0.09,0.15,0.27,0.45,0.73,1.18,1.90,3.06,4.96,8.02,12.58,18.77,26.31,34.54,37.09,47.76,57.31,64.18,64.44,68.38,73.50,76.97,81.85
Republic of Korea,0.00,0.00,0.01,0.01,0.02,0.04,0.07,0.12,0.20,0.34,0.57,0.96,1.59,2.64,4.33,7.11,11.52,15.01,22.69,35.68,53.24,70.06,83.65,93.11,98.03,99.31,99.52,99.70,98.92,99.88
Republic of Moldova,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,3.29,21.82,27.65,52.09,67.54,88.74,95.23,97.38,97.85,98.01,98.11,97.46,97.35,97.82,98.06
Reunion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.07,0.18,0.47,1.12,2.46,4.96,8.99,14.60,21.50,24.17,33.02,40.24,46.13,56.83,64.31,74.35,80.40,87.54,88.13,91.58
Romania,0.02,0.06,0.11,0.21,0.43,0.84,1.57,2.88,5.06,8.38,12.81,17.97,23.33,28.34,33.23,38.49,44.62,44.66,51.79,62.21,81.68,91.38,94.11,95.98,96.96,96.33,94.44,96.05,95.07,97.93
Russian Federation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.29,0.96,2.91,8.08,19.89,41.31,67.44,47.19,71.21,86.96,95.74,98.15,98.84,99.12,99.13,99.08,98.96,98.95,98.58,98.89
Rwanda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.07,0.12,0.20,0.34,0.55,0.80,1.13,1.24,2.13,3.72,5.36,7.47,11.47,16.30,21.50
Saint Lucia,0.01,0.02,0.03,0.06,0.10,0.15,0.22,0.32,0.46,0.66,0.96,1.36,1.89,2.57,3.48,4.70,6.29,9.07,11.33,16.67,22.05,30.82,43.32,48.91,52.79,63.96,76.91,82.04,83.14,88.26
Saint Vincent and the Grenadines,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.17,0.42,0.95,1.92,3.44,5.64,8.57,11.59,15.85,21.23,29.30,37.23,40.75,49.28,57.30,63.59,72.09,78.13,82.67
Samoa,0.03,0.05,0.07,0.11,0.16,0.23,0.33,0.46,0.64,0.87,1.20,1.64,2.26,3.16,4.43,6.13,7.97,10.46,15.04,22.08,30.20,39.77,54.83,65.18,69.36,79.00,72.43,84.28,92.38,96.44
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.15,0.34,0.75,1.46,1.47,2.74,4.57,6.76,9.06,10.82,12.18,17.67,16.33,29.00,40.00
Saudi Arabia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.12,0.25,0.59,1.32,2.83,5.73,11.91,19.15,27.83,41.49,53.06,56.38,64.58,73.46,77.24,85.92
Senegal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.09,0.18,0.35,0.69,1.27,2.32,4.40,6.03,6.73,7.79,8.93,8.80,9.63,13.66,18.18,24.56
Serbia,0.86,1.25,1.78,2.49,3.41,4.59,6.06,7.86,9.97,12.38,14.96,17.57,19.97,21.92,24.54,24.14,25.14,30.35,42.76,58.08,79.24,86.06,91.32,95.93,97.25,97.54,97.37,98.11,97.49,98.00
Sierra Leone,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.05,0.10,0.15,0.23,0.36,0.53,0.82,1.23,1.82,2.67,4.81,5.52,7.23,8.43,9.16,9.63,12.07,23.05,36.37
Singapore,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.17,0.37,0.86,1.90,3.99,7.72,13.68,22.15,32.89,48.10,60.90,70.45,80.34,88.54,93.61,96.59,97.89,98.70,99.20
Slovakia,40.33,44.95,49.66,54.38,59.01,63.48,67.71,71.66,75.27,78.54,81.43,83.96,86.14,87.96,89.55,99.71,99.82,99.83,99.86,99.90,99.92,99.89,99.90,99.89,99.88,99.89,99.87,99.94,99.90,99.99
Slovenia,0.11,0.17,0.28,0.45,0.72,1.15,1.84,2.92,4.57,7.10,10.85,16.20,23.42,32.56,43.29,54.74,65.83,75.49,83.10,88.66,92.53,95.64,96.43,98.23,99.09,99.28,99.47,99.51,99.19,99.56
Solomon Islands,0.00,0.00,0.01,0.02,0.04,0.07,0.12,0.18,0.28,0.39,0.54,0.72,0.91,1.06,1.12,0.63,1.31,0.71,1.28,2.82,5.07,6.79,8.74,12.14,19.57,20.92,27.82,39.01,42.69,49.92
Somalia,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.05,0.07,0.10,0.15,0.20,0.30,0.42,0.63,0.93,1.34,1.88,2.41,3.10,4.69,6.90,10.23,10.90,11.97,8.08,10.79,14.29
South Africa,0.19,0.27,0.39,0.55,0.77,1.05,1.41,1.86,2.46,3.22,4.20,5.44,6.98,8.95,11.39,14.37,17.99,22.36,25.67,29.65,31.91,35.59,43.56,52.50,63.75,73.82,81.17,84.54,88.73,89.34
South America,0.77,0.64,0.73,0.99,1.32,1.65,2.07,2.61,3.31,4.15,5.06,6.05,7.17,8.44,10.57,12.72,14.56,17.01,20.47,25.42,32.33,40.20,47.38,52.75,57.16,62.14,68.06,73.84,78.49,83.16
South Sudan,0.01,0.01,0.02,0.03,0.05,0.07,0.10,0.14,0.18,0.24,0.31,0.39,0.49,0.60,0.71,0.84,0.98,0.95,1.22,1.51,1.57,2.11,3.46,5.31,6.10,6.14,8.11,10.25,12.97,16.66
South-Eastern Asia,0.00,0.01,0.02,0.04,0.06,0.08,0.13,0.14,0.21,0.28,0.42,0.62,1.03,1.53,2.07,3.47,4.46,6.12,8.78,13.13,19.59,26.41,31.56,37.67,44.67,51.46,59.12,63.92,71.36,76.61
Southern Africa,0.14,0.22,0.34,0.49,0.68,0.90,1.20,1.58,2.09,2.75,3.64,4.73,6.18,7.98,10.17,12.77,15.99,19.90,22.91,27.09,29.65,33.18,40.83,49.74,60.91,69.77,76.08,80.72,85.49,86.15
Southern Asia,0.07,0.10,0.21,0.32,0.42,0.33,0.29,0.32,0.34,0.46,0.57,0.78,1.03,1.38,1.83,2.54,3.38,4.56,6.34,7.97,10.68,14.58,18.37,21.65,25.07,29.57,35.92,44.83,51.00,60.42
Southern Europe,0.56,1.13,1.98,2.81,3.53,4.20,4.71,5.23,6.09,6.90,8.27,9.15,10.85,12.45,16.80,18.89,21.60,26.30,33.33,41.71,54.76,68.85,79.20,85.96,89.82,92.24,93.89,94.92,94.77,95.70
Spain,0.00,0.00,0.00,0.01,0.02,0.06,0.10,0.20,0.41,0.77,1.43,2.53,4.32,7.11,18.21,17.65,19.12,23.18,30.91,43.09,56.48,69.41,78.86,84.39,88.29,91.12,92.75,92.01,90.15,90.14
Sri Lanka,2.03,2.64,3.33,4.12,4.96,5.81,6.69,7.63,8.60,9.64,10.72,11.91,13.17,14.46,15.44,16.73,18.40,23.66,31.56,38.98,47.71,53.07,58.03,62.89,70.04,77.27,83.28,87.21,90.73,93.29
Sudan,0.01,0.02,0.02,0.04,0.05,0.06,0.10,0.13,0.17,0.23,0.30,0.41,0.56,0.72,0.98,1.31,1.44,1.97,2.62,3.47,4.94,7.60,11.88,17.00,21.89,26.47,29.99,33.61,33.69,37.25
Suriname,0.01,0.02,0.03,0.04,0.07,0.12,0.19,0.30,0.49,0.76,1.20,1.87,2.87,4.32,6.38,9.24,13.06,17.47,23.89,30.16,35.30,46.27,56.37,62.08,67.57,69.57,72.53,76.79,81.10,83.70
Swaziland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.14,0.32,0.76,1.66,3.44,5.86,12.10,17.32,25.08,34.10,40.39,45.64,45.70,44.48,43.88,44.00
Sweden,0.05,0.07,0.12,0.18,0.28,0.44,0.70,1.06,1.67,2.62,4.09,6.35,9.72,14.76,22.25,32.41,44.56,58.59,68.58,79.20,88.18,94.95,97.04,97.00,97.19,96.96,96.88,98.18,97.86,99.40
Switzerland,0.79,1.24,1.90,2.87,4.25,6.17,8.74,12.09,16.33,21.45,27.43,34.10,41.22,48.69,56.45,64.13,71.19,76.96,81.87,86.42,88.62,89.90,91.40,92.02,92.69,92.86,94.77,96.11,97.24,97.77
Syrian Arab Republic,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.06,0.10,0.17,0.28,0.45,0.73,1.20,1.91,3.02,4.65,6.75,9.88,13.69,18.95,23.93,28.12,32.08,31.66,36.56,41.49,46.61
Taiwan Province of China,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.13,0.32,0.72,1.50,2.90,5.10,8.29,13.59,16.27,26.45,39.52,53.64,77.53,90.75,96.60,98.00,98.25,98.93,99.52,99.60
Tajikistan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.07,0.26,0.83,2.51,6.67,15.20,29.23,47.30,65.33,78.97,88.27,94.01,95.85,96.62,96.75,96.86,96.40,96.90,94.91,96.18
Thailand,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.09,0.16,0.27,0.47,0.80,1.25,1.83,2.53,3.36,4.38,5.62,7.29,9.63,14.87,19.56,27.79,35.73,42.65,54.42,69.86,80.29,84.49,92.13
The former Yugoslav Republic of Macedonia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.23,0.76,2.28,5.94,13.01,24.14,36.46,52.14,63.75,74.48,82.22,85.81,88.27,90.45,93.41,94.59,94.82
Timor-Leste,0.17,0.27,0.39,0.54,0.73,0.94,1.17,1.39,1.60,1.78,1.91,1.98,1.98,1.92,1.80,1.67,1.61,1.24,1.58,1.42,1.69,4.56,6.95,11.73,22.56,35.71,40.68,50.44,60.85,67.96
Togo,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.04,0.06,0.09,0.12,0.17,0.25,0.36,0.57,1.39,1.75,2.67,4.11,5.72,6.52,7.10,7.47,8.43,13.65,14.69,27.36
Tonga,0.17,0.29,0.48,0.78,1.24,1.87,2.75,3.89,5.34,7.10,9.20,11.63,14.39,17.49,20.91,24.64,28.70,32.20,36.79,41.44,46.56,53.06,61.32,66.33,83.55,89.24,92.32,93.69,95.52,97.20
Trinidad and Tobago,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.08,0.16,0.36,0.74,1.45,2.70,4.74,7.93,12.49,18.39,25.94,32.96,42.39,50.44,56.07,65.96,77.18,84.66,87.44,93.60,95.31,98.07
Tunisia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.17,0.74,1.41,3.57,7.97,12.74,15.54,20.50,28.14,36.01,46.58,69.86,89.57,93.28
Turkey,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.07,0.14,0.28,0.51,0.91,1.59,2.66,4.27,6.76,9.57,13.14,18.50,26.24,34.99,45.81,52.82,58.38,65.54,87.91,90.12
Turkmenistan,0.00,0.00,0.01,0.03,0.07,0.17,0.41,0.90,1.85,3.61,6.56,11.09,17.49,25.74,35.41,45.61,58.03,61.68,77.16,85.68,93.22,95.94,97.45,98.27,99.10,98.87,99.24,99.70,99.86,99.95
Uganda,0.00,0.00,0.01,0.01,0.02,0.03,0.05,0.08,0.12,0.19,0.29,0.46,0.71,1.02,1.34,1.59,1.79,1.24,1.65,2.16,2.90,4.06,5.81,6.78,8.65,10.18,14.11,18.92,26.69,29.36
Ukraine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.60,5.34,23.33,47.57,74.97,89.22,97.81,99.54,99.72,99.74,99.74,99.81,99.68,99.64,99.86,99.95
United Arab Emirates,0.10,0.14,0.19,0.27,0.36,0.49,0.64,0.84,1.09,1.40,1.81,2.32,2.99,3.88,5.03,6.61,9.09,9.95,16.53,29.16,45.84,56.41,62.84,68.81,73.73,76.66,81.14,80.92,89.35,89.72
United Kingdom of Great Britain and Northern Ireland,98.92,98.92,98.93,98.93,98.93,98.93,98.94,98.95,98.95,98.96,98.97,98.98,99.00,99.02,99.05,99.08,99.13,99.20,99.23,99.31,99.41,99.52,99.57,99.62,99.65,99.71,99.78,99.90,99.79,99.96
United Republic of Tanzania,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.48,0.58,0.80,0.93,1.31,2.14,3.76,5.06,6.30,6.89,8.23,10.22,14.49,19.81,26.52
United States of America,5.92,8.06,10.64,13.62,16.94,20.62,24.70,29.37,34.64,40.51,46.88,53.59,60.30,66.95,73.42,79.21,83.96,87.16,89.85,92.45,94.06,94.91,95.42,95.60,95.59,95.51,95.86,97.07,97.69,98.44
Uruguay,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.13,0.31,0.64,1.27,2.36,4.12,6.90,10.95,16.30,22.72,29.96,37.18,43.49,52.74,58.78,58.66,62.84,69.42,69.02,72.03,75.23,77.36
Vanuatu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.11,0.20,0.41,0.81,1.54,2.80,4.75,7.26,11.21,14.68,16.74,21.52,25.09,27.98,33.42,38.92,42.86,49.82
Venezuela (Bolivarian Republic of),0.00,0.01,0.01,0.02,0.05,0.09,0.20,0.35,0.66,1.20,2.09,3.50,5.41,7.54,9.91,10.92,14.71,18.67,25.10,34.23,43.19,51.94,59.65,66.79,73.97,78.58,82.64,86.08,89.39,90.94
Viet Nam,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.06,0.10,0.18,0.35,0.67,1.08,2.07,3.70,7.32,16.30,29.20,38.17,45.15,49.28,49.27,49.01,59.14,57.78,72.62,82.26
Western Africa,0.06,0.08,0.08,0.07,0.04,0.03,0.05,0.05,0.05,0.05,0.08,0.11,0.18,0.26,0.42,0.67,1.11,1.85,3.09,4.15,5.69,8.90,12.26,16.29,18.90,21.93,25.75,30.23,34.89,39.49
Western Asia,0.00,0.01,0.03,0.05,0.10,0.20,0.31,0.42,0.64,0.93,1.57,2.45,3.79,5.85,6.92,10.12,15.22,17.27,21.81,20.67,25.47,31.75,39.29,44.41,48.15,50.30,52.82,57.68,66.28,71.43
Western Europe,7.53,9.14,10.99,13.35,16.00,21.17,26.08,30.76,35.57,40.71,45.17,49.57,54.21,58.39,65.19,65.97,68.34,69.82,77.25,81.46,81.21,85.02,88.82,91.96,93.42,93.65,94.89,96.13,96.54,97.56
World,5.35,5.80,8.16,9.25,10.19,11.03,12.04,12.41,12.68,13.94,15.23,16.63,18.21,19.77,19.91,23.60,26.06,25.46,30.68,34.22,39.06,43.29,48.96,53.68,56.25,59.18,61.36,65.63,69.44,72.63
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.23,0.90,2.06,3.65,8.00,11.53,27.64
Zambia,0.04,0.06,0.09,0.13,0.18,0.26,0.37,0.53,0.74,1.02,1.42,1.95,2.66,3.56,4.71,6.11,7.81,9.77,11.97,14.33,16.73,18.71,21.61,23.84,26.35,29.43,32.74,36.76,40.24,44.53
Zimbabwe,0.06,0.10,0.17,0.25,0.37,0.53,0.73,1.01,1.38,1.88,2.57,3.53,4.87,6.65,8.90,11.60,14.76,18.10,21.44,24.52,27.09,29.03,31.14,43.46,61.12,65.89,68.66,69.83,73.59,71.74
