country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Latin America and the Caribbean,5.810,5.855,5.829,5.482,4.980,4.465,3.967,3.502,3.110,2.790,2.490,2.275,2.144,2.005,1.865,1.814
Latvia,1.997,1.917,1.901,1.840,2.006,1.902,2.009,2.140,1.704,1.178,1.268,1.483,1.464,1.670,1.636,1.539
Lebanon,5.804,5.809,5.785,5.473,4.927,4.315,3.879,3.462,3.081,2.665,2.398,2.127,2.162,2.163,2.067,1.971
Lesotho,5.750,5.806,5.800,5.759,5.769,5.877,5.610,5.152,4.502,3.959,3.629,3.407,3.299,3.185,3.026,2.798
Liberia,6.083,6.274,6.496,6.639,6.612,6.836,6.796,6.569,6.285,6.070,5.671,5.402,4.856,4.395,4.021,3.616
Libyan Arab Jamahiriya,,,,,,,,,,,,,,,2.507,2.365
Lithuania,2.809,2.678,2.477,2.297,2.317,2.122,2.023,2.067,1.863,1.485,1.288,1.386,1.572,1.653,1.565,1.660
Luxembourg,2.110,2.210,2.309,2.226,1.765,1.500,1.479,1.454,1.658,1.724,1.665,1.617,1.555,1.400,1.372,1.395
Macao Special Administrative Region of China,5.488,4.944,4.550,3.085,1.876,1.580,1.946,1.947,1.569,1.165,0.829,0.911,1.153,1.135,0.882,0.915
Madagascar,7.300,7.300,7.303,7.301,7.215,6.966,6.561,6.268,6.079,5.772,5.251,4.990,4.487,4.095,3.769,3.412
Malawi,6.812,6.912,7.083,7.211,7.346,7.457,7.483,7.118,6.653,6.275,5.972,5.709,4.939,4.239,4.056,3.695
Malaysia,6.389,6.451,6.252,5.463,4.822,4.309,3.962,3.596,3.371,3.194,2.643,2.257,2.116,1.932,1.641,1.580
Maldives,6.253,6.523,6.896,7.155,7.277,7.161,7.147,6.742,5.390,3.608,2.454,2.297,2.192,1.854,1.695,1.612
Mali,6.952,6.955,7.021,7.126,7.203,7.276,7.272,7.247,7.170,6.925,6.814,6.662,6.516,6.248,5.844,5.343
Malta,4.163,4.023,3.398,2.237,2.067,2.120,1.993,2.000,1.980,1.851,1.500,1.386,1.398,1.283,1.134,1.196
Martinique,5.699,5.718,5.497,5.051,4.042,2.654,2.157,2.110,2.050,1.920,1.934,2.014,1.988,1.941,1.938,2.030
Mauritania,,,,,,,,,,,,,,,4.307,3.916
Mauritius,5.919,5.956,6.049,4.855,3.611,3.054,2.517,2.069,2.298,2.044,1.940,1.730,1.495,1.400,1.408,1.429
Mayotte,,,,,,,,,,,,,,,4.891,4.817
Melanesia,5.913,6.055,6.155,6.105,5.917,5.636,5.293,4.995,4.701,4.413,4.179,3.914,3.651,3.386,3.097,2.827
Mexico,6.729,6.748,6.798,6.744,6.298,5.412,4.460,3.812,3.291,2.886,2.625,2.425,2.286,2.035,1.970,1.908
Micronesia,6.182,6.408,6.385,6.004,5.504,4.931,4.452,4.052,3.823,3.574,3.154,3.249,3.186,2.962,2.877,2.702
Micronesia (Federated States of),6.609,6.649,6.706,6.815,6.874,6.493,6.004,5.313,4.828,4.539,3.976,3.427,3.133,2.889,2.756,2.640
Middle Africa,5.855,5.981,6.164,6.356,6.517,6.601,6.674,6.750,6.637,6.517,6.374,6.255,6.103,5.843,5.540,5.067
Mongolia,5.673,6.381,7.181,7.512,7.384,6.812,5.852,4.857,3.554,2.508,2.130,2.287,2.749,2.943,2.900,2.840
Montenegro,4.494,3.927,3.412,2.938,2.595,2.296,2.168,2.010,1.974,1.957,1.866,1.816,1.713,1.765,1.838,1.683
Morocco,6.583,6.883,7.034,6.834,6.531,6.017,5.489,4.542,3.768,3.110,2.682,2.561,2.587,2.446,2.341,2.198
Mozambique,6.054,6.182,6.430,6.628,6.724,6.637,6.433,6.332,6.093,5.865,5.745,5.575,5.421,4.922,4.525,4.074
Myanmar,5.956,5.982,5.988,5.912,5.580,5.116,4.667,3.924,3.366,2.966,2.735,2.471,2.286,2.229,2.097,1.977
Namibia,5.836,6.053,6.331,6.509,6.553,6.437,6.082,5.669,5.035,4.211,3.743,3.569,3.651,3.511,3.255,2.945
Nepal,6.028,6.011,6.059,5.978,5.786,5.727,5.582,5.365,5.060,4.418,3.613,2.856,2.393,2.157,2.099,1.942
Netherlands,3.075,3.088,3.170,2.836,2.153,1.609,1.522,1.546,1.593,1.586,1.726,1.741,1.731,1.621,1.548,1.571
New Caledonia,5.166,5.302,5.347,5.194,5.009,4.069,3.438,3.157,2.965,2.597,2.349,2.198,2.173,2.092,1.967,1.889
New Zealand,3.649,4.035,4.115,3.385,2.937,2.208,1.969,2.029,2.070,1.952,1.947,2.090,2.055,1.868,1.608,1.611
Nicaragua,7.107,7.147,7.123,6.947,6.702,6.293,5.727,5.068,4.267,3.485,2.952,2.693,2.551,2.429,2.328,2.186
Niger,7.557,7.541,7.502,7.488,7.525,7.616,7.858,7.873,7.795,7.762,7.677,7.561,7.392,7.084,6.781,6.376
Nigeria,6.403,6.395,6.357,6.402,6.583,6.850,6.788,6.534,6.390,6.156,6.120,6.069,5.826,5.510,5.171,4.846
Northern Africa,6.910,6.918,6.936,6.792,6.525,6.232,5.794,5.104,4.311,3.601,3.222,3.144,3.313,3.255,3.095,2.894
Northern America,3.219,3.577,3.407,2.592,2.085,1.772,1.799,1.874,2.005,1.944,1.986,2.026,1.858,1.741,1.600,1.626
Northern Europe,2.363,2.507,2.757,2.591,2.177,1.829,1.817,1.824,1.815,1.687,1.667,1.831,1.849,1.720,1.561,1.588
Norway,2.576,2.839,2.920,2.820,2.352,1.827,1.690,1.774,1.893,1.858,1.806,1.915,1.841,1.632,1.466,1.527
Occupied Palestinian Territory,7.834,7.811,7.785,7.731,7.585,7.383,7.119,6.878,6.594,5.853,5.181,4.618,4.187,3.828,3.506,3.206
