country,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Malawi,0.38,0.38,0.53,0.72,0.94,1.22,1.58,2.01,2.57,3.24,4.05,5.03,6.20,7.49,10.08,11.24,12.10,14.59,18.57,23.70,28.39,32.44,37.09,40.28,42.76,47.26,53.86,59.38,61.39,69.80
Malaysia,0.10,0.22,0.50,1.03,1.94,3.28,5.16,7.48,9.55,12.26,15.00,18.08,18.91,19.96,5.05,8.89,16.76,22.67,31.25,44.52,56.96,74.36,80.02,86.11,89.06,90.72,91.66,94.47,95.15,97.62
Maldives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.09,0.22,0.51,1.18,2.60,5.42,10.38,20.40,27.77,40.01,62.28,79.28,90.47,95.02,96.72,97.34
Mali,0.10,0.12,0.16,0.21,0.25,0.30,0.36,0.45,0.53,0.61,0.74,0.87,1.04,1.25,1.49,1.78,2.20,2.83,3.37,4.26,6.31,9.84,11.68,12.72,12.76,12.71,16.60,19.03,26.75,32.68
Malta,82.53,82.67,82.73,82.76,82.74,82.64,82.52,82.36,82.17,81.94,81.68,81.42,81.09,80.76,80.09,80.12,81.75,86.94,94.15,98.56,99.76,99.92,99.97,99.99,100.00,100.00,100.00,100.00,100.00,100.00
Martinique,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.22,0.83,2.78,7.81,17.91,33.46,51.95,75.24,80.93,85.64,89.31,92.00,94.06,95.72,97.10,98.09,98.50,98.59,99.35
Mauritius,0.01,0.02,0.00,0.03,0.05,0.11,0.21,0.40,0.73,1.30,2.24,3.69,5.87,8.92,13.04,18.22,24.28,31.16,38.61,46.08,53.32,59.29,66.63,71.75,73.50,75.16,77.24,86.40,87.68,95.70
Melanesia,0.51,1.95,1.67,1.51,1.53,1.76,2.43,3.34,4.50,6.62,9.30,12.42,16.24,20.16,24.31,28.80,34.72,41.49,47.16,57.49,68.05,74.83,80.64,84.08,85.63,85.97,86.81,88.12,87.41,85.34
Mexico,,0.00,0.01,0.01,0.02,0.03,0.06,0.14,0.24,0.45,0.82,1.46,2.58,4.41,7.27,11.52,17.39,24.92,33.90,43.74,53.81,62.39,71.58,78.39,84.36,88.16,89.55,92.19,94.66,96.27
Micronesia,0.15,0.02,0.46,0.61,0.59,0.93,1.28,1.69,2.14,2.70,3.51,4.78,5.82,7.52,9.92,14.10,23.16,31.34,41.82,54.16,67.04,73.74,79.99,82.38,84.36,86.92,87.81,89.10,91.05,91.38
Micronesia (Federated States of),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.11,0.46,1.65,5.20,13.52,28.21,47.59,65.37,81.32,88.21,91.22,91.70,91.73,92.01,91.76,92.83,92.51,94.54
Middle Africa,0.02,0.07,0.13,0.20,0.31,0.47,0.69,0.95,1.30,1.72,2.29,3.06,4.08,5.35,6.99,9.07,11.79,15.01,19.66,23.50,31.28,37.81,44.33,48.51,53.14,56.14,56.05,61.10,62.31,69.91
Mongolia,0.00,0.00,0.00,0.01,0.02,0.05,0.15,0.42,1.13,2.75,5.89,11.88,20.43,32.92,45.68,58.81,70.32,80.47,85.97,91.21,95.02,96.19,96.70,96.82,97.49,97.80,96.20,96.34,95.74,96.62
Montenegro,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.09,0.34,1.06,3.16,8.19,16.86,25.75,38.11,56.77,74.59,87.91,94.16,97.02,98.30,98.82,99.00,99.09,99.16,99.15,99.08,98.85,98.85,97.33
Morocco,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.15,0.38,0.98,2.48,7.89,13.14,22.53,29.39,32.47,35.34,43.14,48.12,48.15,57.42,59.72,71.78
Mozambique,0.22,0.27,0.34,0.44,0.53,0.65,0.79,0.95,1.12,1.30,1.51,1.76,2.07,2.42,2.83,3.33,4.00,4.75,5.70,7.15,8.01,10.56,14.24,18.38,19.94,21.68,25.48,31.67,37.66,44.22
Myanmar,5.87,7.45,8.91,10.36,11.79,13.12,14.39,15.62,16.87,18.17,19.51,20.87,22.22,23.58,24.93,26.41,28.74,30.25,35.21,41.45,46.44,51.07,55.54,57.73,61.63,63.92,63.71,68.96,73.30,77.79
Namibia,0.02,0.05,0.06,0.09,0.13,0.21,0.31,0.45,0.68,0.99,1.44,2.10,3.03,4.34,6.13,8.53,11.64,15.49,20.10,25.49,31.53,40.43,48.01,57.67,66.58,71.30,76.48,79.70,84.15,83.91
Nepal,0.06,0.08,0.12,0.16,0.22,0.30,0.39,0.53,0.69,0.90,1.18,1.52,1.96,2.50,3.16,4.08,5.28,7.01,8.89,11.75,15.48,20.16,25.20,30.93,37.79,45.49,53.60,63.30,70.85,78.47
Netherlands,8.36,9.01,12.16,16.29,20.92,26.23,32.19,38.59,45.79,53.38,61.33,69.21,76.36,82.40,87.26,90.99,93.83,96.06,97.04,98.20,98.45,98.33,98.51,98.30,98.46,98.45,98.70,98.77,99.32,99.62
New Caledonia,1.90,3.18,4.06,5.29,6.91,9.01,11.65,14.94,18.88,23.54,28.61,33.94,39.50,43.64,47.31,52.21,55.03,57.81,62.59,70.08,78.10,84.31,87.90,91.63,94.53,96.43,97.66,98.20,98.62,98.96
New Zealand,97.94,97.99,98.05,98.09,98.15,98.18,98.22,98.26,98.28,98.27,98.29,98.30,98.28,98.27,98.24,98.24,98.24,98.25,98.27,98.27,98.19,98.26,98.23,98.20,98.30,98.56,98.71,99.00,98.65,99.47
Nicaragua,0.12,0.19,0.25,0.35,0.48,0.62,0.83,1.09,1.42,1.87,2.46,3.22,4.19,5.45,7.15,9.39,12.37,16.05,20.70,24.69,30.71,38.38,45.34,51.34,54.49,55.96,60.29,63.90,66.94,71.32
Niger,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.09,0.20,0.42,0.88,1.82,3.46,4.66,6.49,8.95,10.24,11.21,15.35,17.97,24.77
Nigeria,0.09,0.09,0.14,0.20,0.31,0.46,0.66,0.95,1.33,1.83,2.48,3.31,4.34,5.61,7.17,9.06,11.44,14.26,17.62,21.81,25.88,32.25,41.82,50.18,55.94,60.20,63.48,66.51,69.32,71.33
Northern Africa,0.00,0.01,0.03,0.11,0.12,0.26,0.37,0.54,0.76,1.00,1.27,1.70,2.21,2.97,3.71,4.62,5.87,8.47,12.23,17.16,24.84,32.25,38.46,45.16,52.71,58.63,63.16,67.81,70.13,74.04
Northern America,38.93,46.08,51.39,56.58,61.32,65.92,70.32,74.34,78.02,81.37,84.35,86.87,88.94,90.64,92.07,93.32,94.38,93.95,95.07,96.36,97.15,97.48,97.75,97.99,98.12,98.26,98.41,99.05,99.16,99.63
Northern Europe,49.92,72.38,83.98,89.98,93.18,94.85,96.02,96.84,97.17,97.09,97.47,97.93,98.37,98.85,99.14,99.28,99.28,99.31,99.62,99.80,99.88,99.91,99.91,99.91,99.91,99.89,99.88,99.89,99.92,99.88
Norway,99.62,99.62,99.63,99.64,99.64,99.65,99.64,99.64,99.64,99.64,99.62,99.61,99.61,99.59,99.57,99.57,99.58,99.56,99.57,99.55,99.53,99.52,99.64,99.69,99.73,99.72,99.67,99.81,99.76,99.94
Occupied Palestinian Territory,0.00,0.01,0.01,0.01,0.02,0.03,0.05,0.08,0.12,0.20,0.35,0.63,1.18,2.23,4.21,7.53,12.29,20.90,32.37,47.07,62.52,72.89,78.39,83.92,87.72,90.52,93.27,95.31,96.79,97.71
Oceania,56.06,29.76,27.47,29.44,34.96,40.32,47.93,54.00,59.64,65.41,71.79,77.37,81.71,84.95,87.52,89.87,91.30,92.46,93.45,95.22,96.63,97.17,97.51,97.80,97.99,98.26,98.21,98.46,98.45,98.54
Oman,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.06,0.08,0.14,0.21,0.33,0.52,0.82,1.31,1.98,3.21,4.91,7.88,13.23,20.72,28.74,37.46,47.05,59.27,72.70,82.03,90.46,94.59,96.31
Pakistan,0.34,0.17,0.33,0.57,0.84,1.16,1.51,1.92,2.41,3.00,3.70,4.54,5.56,6.75,8.19,9.84,11.88,14.37,17.33,20.86,23.89,28.05,33.17,36.03,38.15,43.49,48.23,51.83,55.36,59.10
Panama,9.20,10.42,11.81,13.43,15.12,16.87,18.63,20.39,22.16,23.98,25.87,27.92,30.23,32.86,36.71,40.13,42.76,48.23,55.02,64.06,70.42,77.96,83.91,87.66,88.72,89.09,90.13,91.41,93.07,93.44
Paraguay,2.11,2.67,3.30,4.06,4.94,5.94,7.06,8.33,9.70,11.23,12.83,14.50,16.27,16.96,19.33,22.09,25.32,29.39,34.80,40.87,46.99,53.47,59.93,65.58,70.59,74.36,78.42,81.57,83.74,85.87
Peru,5.85,7.88,8.80,9.86,11.03,12.38,13.98,15.87,17.99,20.38,22.97,25.73,28.63,31.62,34.71,37.90,41.38,45.95,47.99,53.39,61.87,70.31,75.83,75.91,79.00,83.96,87.13,90.26,93.19,95.26
Philippines,0.08,0.15,0.29,0.51,0.86,1.37,2.13,3.22,4.83,7.24,10.85,14.95,19.54,24.70,30.68,38.93,45.22,51.37,57.60,63.17,71.02,76.82,80.05,82.83,84.79,85.96,88.31,88.53,90.45,88.93
Poland,99.89,99.88,99.89,99.89,99.90,99.90,99.91,99.91,99.92,99.94,99.92,99.95,99.96,99.96,99.97,99.98,99.98,99.99,99.99,100.00,100.00,100.00,99.99,100.00,100.00,100.00,100.00,100.00,100.00,99.98
Polynesia,6.63,10.93,12.04,13.89,17.03,20.40,24.78,30.15,37.57,39.82,46.03,50.68,55.64,60.73,68.81,74.01,76.87,80.41,83.59,87.10,90.91,92.88,93.95,95.09,96.28,97.43,98.22,98.46,99.06,99.43
Portugal,0.07,0.10,0.14,0.22,0.31,0.46,0.67,0.94,1.32,1.83,2.54,3.44,4.67,6.29,11.43,11.38,12.14,13.73,16.70,23.28,31.12,40.74,54.90,67.90,78.37,86.88,92.31,94.20,96.15,96.75
Puerto Rico,0.37,0.61,1.02,1.68,2.70,4.28,6.55,9.76,14.01,19.32,25.49,32.32,39.43,46.60,53.72,60.48,66.88,66.77,74.35,81.39,86.68,90.28,93.20,94.81,95.11,96.03,96.66,97.96,98.71,99.20
Qatar,0.00,0.00,0.00,0.02,0.02,0.05,0.09,0.17,0.28,0.47,0.79,1.32,2.16,3.48,5.58,8.90,13.92,20.81,29.48,39.61,48.94,59.38,66.31,70.70,72.82,72.97,74.14,75.06,73.58,73.86
Republic of Korea,0.05,0.09,0.14,0.24,0.42,0.72,1.22,2.07,3.38,5.52,8.95,13.92,21.21,29.43,39.48,50.18,59.80,66.31,77.59,86.37,93.80,97.24,98.51,99.23,99.62,99.77,99.83,99.88,99.89,99.94
Republic of Moldova,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.16,1.58,11.44,39.78,77.75,88.51,93.56,96.88,98.86,99.35,99.46,99.44,99.41,99.61,99.39,99.34,99.73,99.84
Reunion,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.12,0.29,0.65,1.41,2.85,5.52,9.99,16.88,26.35,37.96,50.20,61.68,67.29,75.28,82.06,85.66,89.19,92.11,94.82,96.54,97.87,98.44,98.79
Romania,3.09,3.86,4.94,6.72,9.57,14.03,20.45,29.07,39.69,51.57,63.88,74.93,83.22,88.89,92.62,95.08,96.72,93.41,95.83,97.86,98.72,98.97,98.94,98.91,99.12,98.86,98.36,98.58,98.29,98.94
Russian Federation,4.70,3.79,6.08,9.30,14.53,21.87,31.15,42.53,55.70,69.34,80.13,88.06,93.32,96.15,97.71,98.55,99.10,98.81,99.22,99.44,99.69,99.73,99.72,99.70,99.67,99.66,99.61,99.58,99.55,99.52
Rwanda,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.05,0.06,0.08,0.12,0.19,0.27,0.37,0.57,0.86,1.27,1.74,2.53,3.57,4.39,4.79,5.34,8.51,15.00,22.33,24.62,31.23,35.03,43.95
Saint Lucia,0.75,0.94,1.38,1.97,2.69,3.67,4.95,6.73,9.05,11.62,15.23,19.44,24.81,30.59,37.35,44.85,52.49,63.10,69.11,78.33,84.68,89.88,93.11,94.77,95.93,96.88,97.49,97.05,97.85,95.81
Saint Vincent and the Grenadines,0.00,0.00,0.00,0.01,0.03,0.07,0.17,0.41,0.98,2.20,4.71,9.29,16.70,27.19,39.80,52.75,64.64,74.49,80.98,86.52,90.70,93.39,94.71,95.43,95.44,96.88,96.77,97.56,98.72,99.34
Samoa,16.30,19.50,24.93,27.85,31.41,35.94,41.38,48.04,55.65,62.45,68.55,73.86,78.75,83.14,86.81,89.73,91.85,93.42,94.63,95.52,96.24,96.88,97.50,98.01,98.32,98.71,98.49,98.43,99.16,99.51
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.19,0.60,1.74,4.70,7.50,12.23,21.26,31.67,38.78,42.65,44.64,50.75,51.56,58.54,67.76
Saudi Arabia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.09,0.21,0.47,1.03,2.13,4.20,7.75,13.12,20.32,29.14,42.04,50.79,58.64,67.69,72.21,75.54,79.45,86.89,88.90,94.67
Senegal,0.04,0.04,0.06,0.09,0.11,0.16,0.21,0.29,0.38,0.52,0.70,0.94,1.26,1.67,2.21,3.00,4.12,5.68,8.10,11.20,15.88,20.53,23.17,24.89,26.78,28.33,29.64,33.63,35.90,42.28
Serbia,2.72,4.02,5.72,7.88,10.42,13.35,16.72,20.65,24.88,29.53,35.22,41.32,46.70,50.80,55.67,61.46,65.29,71.72,86.87,93.70,96.97,97.70,98.01,98.54,98.79,98.89,98.73,98.53,98.54,97.88
Sierra Leone,0.00,0.00,0.01,0.01,0.02,0.04,0.05,0.10,0.12,0.18,0.27,0.39,0.58,0.83,1.20,1.74,2.49,3.57,5.06,7.13,9.93,15.97,17.86,23.93,26.29,28.08,28.60,33.79,49.21,64.78
Singapore,0.02,0.03,0.05,0.08,0.13,0.25,0.40,0.72,1.25,2.02,3.35,5.65,8.31,11.78,16.01,21.11,27.47,34.78,41.87,54.37,69.46,80.15,85.23,90.14,94.17,97.12,98.66,99.03,99.37,99.49
Slovakia,99.95,99.95,99.96,99.97,99.97,99.97,99.98,99.97,99.99,99.98,99.99,100.00,99.99,99.99,100.00,100.00,100.00,100.00,100.00,99.99,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Slovenia,91.25,92.99,94.40,95.50,96.35,96.94,97.41,97.79,98.12,98.43,98.68,98.90,99.05,99.19,99.29,99.38,99.48,99.56,99.63,99.67,99.72,99.74,99.77,99.80,99.78,99.81,99.77,99.80,99.84,99.86
Solomon Islands,0.04,0.09,0.12,0.18,0.27,0.42,0.63,0.92,1.34,1.94,2.82,4.03,5.60,7.68,10.21,10.32,14.03,17.84,22.33,27.89,36.36,44.62,52.14,58.16,64.25,67.88,68.27,72.46,71.45,67.09
Somalia,0.00,0.00,0.01,0.01,0.02,0.03,0.05,0.08,0.12,0.17,0.25,0.37,0.55,0.78,1.13,1.63,2.37,3.39,4.68,6.44,8.43,10.94,14.44,18.32,22.11,21.16,22.54,18.80,21.26,25.83
South Africa,1.53,1.77,2.04,2.42,2.96,3.74,4.83,6.17,7.74,9.74,12.17,15.01,18.24,21.90,26.03,30.62,35.72,41.97,45.36,50.08,53.03,57.18,63.72,70.20,78.09,84.47,89.03,90.73,93.69,92.63
South America,5.01,5.23,6.34,7.76,9.42,11.28,13.51,15.98,18.60,21.33,24.04,26.70,29.31,31.78,34.07,37.33,40.53,43.27,47.08,52.16,59.07,66.12,72.04,75.97,78.98,82.39,85.86,89.01,91.96,92.92
South Sudan,1.27,1.56,1.93,2.32,2.76,3.22,3.70,4.20,4.70,5.17,5.65,6.11,6.54,6.97,7.39,7.80,8.33,8.27,9.19,10.04,11.12,12.79,15.19,17.74,20.28,22.93,26.61,30.60,35.81,40.57
South-Eastern Asia,0.09,0.29,0.66,1.19,1.83,2.25,2.79,3.31,4.06,5.02,6.57,8.69,11.74,15.81,20.70,29.18,34.46,40.13,47.44,56.08,64.51,71.83,76.09,80.02,83.97,85.97,87.98,88.80,90.64,91.74
Southern Africa,1.47,1.66,1.90,2.21,2.70,3.33,4.20,5.37,6.72,8.51,10.80,13.43,16.53,19.99,23.77,27.89,32.58,38.37,41.75,47.04,50.54,54.99,61.65,68.56,76.80,82.87,87.05,89.26,92.15,91.29
Southern Asia,0.68,1.94,2.57,3.17,3.97,3.98,4.40,4.89,5.63,6.70,7.80,9.05,10.32,11.72,13.35,15.50,17.83,20.59,24.68,28.16,32.79,38.38,42.44,45.90,49.64,54.27,59.93,66.81,71.76,77.25
Southern Europe,1.93,3.54,5.81,8.13,10.46,12.94,15.61,18.36,22.03,26.18,31.70,36.62,42.85,48.30,55.15,60.84,64.63,69.70,76.30,82.60,88.11,91.19,93.81,95.69,96.90,97.53,97.94,98.17,98.40,98.52
Spain,0.30,0.56,1.00,1.70,2.73,4.17,6.16,8.74,12.06,15.96,20.64,25.67,31.24,36.98,50.36,50.82,51.67,56.04,64.29,74.56,83.23,90.09,94.57,96.56,97.34,97.61,97.72,97.74,97.94,97.70
Sri Lanka,13.18,17.26,17.23,18.01,19.69,21.32,22.79,23.92,25.07,26.33,27.77,29.51,31.42,33.51,34.61,37.91,39.97,44.63,52.27,59.57,66.29,70.74,73.33,75.17,79.88,85.01,89.59,91.89,94.20,95.78
Sudan,0.01,0.02,0.03,0.03,0.06,0.08,0.12,0.16,0.23,0.31,0.44,0.63,0.90,1.28,1.81,2.55,2.89,4.19,5.82,8.04,10.83,14.94,21.64,28.04,31.99,35.81,37.46,39.70,38.24,39.79
Suriname,1.19,1.92,2.29,2.96,3.88,5.09,6.68,8.71,11.34,14.70,18.89,23.87,29.73,36.40,43.58,51.08,58.68,63.41,72.24,78.97,83.41,87.67,90.44,92.30,93.34,93.61,94.02,95.48,96.06,97.33
Swaziland,0.01,0.00,0.02,0.02,0.05,0.07,0.11,0.18,0.29,0.47,0.74,1.13,1.71,2.56,3.86,5.65,8.26,11.84,16.85,23.72,32.49,43.43,51.82,58.68,66.74,72.76,73.21,75.63,67.92,71.93
Sweden,99.89,99.89,99.88,99.89,99.90,99.89,99.90,99.89,99.89,99.90,99.91,99.89,99.91,99.90,99.92,99.93,99.95,99.95,99.95,99.98,99.99,99.99,99.99,99.99,99.99,99.99,99.99,100.00,100.00,99.99
Switzerland,42.48,50.90,57.08,62.79,68.06,72.70,76.42,79.92,82.74,85.19,87.40,89.34,90.93,92.29,93.50,94.58,95.55,96.32,96.98,97.63,97.93,98.02,97.99,98.20,98.52,98.54,98.77,98.98,99.08,99.20
Syrian Arab Republic,0.00,0.01,0.02,0.04,0.06,0.10,0.17,0.27,0.43,0.64,0.92,1.36,2.06,3.14,4.75,6.89,9.67,13.09,17.39,22.48,28.27,33.67,39.66,44.88,49.26,53.05,56.23,59.67,62.93,65.89
Taiwan Province of China,0.00,0.00,0.01,0.01,0.03,0.07,0.18,0.43,0.99,2.26,4.67,8.96,15.75,24.83,35.85,47.23,57.86,69.55,74.32,85.46,92.77,96.21,98.48,99.53,99.76,99.81,99.84,99.92,99.96,99.97
Tajikistan,0.07,0.16,0.30,0.53,0.93,1.50,2.51,4.14,6.66,10.98,16.19,23.57,33.10,44.38,57.57,70.44,81.33,88.31,93.06,95.89,97.70,98.71,99.02,99.10,99.15,99.16,99.09,98.64,98.85,96.93
Thailand,0.00,0.01,0.04,0.07,0.18,0.37,0.75,1.46,2.74,5.23,9.04,14.89,22.91,33.29,44.65,56.29,66.84,75.53,82.54,87.82,94.24,95.16,95.75,96.94,96.97,92.35,93.27,95.10,95.00,97.33
The former Yugoslav Republic of Macedonia,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.15,0.42,0.98,2.20,4.41,8.26,14.80,24.99,38.94,54.42,68.82,80.81,86.50,90.51,92.99,93.79,94.57,95.55,96.59,96.62,97.49
Timor-Leste,0.17,0.23,0.31,0.41,0.60,0.74,0.89,1.06,1.22,1.39,1.54,1.66,1.71,1.82,1.89,1.97,2.15,2.05,2.58,2.78,4.33,10.95,16.38,26.59,38.55,50.30,53.45,61.07,69.73,74.46
Togo,0.06,0.08,0.09,0.14,0.18,0.24,0.30,0.41,0.52,0.64,0.83,1.07,1.37,1.75,2.30,3.09,4.37,6.42,12.38,15.12,19.34,27.13,35.90,40.05,40.68,40.92,44.61,53.08,61.77,68.25
Tonga,3.51,7.08,9.44,12.85,17.14,22.27,28.12,35.38,43.27,51.30,59.33,67.00,73.76,79.49,84.10,87.70,90.43,92.09,93.85,95.22,95.86,96.65,97.11,97.67,98.47,98.80,99.09,99.10,99.03,99.53
Trinidad and Tobago,0.11,0.98,1.29,2.02,2.89,4.05,5.62,7.66,10.64,13.22,16.97,21.44,26.31,32.24,38.93,46.04,53.52,61.12,68.49,74.34,79.40,84.28,86.55,90.62,94.35,96.60,97.45,98.26,98.85,98.95
Tunisia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.12,0.41,1.41,7.01,11.37,21.04,37.03,55.13,67.02,72.57,76.36,83.93,89.73,93.72,95.92,97.72
Turkey,0.00,0.01,0.01,0.01,0.03,0.05,0.09,0.17,0.31,0.57,1.08,2.12,4.11,7.69,13.50,21.86,32.31,43.51,54.97,63.72,72.54,81.27,88.03,92.16,94.69,95.83,96.13,95.24,94.53,93.30
Turkmenistan,0.06,0.11,0.21,0.39,0.73,1.39,2.56,4.53,8.05,13.73,22.62,33.94,46.67,59.20,70.33,79.25,87.39,89.94,95.18,97.66,98.82,99.18,99.40,99.54,99.68,99.65,99.50,99.76,99.88,99.95
Uganda,0.01,0.02,0.03,0.05,0.07,0.13,0.20,0.31,0.49,0.77,1.20,1.87,2.83,4.05,5.48,7.10,9.11,11.61,14.66,18.28,22.82,26.93,30.56,32.86,35.78,38.54,43.58,49.44,57.76,59.39
Ukraine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.26,0.89,3.07,8.85,23.51,49.17,77.84,92.07,97.21,99.08,99.60,99.73,99.75,99.73,99.73,99.80,99.66,99.60,99.85,99.94
United Arab Emirates,0.08,0.13,0.20,0.25,0.34,0.47,0.66,0.90,1.24,1.72,2.39,3.31,4.60,6.38,8.85,12.16,18.10,20.88,35.52,54.91,67.88,71.40,72.92,74.27,75.98,77.18,83.97,81.72,96.10,95.14
United Kingdom of Great Britain and Northern Ireland,99.89,99.90,99.89,99.90,99.89,99.90,99.91,99.90,99.90,99.91,99.91,99.90,99.91,99.90,99.91,99.92,99.92,99.92,99.93,99.94,99.95,99.96,99.96,99.96,99.96,99.97,99.98,99.98,99.97,99.97
United Republic of Tanzania,0.09,0.11,0.14,0.18,0.23,0.29,0.37,0.46,0.57,0.70,0.87,1.10,1.36,1.68,2.06,6.39,7.67,9.51,12.38,17.34,24.82,34.97,46.96,58.41,66.53,71.65,73.04,74.77,74.54,76.67
United States of America,36.86,42.64,48.37,53.87,59.20,64.16,68.87,73.25,77.19,80.80,83.98,86.67,88.88,90.68,92.19,93.44,94.49,94.02,95.05,96.33,97.09,97.39,97.67,97.89,98.04,98.16,98.33,99.02,99.08,99.66
Uruguay,0.00,0.01,0.02,0.03,0.07,0.17,0.36,0.74,1.44,2.69,4.79,8.03,12.63,18.77,26.42,35.41,45.28,55.28,64.78,73.18,79.64,85.75,90.47,93.01,94.73,96.05,96.62,97.18,97.75,97.99
Vanuatu,0.00,0.00,0.00,0.01,0.01,0.03,0.06,0.11,0.19,0.33,0.58,0.99,1.57,2.52,4.06,6.38,9.70,14.37,20.66,28.41,37.35,46.16,53.15,58.76,63.00,66.16,66.87,69.58,69.24,68.30
Venezuela (Bolivarian Republic of),0.56,0.82,1.20,1.77,2.53,3.59,5.03,6.93,9.41,12.53,16.33,20.76,25.44,29.96,34.55,38.27,44.06,48.86,55.90,63.64,71.55,77.33,81.13,84.47,86.99,88.31,89.94,91.16,92.96,93.08
Viet Nam,0.02,0.03,0.06,0.12,0.24,0.42,0.71,1.22,2.00,3.15,4.77,6.96,9.78,13.28,17.78,22.11,28.84,36.29,45.39,56.78,67.57,73.77,78.83,81.66,81.77,82.35,86.45,86.52,91.14,94.12
Western Africa,0.18,0.29,0.38,0.41,0.39,0.49,0.63,0.82,1.09,1.43,1.89,2.43,3.18,4.13,5.38,6.89,8.82,11.18,13.82,17.29,21.33,27.21,33.57,39.14,42.87,45.88,48.74,52.26,55.52,59.11
Western Asia,0.03,0.11,0.24,0.44,0.71,1.24,1.72,2.22,3.13,4.24,6.17,8.70,12.18,16.38,18.70,25.93,35.50,41.32,49.26,52.31,60.02,67.65,73.09,76.27,77.84,78.36,78.66,79.46,80.03,82.39
Western Europe,79.23,76.89,76.30,77.94,80.09,84.34,86.93,88.77,90.38,91.80,93.18,94.43,95.34,96.03,96.18,97.12,97.68,97.87,98.24,98.55,98.55,98.84,98.99,99.15,99.31,99.34,99.44,99.58,99.68,99.79
World,21.88,19.32,24.35,26.90,28.75,30.81,32.57,32.67,32.44,33.66,34.99,36.29,37.37,38.80,37.59,43.35,47.95,51.64,56.89,60.33,65.05,69.02,71.99,74.94,77.07,78.16,78.45,80.95,83.14,84.47
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.07,0.16,0.36,0.80,1.15,2.41,4.69,8.69,15.51,20.14,27.63,32.18,49.37
Zambia,0.86,5.05,7.69,9.92,11.97,12.63,14.21,15.22,16.84,17.97,19.70,21.15,23.60,25.71,28.00,30.11,33.17,36.36,40.03,43.69,47.37,49.98,55.28,58.25,60.43,61.86,63.35,64.12,68.18,64.23
Zimbabwe,0.11,0.14,0.20,0.27,0.38,0.53,0.73,1.02,1.43,2.02,2.87,4.06,5.77,8.12,11.21,15.10,19.90,25.40,31.53,37.96,44.87,50.89,57.31,70.95,82.47,86.52,88.35,87.56,88.85,85.38
