country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
The former Yugoslav Republic of Macedonia,0.48,1.11,2.07,3.42,4.71,4.80,5.03,4.92,4.68,4.88,6.14,24.00,8.97,10.06,9.71,10.94
Timor-Leste,0.08,0.15,0.17,0.17,0.23,0.79,1.21,1.67,2.19,3.92,5.49,7.64,9.90,13.78,15.00,17.87
Togo,0.02,0.04,0.09,0.13,0.29,0.48,0.38,0.30,0.46,0.82,1.22,1.88,2.35,3.07,3.74,4.77
Tonga,1.13,1.64,2.74,3.69,5.08,7.49,9.04,9.23,8.60,9.94,12.27,16.32,16.35,19.19,21.84,23.85
Trinidad and Tobago,3.22,5.15,7.88,11.11,13.64,17.01,18.59,19.01,22.41,27.33,31.76,36.45,40.75,44.04,45.45,47.49
Tunisia,0.01,0.05,0.10,0.26,0.60,0.86,1.13,1.59,2.32,4.05,7.51,12.47,16.30,20.97,23.26,25.85
Turkey,0.19,0.40,0.78,1.44,2.30,3.11,3.75,4.19,6.12,7.93,10.81,14.61,20.29,21.49,23.73,25.53
Turkmenistan,1.67,1.79,3.17,3.45,4.95,4.31,3.87,3.75,4.01,4.21,4.45,4.70,4.93,5.50,5.40,5.68
Uganda,0.30,0.42,0.57,0.78,1.03,1.19,1.73,1.91,2.45,2.87,4.11,5.31,11.59,7.10,16.78,19.98
Ukraine,1.54,3.38,5.09,6.58,8.18,8.83,9.52,9.72,9.80,10.74,20.39,12.43,13.38,16.10,15.50,16.91
United Arab Emirates,1.05,1.00,2.45,5.20,9.36,11.72,12.43,13.65,14.45,14.91,16.94,17.86,20.96,23.81,24.27,26.22
United Kingdom of Great Britain and Northern Ireland,5.78,7.27,8.50,10.05,12.26,15.14,16.27,17.09,18.01,21.76,25.10,26.67,34.39,30.94,63.18,67.15
United Republic of Tanzania,0.01,0.04,0.05,0.09,0.21,0.33,0.35,0.79,1.12,1.20,1.55,2.23,4.43,3.46,4.87,5.83
United States Virgin Islands,,,,,,,,,,,,,,,17.49,18.66
United States of America,5.68,7.77,9.78,12.20,15.27,17.01,17.16,17.75,19.18,20.26,20.88,22.14,23.13,26.05,44.62,47.66
Uruguay,0.50,0.77,1.11,1.40,1.84,2.09,2.30,2.63,2.74,2.69,2.86,3.00,5.28,3.30,7.31,8.15
Uzbekistan,,,,,,,,,,,,,,,16.24,17.07
Vanuatu,0.15,0.26,0.41,0.55,0.74,0.93,1.04,1.26,1.40,1.48,1.80,2.82,2.25,2.72,3.48,4.04
Venezuela (Bolivarian Republic of),3.22,3.80,5.56,8.69,11.20,14.68,17.79,20.16,22.86,25.43,28.58,31.84,37.38,38.87,40.74,43.20
Viet Nam,0.11,0.19,0.42,1.08,2.03,2.49,2.39,2.62,2.39,3.30,5.07,12.86,9.96,12.79,29.39,34.05
Western Africa,0.12,0.22,0.44,0.52,0.61,0.85,1.27,1.70,1.81,2.12,2.67,3.17,6.67,4.00,4.47,4.94
Western Asia,1.75,2.13,2.80,3.32,4.58,5.40,6.31,6.84,7.57,8.20,9.95,12.74,13.97,15.65,16.28,17.24
Western Europe,2.23,3.15,4.37,6.46,8.50,10.33,12.04,13.41,15.47,18.89,21.77,23.38,39.81,27.90,28.13,30.63
Western Sahara,,,,,,,,,,,,,,,3.20,4.69
World,1.57,1.87,2.73,3.54,4.62,5.35,6.24,7.00,7.57,8.91,10.80,13.33,17.03,19.38,19.53,21.38
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Zambia,2.03,2.42,2.80,3.12,3.32,3.33,3.39,3.22,3.43,3.74,4.27,4.85,5.26,5.41,6.49,7.09
Zimbabwe,0.99,1.25,1.51,1.75,1.98,2.10,2.51,3.93,4.72,4.02,3.76,4.00,5.27,4.75,4.74,5.16
