country,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015
Lao People's Democratic Republic,0.05,0.07,0.12,0.19,0.29,0.45,0.71,1.07,1.61,2.39,3.51,5.06,7.17,9.99,13.54,17.97,23.46,29.88,37.02,44.29,52.10,57.72,65.17,67.67,70.56,71.43,74.70,79.01,81.86,84.40
Latin America and the Caribbean,5.84,5.62,5.76,6.32,7.25,8.73,10.70,12.69,14.82,17.23,19.28,21.42,23.74,26.27,28.69,31.87,35.97,40.07,45.03,51.25,58.38,65.36,71.25,75.42,78.43,81.27,83.89,86.78,89.44,90.68
Latvia,47.40,54.77,61.71,67.79,72.96,77.56,81.67,85.30,88.39,90.92,93.00,94.65,95.92,96.89,97.65,98.10,98.63,98.85,99.18,99.47,99.65,99.73,99.74,99.69,99.60,99.51,99.43,99.30,99.37,98.84
Lebanon,0.00,0.00,0.00,0.01,0.02,0.04,0.09,0.19,0.42,0.80,1.56,2.96,5.34,9.17,14.97,23.00,33.12,44.44,51.44,62.24,71.65,79.13,84.98,89.29,92.39,94.56,95.42,97.02,97.06,97.24
Lesotho,0.72,0.89,1.10,1.36,1.67,2.03,2.46,2.96,3.56,4.26,5.09,6.03,7.12,8.40,9.83,11.45,13.29,15.25,17.35,19.71,21.77,24.65,29.75,36.97,44.00,46.53,49.07,55.11,62.47,62.57
Liberia,0.00,0.01,0.01,0.02,0.04,0.06,0.12,0.22,0.36,0.60,0.98,1.57,2.48,3.81,5.72,8.42,12.16,17.08,23.17,30.16,38.69,48.66,52.02,55.21,56.90,54.62,54.94,58.04,53.96,49.00
Lithuania,0.25,0.52,1.05,2.04,3.84,6.87,11.61,18.42,27.30,37.68,48.63,59.31,68.83,76.79,82.66,88.56,91.22,93.19,96.20,98.37,99.21,99.56,99.62,99.57,99.53,99.31,98.99,98.91,99.58,97.92
Luxembourg,99.90,99.90,99.91,99.90,99.91,99.91,99.91,99.92,99.92,99.92,99.93,99.93,99.93,99.94,99.94,99.95,99.96,99.95,99.96,99.97,99.97,99.98,99.99,99.98,99.98,99.98,99.98,99.99,100.00,99.99
Macao Special Administrative Region of China,0.00,0.00,0.01,0.01,0.03,0.07,0.14,0.30,0.61,1.20,2.28,4.14,7.16,11.74,18.19,26.62,36.70,47.69,58.62,68.58,76.97,75.55,82.11,88.42,93.04,96.37,98.11,98.68,99.29,99.39
Madagascar,0.00,0.00,0.00,0.01,0.02,0.03,0.05,0.09,0.18,0.31,0.55,0.96,1.63,2.72,4.47,7.15,11.15,15.11,19.51,26.40,32.51,35.14,35.88,43.53,47.19,38.66,40.63,34.54,40.85,46.66
Malawi,0.59,0.80,1.03,1.34,1.73,2.22,2.83,3.58,4.50,5.62,6.96,8.56,10.43,12.58,16.42,18.16,19.34,23.43,29.81,36.93,42.11,45.47,50.82,53.80,55.05,58.37,63.86,66.55,64.62,77.56
Malaysia,0.13,0.32,0.80,1.70,3.29,5.72,8.92,12.72,16.82,21.07,24.97,28.12,30.07,30.73,7.58,13.59,24.93,33.85,44.33,60.16,73.22,81.18,84.30,88.48,89.75,90.82,91.03,94.05,94.44,97.45
Maldives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.12,0.29,0.65,1.49,3.18,6.39,11.79,22.16,31.23,44.78,64.19,82.08,91.07,94.52,96.37,97.09
Mali,0.17,0.20,0.26,0.31,0.39,0.48,0.58,0.68,0.83,0.97,1.16,1.37,1.63,1.90,2.23,2.67,3.25,4.19,4.98,6.15,9.18,14.45,16.74,17.23,17.11,17.02,21.58,24.58,33.69,38.81
Malta,82.47,82.56,82.64,82.71,82.72,82.67,82.60,82.55,82.51,82.45,82.42,82.39,82.33,82.35,82.52,82.73,85.20,90.33,95.76,98.84,99.75,99.91,99.97,99.99,100.00,100.00,100.00,100.00,99.99,100.00
Martinique,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.24,0.89,2.93,8.13,18.43,34.11,52.58,77.83,82.16,85.82,88.75,91.01,92.93,94.75,96.39,97.54,98.07,98.25,99.20
Mauritius,0.02,0.04,0.07,0.12,0.21,0.35,0.59,0.97,1.58,2.55,4.08,6.47,10.07,15.27,22.23,30.44,39.32,47.79,55.01,60.70,65.01,67.92,71.38,72.88,73.44,73.96,75.10,84.37,85.91,94.65
Melanesia,0.28,0.68,0.70,0.83,1.06,1.46,2.13,3.05,4.28,6.36,9.14,12.64,17.15,21.71,26.62,31.90,38.91,47.48,53.28,62.76,72.02,77.96,83.14,86.48,87.95,88.02,88.03,89.01,87.86,84.46
Mexico,,0.00,0.00,0.00,0.01,0.01,0.03,0.06,0.14,0.27,0.55,1.07,2.03,3.70,6.47,10.74,16.86,24.89,34.56,45.14,55.90,65.15,73.94,80.22,85.29,88.29,89.29,91.94,94.25,95.82
Micronesia,0.30,0.42,1.17,1.40,1.37,2.10,2.74,3.45,4.29,5.17,6.47,8.24,9.89,12.15,15.41,21.05,30.11,42.33,56.02,66.43,75.60,80.73,84.05,84.43,85.54,86.51,86.70,87.52,89.43,89.17
Micronesia (Federated States of),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.20,0.79,2.83,8.62,21.19,40.54,61.30,75.89,88.34,91.96,92.95,91.81,91.34,90.92,90.36,91.46,91.58,93.31
Middle Africa,0.10,0.23,0.32,0.46,0.65,1.02,1.44,1.93,2.58,3.37,4.45,5.85,7.70,10.06,13.02,16.71,21.29,26.39,33.51,39.07,47.98,54.51,61.58,64.58,68.21,68.31,67.08,71.31,74.03,77.73
Mongolia,0.00,0.00,0.00,0.01,0.03,0.10,0.28,0.74,1.89,4.42,9.33,17.47,28.86,42.33,55.88,67.80,77.38,83.93,88.96,93.34,95.96,96.33,96.64,96.61,97.22,97.38,95.16,95.30,94.45,95.56
Montenegro,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.21,0.75,2.49,7.22,17.39,33.73,52.95,70.48,83.49,91.58,96.26,98.20,98.98,99.30,99.44,99.41,99.39,99.40,99.40,99.31,99.08,99.02,97.30
Morocco,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.12,0.30,0.71,1.77,4.31,12.95,20.80,33.26,41.10,43.22,45.23,54.59,59.69,57.55,65.05,66.21,76.05
Mozambique,0.08,0.11,0.14,0.19,0.25,0.33,0.43,0.57,0.75,0.97,1.26,1.63,2.13,2.71,3.46,4.40,5.57,7.00,8.75,11.27,13.18,17.34,23.42,28.02,28.27,29.16,33.59,41.16,46.26,51.58
Myanmar,9.75,10.92,12.17,13.50,14.88,16.28,17.68,19.14,20.64,22.25,23.97,25.79,27.68,29.69,31.78,34.05,37.08,39.40,45.23,50.79,55.29,59.54,62.97,64.25,67.07,68.14,67.15,71.37,75.17,78.51
Namibia,0.01,0.02,0.03,0.06,0.10,0.16,0.25,0.38,0.58,0.89,1.36,2.03,3.01,4.40,6.33,8.94,12.39,16.75,22.03,29.88,33.41,43.17,50.69,59.96,64.72,67.87,73.65,75.90,79.76,78.77
Nepal,0.15,0.20,0.26,0.34,0.45,0.60,0.79,1.01,1.31,1.70,2.19,2.81,3.60,4.58,5.82,7.42,9.51,12.36,15.45,19.94,25.89,33.00,39.84,47.15,54.62,61.21,67.06,73.73,78.03,82.87
Netherlands,16.27,20.89,26.35,32.63,39.53,46.80,54.14,61.29,67.94,73.87,78.96,83.23,86.72,89.53,91.83,93.74,95.33,96.96,97.41,98.42,98.38,98.29,98.56,98.49,98.66,98.71,98.97,99.17,99.42,99.59
New Caledonia,0.88,1.34,2.03,3.02,4.44,6.38,8.96,12.26,16.33,21.18,26.68,32.65,38.94,43.32,47.58,54.15,57.50,60.41,65.16,72.76,80.58,86.17,88.21,91.55,94.26,96.02,97.41,97.74,98.33,98.83
New Zealand,98.03,98.14,98.24,98.33,98.39,98.45,98.49,98.54,98.56,98.58,98.59,98.59,98.56,98.53,98.50,98.48,98.46,98.45,98.44,98.42,98.29,98.35,98.24,98.18,98.28,98.50,98.61,98.92,98.56,99.41
Nicaragua,0.07,0.11,0.15,0.23,0.34,0.47,0.66,0.91,1.23,1.69,2.32,3.14,4.19,5.57,7.39,9.78,12.94,16.84,21.79,26.27,32.79,40.46,47.33,52.64,53.88,53.47,57.26,60.88,63.06,67.58
Niger,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.19,0.40,0.80,1.28,2.83,5.44,7.37,9.65,12.18,12.96,14.66,20.14,24.59,32.75
Nigeria,0.17,0.25,0.35,0.50,0.71,0.99,1.37,1.85,2.49,3.32,4.36,5.67,7.29,9.22,11.51,14.18,17.44,21.21,25.57,30.77,35.43,43.11,54.53,62.74,66.66,69.63,72.04,74.64,77.20,78.00
Northern Africa,0.03,0.04,0.10,0.24,0.23,0.50,0.73,1.00,1.39,1.76,2.22,2.91,3.75,4.86,5.94,7.22,9.08,12.89,18.37,25.54,34.70,43.18,49.50,55.84,62.76,67.06,69.76,72.30,73.59,76.51
Northern America,31.88,38.93,44.78,50.66,56.09,61.43,66.43,70.96,75.13,78.90,82.25,85.14,87.51,89.47,91.16,92.63,93.91,93.54,95.06,96.42,97.16,97.40,97.59,97.81,97.95,98.08,98.19,98.90,98.96,99.56
Northern Europe,49.18,72.93,84.90,91.03,94.12,95.86,96.78,97.47,97.79,97.67,98.08,98.45,98.76,99.23,99.41,99.51,99.48,99.53,99.71,99.83,99.89,99.89,99.91,99.92,99.92,99.89,99.86,99.88,99.91,99.87
Norway,99.62,99.62,99.63,99.64,99.63,99.64,99.64,99.64,99.64,99.64,99.63,99.64,99.63,99.61,99.61,99.61,99.61,99.60,99.66,99.63,99.57,99.58,99.72,99.78,99.82,99.82,99.73,99.84,99.83,99.94
Occupied Palestinian Territory,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.17,0.42,1.06,2.53,5.61,11.33,18.79,32.76,50.80,68.28,79.34,84.20,86.32,88.64,90.43,91.57,92.96,94.63,95.85,96.74
Oceania,56.32,34.39,34.75,37.24,43.50,49.14,56.98,62.97,68.03,72.88,77.80,81.92,85.03,87.34,89.16,91.06,92.30,93.42,94.41,95.87,97.02,97.50,97.76,98.00,98.17,98.41,98.28,98.49,98.48,98.44
Oman,0.00,0.00,0.00,0.02,0.03,0.04,0.06,0.09,0.14,0.22,0.33,0.50,0.75,1.16,1.81,2.60,4.32,6.77,11.35,20.06,31.90,42.79,51.09,57.97,64.96,76.61,82.77,90.92,94.95,96.55
Pakistan,0.62,0.78,1.00,1.27,1.60,1.99,2.46,3.05,3.74,4.60,5.62,6.88,8.38,10.19,12.33,14.87,17.94,21.59,25.81,31.08,35.20,40.46,46.26,48.12,49.57,55.79,59.66,61.63,63.88,66.21
Panama,9.63,10.98,12.43,13.96,15.51,17.06,18.60,20.10,21.63,23.22,24.82,26.51,28.38,30.59,32.76,36.97,40.22,46.90,54.25,63.30,70.01,78.60,84.83,87.78,88.49,89.12,90.19,91.31,93.26,93.16
Paraguay,2.12,2.58,3.14,3.79,4.56,5.43,6.41,7.52,8.75,10.09,11.58,13.18,14.98,15.60,18.37,21.39,25.24,30.29,36.24,42.59,49.09,55.60,61.79,67.28,71.90,75.05,78.65,81.08,82.92,85.01
Peru,2.17,2.88,3.81,4.97,6.42,8.19,10.32,12.81,15.71,18.98,22.59,26.46,30.52,34.71,38.96,43.29,47.79,53.21,56.28,62.59,71.09,78.69,83.44,81.64,83.87,88.15,90.29,92.60,94.51,95.97
Philippines,0.33,0.53,0.85,1.32,2.00,2.97,4.30,6.10,8.46,11.47,15.13,19.32,23.94,28.86,34.21,41.04,47.14,53.02,58.23,63.51,70.87,75.71,78.58,81.16,82.75,83.68,85.87,85.76,87.69,85.57
Poland,99.89,99.89,99.89,99.90,99.90,99.90,99.91,99.92,99.91,99.93,99.94,99.96,99.96,99.97,99.97,100.00,99.98,99.99,100.00,100.00,99.99,100.00,99.99,100.00,100.00,100.00,100.00,99.99,100.00,99.97
Polynesia,1.12,2.66,3.19,4.92,7.52,10.99,15.43,20.94,27.90,32.22,39.61,46.54,53.54,59.88,68.07,73.88,77.22,80.47,83.97,87.49,90.99,92.30,93.21,94.23,95.44,96.89,97.82,98.09,98.87,99.32
Portugal,0.12,0.17,0.24,0.34,0.48,0.69,0.95,1.35,1.85,2.53,3.43,4.60,6.08,8.03,14.16,13.62,14.46,16.57,20.32,27.32,34.22,42.29,54.96,67.08,77.33,85.91,91.50,93.43,95.59,96.17
Puerto Rico,0.34,0.59,1.02,1.72,2.84,4.56,7.05,10.54,15.11,20.79,27.36,34.56,41.96,49.33,56.42,62.98,68.90,69.59,75.88,82.35,85.35,88.24,92.11,93.45,93.39,94.60,95.34,97.25,98.30,99.04
Qatar,0.00,0.00,0.00,0.02,0.03,0.07,0.11,0.20,0.34,0.60,1.00,1.66,2.75,4.46,7.19,11.46,17.79,26.09,35.59,45.17,53.72,63.90,68.53,71.41,71.57,71.32,71.17,71.01,70.84,70.66
Republic of Korea,0.11,0.17,0.29,0.47,0.77,1.27,2.09,3.42,5.52,8.82,13.75,20.86,30.34,41.87,54.43,66.53,76.86,83.32,89.03,93.55,96.75,98.10,98.77,99.29,99.62,99.76,99.80,99.87,99.89,99.93
Republic of Moldova,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.33,3.36,22.65,63.76,87.07,93.30,95.62,97.69,99.17,99.39,99.42,99.40,99.38,99.59,99.32,99.24,99.70,99.82
Reunion,0.00,0.00,0.01,0.01,0.02,0.05,0.12,0.25,0.52,1.05,2.05,3.91,7.10,12.22,19.75,29.64,41.20,53.04,63.85,69.01,76.25,81.68,85.59,88.90,91.80,94.42,96.12,97.58,98.25,98.56
Romania,3.64,5.55,8.37,12.45,18.06,25.42,34.47,44.74,55.45,65.68,74.60,81.83,87.33,91.25,93.98,95.86,97.21,96.27,97.36,98.41,98.98,99.11,99.06,99.07,99.20,98.96,98.46,98.64,98.31,98.95
Russian Federation,9.32,14.61,22.13,32.03,43.79,56.23,67.86,77.55,84.91,90.12,93.59,95.85,97.29,98.18,98.72,99.05,99.29,99.17,99.35,99.48,99.67,99.69,99.69,99.66,99.63,99.62,99.56,99.52,99.49,99.46
Rwanda,0.00,0.01,0.01,0.02,0.02,0.03,0.06,0.08,0.12,0.18,0.26,0.39,0.54,0.79,1.12,1.58,2.21,2.96,4.18,5.65,6.55,6.76,7.52,11.13,18.09,25.51,31.25,38.42,44.20,52.99
Saint Lucia,0.24,0.39,0.60,0.93,1.42,2.11,3.07,4.42,6.29,8.77,12.03,16.15,21.23,27.22,34.07,41.68,49.78,60.69,67.71,77.21,83.98,88.67,91.78,93.40,94.80,95.95,96.69,96.31,97.34,95.28
Saint Vincent and the Grenadines,0.00,0.00,0.01,0.01,0.03,0.08,0.19,0.46,1.03,2.26,4.59,8.64,15.03,24.16,35.77,48.72,61.52,72.67,80.35,86.29,91.15,92.74,93.73,94.08,93.92,95.87,96.10,96.66,98.29,99.15
Samoa,2.28,3.67,5.76,8.73,12.82,18.13,24.72,32.41,40.89,49.70,58.31,66.29,73.33,79.29,84.17,88.05,91.28,92.87,94.08,94.96,95.68,96.37,97.08,97.68,98.06,98.53,98.30,98.21,99.11,99.49
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.19,0.67,2.14,5.93,10.94,17.66,30.55,44.43,51.40,52.71,52.52,55.08,52.91,56.89,62.55
Saudi Arabia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.06,0.17,0.39,0.88,1.89,3.93,7.70,14.02,23.37,35.27,47.94,63.65,70.07,71.12,75.03,75.95,78.93,79.90,88.45,91.06,96.50
Senegal,0.08,0.11,0.15,0.20,0.27,0.36,0.48,0.62,0.83,1.08,1.43,1.87,2.45,3.20,4.18,5.48,7.31,9.54,13.10,17.17,22.42,27.05,29.60,31.20,33.04,34.30,34.90,37.88,39.48,44.02
Serbia,6.66,9.09,12.13,15.81,20.00,24.65,29.82,35.44,41.38,47.55,53.67,59.52,65.01,70.01,74.61,80.17,82.37,86.54,94.21,96.70,97.93,98.22,98.41,98.80,98.93,98.98,98.83,98.58,98.60,97.73
Sierra Leone,0.01,0.01,0.02,0.03,0.05,0.09,0.12,0.16,0.24,0.34,0.49,0.70,1.00,1.44,2.03,2.89,4.09,5.76,8.07,11.15,15.20,22.83,25.30,34.23,36.53,38.45,39.62,47.09,61.19,73.48
Singapore,0.04,0.07,0.12,0.20,0.34,0.59,0.98,1.62,2.62,4.10,6.24,9.17,12.99,17.71,23.40,30.16,38.02,46.87,54.04,64.33,76.68,84.55,86.94,90.53,94.18,97.47,98.93,99.14,99.42,99.44
Slovakia,99.97,99.97,99.99,99.99,99.99,100.00,99.99,100.00,99.99,100.00,100.00,99.99,100.00,99.99,100.00,99.99,100.00,100.00,100.00,100.00,99.99,99.99,99.99,100.00,99.99,99.99,99.99,100.00,100.00,100.00
Slovenia,92.41,94.54,96.02,97.06,97.79,98.30,98.67,98.94,99.13,99.28,99.40,99.47,99.53,99.58,99.62,99.65,99.69,99.71,99.75,99.76,99.78,99.79,99.79,99.79,99.78,99.78,99.77,99.79,99.82,99.83
Solomon Islands,0.06,0.10,0.15,0.23,0.36,0.55,0.84,1.26,1.89,2.79,4.09,5.84,8.22,11.30,15.13,15.62,21.18,27.02,32.01,39.10,49.08,58.89,65.49,70.01,73.80,75.77,73.57,76.43,73.30,64.53
Somalia,0.01,0.01,0.02,0.02,0.04,0.06,0.10,0.14,0.20,0.30,0.45,0.65,0.95,1.36,1.97,2.80,4.03,5.72,7.96,10.84,13.98,18.04,22.96,27.76,30.96,27.81,28.84,26.02,27.04,31.66
South Africa,1.66,2.17,2.82,3.64,4.63,5.84,7.29,9.00,11.02,13.38,16.11,19.18,22.65,26.51,30.79,35.42,40.45,46.95,49.24,53.06,55.28,59.10,65.49,71.50,78.51,84.04,88.11,89.52,92.70,90.95
South America,6.27,6.33,7.17,8.23,9.57,11.34,13.56,16.07,18.70,21.42,24.05,26.63,29.16,31.58,33.75,36.94,40.58,43.90,47.96,53.25,60.06,66.83,72.21,75.49,78.03,81.21,84.58,87.77,90.80,91.80
South Sudan,1.09,1.27,1.48,1.72,1.99,2.30,2.65,3.04,3.49,3.99,4.57,5.22,5.99,6.85,7.84,8.97,10.37,11.18,12.80,14.55,16.66,19.00,21.75,24.83,28.50,32.54,36.14,40.82,43.87,46.97
South-Eastern Asia,0.13,0.43,0.95,1.68,2.54,3.25,4.12,4.94,6.08,7.49,9.79,12.78,17.04,22.37,28.12,37.32,43.27,49.20,56.79,64.98,71.81,77.17,80.21,83.07,86.12,86.98,88.36,88.94,90.44,91.09
Southern Africa,1.66,2.15,2.75,3.49,4.34,5.31,6.46,8.00,9.74,11.93,14.55,17.49,20.89,24.59,28.56,32.76,37.48,43.56,45.91,50.35,52.94,57.02,63.30,69.36,76.65,81.68,85.39,87.52,90.67,89.22
Southern Asia,1.64,5.49,5.94,6.19,7.03,6.88,7.51,8.28,9.58,11.07,12.86,14.55,16.49,18.51,20.78,23.60,26.77,30.53,35.63,40.13,45.30,50.74,54.04,56.90,60.23,64.34,68.85,73.47,77.07,80.18
Southern Europe,5.32,6.55,8.75,10.88,13.34,16.05,19.05,22.43,26.52,31.28,37.26,42.66,48.92,54.35,61.42,66.45,69.96,74.79,80.55,85.73,89.93,92.15,94.12,95.71,96.80,97.41,97.80,98.05,98.33,98.47
Spain,0.88,1.39,2.12,3.18,4.66,6.60,9.12,12.21,15.87,20.05,24.73,29.79,35.17,40.79,54.94,54.11,54.36,59.24,67.83,77.60,85.23,91.10,94.93,96.61,97.24,97.51,97.61,97.64,97.89,97.62
Sri Lanka,21.43,22.82,24.22,25.60,26.86,28.04,29.15,30.26,31.41,32.66,34.04,35.56,37.20,38.92,39.63,42.67,44.46,49.74,56.77,63.23,68.81,71.71,73.10,74.24,78.89,83.99,88.78,90.99,93.52,95.22
Sudan,0.01,0.01,0.02,0.03,0.04,0.07,0.11,0.16,0.24,0.37,0.54,0.79,1.17,1.72,2.49,3.58,4.15,6.11,8.64,12.14,15.99,21.17,29.70,35.89,37.99,40.78,41.29,42.97,40.96,41.00
Suriname,0.89,1.25,1.74,2.40,3.32,4.54,6.18,8.31,11.11,14.72,19.31,24.94,31.58,39.11,47.25,55.58,63.72,67.89,77.14,84.03,88.04,90.94,93.32,94.74,95.34,95.11,94.77,96.03,96.73,97.55
Swaziland,0.02,0.03,0.04,0.07,0.11,0.18,0.27,0.42,0.65,1.01,1.53,2.31,3.45,5.09,7.36,10.44,14.42,19.34,25.06,31.87,37.75,49.76,56.62,60.70,67.70,71.61,72.47,73.96,62.57,73.08
Sweden,99.89,99.88,99.88,99.89,99.89,99.89,99.90,99.90,99.90,99.90,99.90,99.90,99.91,99.92,99.91,99.93,99.94,99.95,99.96,99.97,99.98,100.00,100.00,99.99,100.00,100.00,99.99,99.99,100.00,100.00
Switzerland,91.40,92.09,92.71,93.22,93.67,94.04,94.35,94.63,94.89,95.12,95.34,95.57,95.77,96.00,96.32,96.72,97.19,97.59,97.86,98.25,98.38,98.38,98.24,98.42,98.79,98.61,98.95,99.08,99.17,99.21
Syrian Arab Republic,0.02,0.04,0.06,0.09,0.12,0.20,0.30,0.46,0.70,1.03,1.54,2.30,3.40,5.03,7.34,10.54,14.73,19.89,25.81,32.95,39.61,45.84,50.85,54.09,56.02,58.48,59.19,61.37,64.10,66.88
Taiwan Province of China,0.00,0.00,0.01,0.02,0.04,0.12,0.30,0.68,1.56,3.42,7.00,13.08,22.19,33.91,47.01,59.81,70.95,81.66,84.40,92.99,96.75,98.07,99.21,99.68,99.82,99.88,99.91,99.93,99.97,99.97
Tajikistan,0.23,0.38,0.62,1.02,1.67,2.74,4.45,7.16,11.31,17.41,25.82,36.46,48.53,60.61,71.32,79.89,86.35,91.02,94.29,96.36,97.89,98.68,98.96,99.00,99.03,99.04,98.98,98.52,98.70,96.86
Thailand,0.01,0.04,0.07,0.15,0.34,0.66,1.32,2.54,4.73,8.36,13.98,21.96,32.18,43.90,55.77,66.45,75.24,81.99,87.00,90.66,95.36,96.04,96.36,97.23,96.97,92.40,92.73,94.72,94.75,97.18
The former Yugoslav Republic of Macedonia,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.05,0.13,0.34,0.82,1.90,4.01,7.91,14.46,24.53,38.24,53.97,68.49,80.27,87.91,92.34,94.58,95.56,96.11,96.79,97.44,97.21,96.72,98.65
Timor-Leste,0.15,0.19,0.23,0.29,0.36,0.42,0.52,0.64,0.76,0.90,1.07,1.25,1.48,1.71,1.95,2.22,2.63,2.81,3.52,4.05,6.79,16.76,24.96,37.94,50.28,57.70,59.53,65.31,71.59,75.31
Togo,0.11,0.16,0.20,0.26,0.34,0.45,0.58,0.75,0.96,1.23,1.57,2.01,2.55,3.22,4.14,5.52,7.68,11.11,20.66,24.83,30.35,41.34,53.63,59.10,58.16,57.05,60.87,66.29,72.66,74.80
Tonga,0.94,1.88,3.42,5.72,8.99,13.41,19.19,26.38,34.87,44.23,53.86,63.06,71.25,78.08,83.47,87.53,90.46,91.83,93.89,95.36,95.66,96.51,96.95,97.45,98.40,98.72,98.98,99.00,98.90,99.50
Trinidad and Tobago,2.12,2.97,4.09,5.54,7.34,9.55,12.19,15.24,18.79,22.96,27.59,32.62,37.90,43.37,48.95,54.63,60.39,65.89,71.39,75.97,80.05,83.90,85.24,89.44,93.60,96.06,97.00,97.91,98.61,98.76
Tunisia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.13,0.54,2.06,11.68,18.32,32.94,53.69,74.63,84.04,86.65,88.89,92.84,95.43,96.71,97.65,98.26
Turkey,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.04,0.11,0.29,0.74,1.84,4.24,9.01,17.10,28.76,42.85,57.30,70.58,79.56,87.95,93.27,96.09,97.44,98.19,98.38,98.11,97.06,96.60,95.85
Turkmenistan,0.00,0.01,0.02,0.04,0.12,0.33,0.85,2.08,4.80,10.10,19.03,31.60,46.40,61.06,73.55,82.96,90.38,92.88,96.97,98.78,99.42,99.57,99.62,99.68,99.76,99.66,99.50,99.76,99.87,99.94
Uganda,0.01,0.02,0.03,0.06,0.09,0.15,0.25,0.40,0.66,1.04,1.63,2.53,3.84,5.60,7.73,10.26,13.38,17.37,22.26,27.79,34.04,39.00,42.09,43.87,46.20,48.29,52.65,56.07,62.07,61.16
Ukraine,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.16,0.64,2.29,7.33,20.38,44.35,70.67,87.70,95.12,97.97,99.21,99.62,99.71,99.72,99.71,99.70,99.78,99.62,99.53,99.84,99.95
United Arab Emirates,0.03,0.05,0.08,0.13,0.19,0.29,0.45,0.70,1.08,1.62,2.40,3.53,5.17,7.50,10.81,15.29,23.58,25.90,42.59,63.91,72.94,73.38,73.62,72.66,73.42,73.74,82.07,78.66,96.20,94.98
United Kingdom of Great Britain and Northern Ireland,99.90,99.90,99.90,99.90,99.91,99.91,99.90,99.91,99.91,99.91,99.90,99.92,99.91,99.91,99.91,99.92,99.92,99.93,99.94,99.94,99.96,99.96,99.96,99.97,99.95,99.97,99.97,99.98,99.97,99.97
United Republic of Tanzania,0.07,0.10,0.13,0.17,0.23,0.31,0.40,0.51,0.66,0.87,1.12,1.43,1.86,2.38,3.02,9.97,12.13,14.75,19.29,27.13,37.73,50.59,63.84,73.96,77.63,76.91,75.79,76.65,77.17,76.43
United States of America,29.99,35.72,41.75,47.87,53.86,59.54,64.85,69.75,74.24,78.29,81.84,84.90,87.40,89.47,91.22,92.71,93.96,93.58,94.97,96.34,97.04,97.28,97.49,97.70,97.85,97.98,98.10,98.86,98.87,99.58
Uruguay,0.00,0.01,0.02,0.04,0.10,0.20,0.41,0.81,1.54,2.82,4.88,7.98,12.34,18.09,25.27,33.79,43.32,53.23,62.80,71.33,78.61,84.56,88.92,91.87,93.82,95.10,96.00,96.55,97.08,97.41
Vanuatu,0.00,0.00,0.01,0.01,0.02,0.05,0.10,0.17,0.29,0.50,0.85,1.42,2.36,3.82,6.07,9.38,14.07,20.19,27.69,36.57,45.07,52.91,59.09,63.51,66.71,68.57,68.02,69.38,68.15,66.22
Venezuela (Bolivarian Republic of),0.64,0.94,1.38,1.99,2.82,3.97,5.52,7.57,10.19,13.47,17.44,22.03,26.91,31.67,36.40,40.24,46.18,50.53,57.26,64.53,71.54,76.74,79.80,82.71,84.80,85.88,87.47,88.90,90.98,91.23
Viet Nam,0.04,0.08,0.15,0.27,0.48,0.82,1.39,2.31,3.73,5.79,8.65,12.37,17.02,22.58,29.11,36.10,44.72,54.32,64.38,72.92,78.46,81.87,84.33,84.91,83.97,83.07,87.04,87.15,91.37,94.42
Western Africa,0.55,0.66,0.76,0.81,0.78,0.96,1.17,1.50,1.96,2.52,3.29,4.12,5.29,6.76,8.65,10.87,13.65,16.93,20.52,24.95,29.86,36.53,43.99,49.57,52.35,54.63,56.99,59.96,63.05,65.09
Western Asia,0.05,0.14,0.20,0.33,0.52,1.01,1.54,2.03,2.92,4.09,5.81,8.13,11.92,16.45,20.31,29.73,41.88,49.86,59.36,63.80,71.35,77.62,80.07,81.74,81.72,81.95,81.73,83.00,84.06,86.72
