country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Togo,0.11,0.21,0.80,0.97,1.31,1.65,1.37,1.75,1.79,1.59,2.13,2.93,7.30,4.56,5.12,6.65
Tonga,1.38,2.10,3.59,5.10,6.70,8.58,9.35,9.53,9.06,9.46,11.08,14.05,13.69,15.48,17.68,19.25
Trinidad and Tobago,5.18,7.15,9.85,12.02,14.24,16.60,17.68,17.58,19.94,23.86,26.83,30.99,34.55,37.64,39.19,41.20
Tunisia,0.02,0.18,0.32,0.74,1.49,2.10,2.30,2.58,3.43,4.79,7.24,11.04,13.60,16.97,19.03,21.13
Turkey,0.44,0.88,1.57,2.61,3.58,4.44,4.94,5.42,7.14,8.70,10.77,13.87,17.88,18.95,20.91,22.33
Turkmenistan,1.83,2.25,3.63,4.24,5.45,4.64,4.05,3.80,3.99,4.11,4.30,4.47,4.63,5.06,4.95,5.19
Uganda,0.45,0.84,1.07,1.26,1.65,2.01,2.55,2.73,3.14,3.42,4.42,5.34,12.21,6.70,14.76,17.35
Ukraine,2.23,3.77,6.09,7.38,8.63,8.85,9.01,9.13,8.93,9.69,18.48,11.06,11.82,13.72,13.38,14.18
United Arab Emirates,1.99,3.39,7.01,13.08,15.14,14.22,12.49,12.26,11.46,10.66,12.14,12.28,14.58,15.84,15.78,18.67
United Kingdom of Great Britain and Northern Ireland,6.59,7.98,9.22,10.88,13.08,15.28,16.04,16.65,17.51,20.85,23.46,24.82,31.85,28.27,57.70,61.31
United Republic of Tanzania,0.11,0.15,0.19,0.34,0.56,0.81,0.80,1.05,1.32,1.39,1.75,2.51,5.54,4.02,5.45,6.36
United States Virgin Islands,,,,,,,,,,,,,,,21.16,21.73
United States of America,5.91,8.65,10.35,12.62,15.23,15.80,15.27,15.60,16.64,17.33,17.54,18.70,19.68,22.07,43.82,46.30
Uruguay,0.39,0.62,0.90,1.15,1.51,1.69,1.88,2.05,2.10,2.06,2.21,2.33,3.94,2.51,5.56,6.16
Uzbekistan,,,,,,,,,,,,,,,18.93,19.67
Vanuatu,0.46,0.70,0.99,1.30,1.55,1.79,1.91,2.12,2.21,2.12,2.40,3.41,2.55,2.91,3.68,4.31
Venezuela (Bolivarian Republic of),4.50,5.16,7.13,9.66,11.59,13.92,15.42,16.71,18.11,19.67,22.16,25.19,31.35,32.01,33.63,36.02
Viet Nam,0.89,1.28,2.05,2.82,3.21,3.35,3.08,2.92,2.57,3.46,4.99,12.34,8.93,11.03,25.18,29.26
Western Africa,0.37,0.55,0.91,1.06,1.27,1.78,2.52,2.91,2.88,3.06,3.53,4.07,8.24,5.05,5.44,6.04
Western Asia,1.94,2.53,3.54,4.26,5.51,6.46,7.06,7.28,7.66,8.20,9.45,11.66,12.55,13.64,14.15,14.93
Western Europe,3.37,4.29,5.61,7.58,9.11,10.29,11.36,12.35,14.05,16.84,18.92,20.25,35.97,23.81,23.98,26.24
Western Sahara,,,,,,,,,,,,,,,3.45,5.02
World,2.10,2.66,3.64,4.44,5.41,6.06,6.81,7.52,7.95,9.03,10.56,12.84,16.30,18.38,18.54,20.34
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.02
Zambia,4.38,4.64,4.87,5.00,5.01,4.83,4.75,4.45,4.51,4.53,4.73,5.02,5.35,5.18,6.13,6.59
Zimbabwe,0.89,1.19,1.54,1.92,2.35,2.71,3.28,5.27,5.74,4.71,4.20,4.33,5.51,4.92,4.95,5.42
