country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Tonga,2.88,3.89,6.01,7.96,9.49,14.43,17.99,20.16,21.85,24.34,30.97,40.50,44.66,52.46,59.51,65.59
Trinidad and Tobago,5.09,8.18,12.75,17.52,22.56,29.58,34.71,41.41,51.19,58.29,63.22,72.17,77.51,82.95,87.42,89.86
Tunisia,0.05,0.25,0.46,1.13,2.65,4.81,5.76,7.77,11.18,16.83,24.04,37.90,46.86,55.11,62.29,67.44
Turkey,1.27,2.16,3.58,5.38,7.46,10.43,14.24,17.33,22.02,26.90,34.28,40.62,55.99,58.86,65.51,69.00
Turkmenistan,25.24,27.78,44.09,54.98,71.75,79.38,85.61,89.83,91.97,92.66,93.96,95.14,95.88,96.41,96.78,96.88
Uganda,0.54,0.70,0.96,1.32,1.74,2.00,2.93,3.27,4.24,5.00,7.21,9.88,16.16,16.00,27.45,32.80
Ukraine,11.86,27.31,47.99,61.38,77.27,83.02,85.59,86.32,85.90,88.18,89.56,89.46,90.65,91.28,91.43,90.91
United Arab Emirates,6.80,6.75,11.74,22.64,36.84,45.68,49.88,54.69,58.83,61.30,67.31,68.14,77.68,79.86,82.87,82.64
United Kingdom of Great Britain and Northern Ireland,20.29,25.65,29.09,35.95,44.37,52.97,58.18,61.83,64.47,69.88,75.28,78.17,80.89,82.79,117.09,121.05
United Republic of Tanzania,0.06,0.08,0.12,0.19,0.40,0.72,0.85,1.34,1.73,1.90,2.37,3.69,7.01,8.07,10.95,14.17
United States Virgin Islands,,,,,,,,,,,,,,,67.67,70.51
United States of America,65.68,71.27,75.45,79.69,83.12,84.73,85.13,85.14,84.99,84.61,84.71,86.93,88.58,89.86,109.40,111.23
Uruguay,6.30,9.51,13.49,16.74,21.46,26.58,28.84,29.42,32.24,33.49,34.12,37.84,44.44,45.21,54.15,59.10
Uzbekistan,,,,,,,,,,,,,,,90.56,91.57
Vanuatu,0.65,1.21,2.07,3.10,4.80,6.25,7.08,8.99,10.34,11.34,14.61,16.78,20.70,26.56,33.55,40.29
Venezuela (Bolivarian Republic of),10.44,12.86,16.96,23.03,28.68,34.85,39.76,44.22,49.58,53.87,57.93,63.19,68.73,71.91,76.32,79.89
Viet Nam,0.44,0.74,1.54,3.67,6.55,8.64,9.91,12.34,13.49,15.14,21.94,28.27,35.75,46.10,69.42,78.81
Western Africa,0.45,0.82,1.56,2.16,2.91,4.20,6.14,8.72,10.06,12.85,16.19,19.26,24.49,25.67,28.79,31.89
Western Asia,11.02,12.71,16.38,15.28,18.93,23.54,28.58,30.96,31.46,32.60,36.21,41.07,47.83,53.76,58.98,62.29
Western Europe,23.74,31.03,42.29,52.09,55.87,61.67,66.65,70.54,74.37,76.39,78.51,80.61,86.72,83.69,85.63,86.94
Western Sahara,,,,,,,,,,,,,,,11.22,16.25
World,13.16,13.48,17.80,21.02,25.01,27.31,31.28,32.82,32.30,34.79,38.82,43.83,48.32,53.34,57.92,61.47
Yemen,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.76,1.73,3.06,6.72,11.52,23.22,40.35,48.68
Zambia,4.77,5.77,6.77,7.69,8.39,8.70,9.09,9.24,10.05,11.29,13.59,16.52,19.68,22.98,26.92,30.61
Zimbabwe,8.85,10.82,12.69,14.26,15.56,16.24,18.05,29.32,45.50,49.01,53.40,55.89,68.02,60.20,61.97,65.06
