country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Tonga,90.46,91.83,93.89,95.36,95.66,96.51,96.95,97.45,98.40,98.72,98.98,99.00,98.90,99.50,99.73,99.53
Trinidad and Tobago,60.39,65.89,71.39,75.97,80.05,83.90,85.24,89.44,93.60,96.06,97.00,97.91,98.61,98.76,99.88,99.80
Tunisia,2.06,11.68,18.32,32.94,53.69,74.63,84.04,86.65,88.89,92.84,95.43,96.71,97.65,98.26,98.79,99.07
Turkey,42.85,57.30,70.58,79.56,87.95,93.27,96.09,97.44,98.19,98.38,98.11,97.06,96.60,95.85,97.57,97.66
Turkmenistan,90.38,92.88,96.97,98.78,99.42,99.57,99.62,99.68,99.76,99.66,99.50,99.76,99.87,99.94,99.97,99.96
Uganda,13.38,17.37,22.26,27.79,34.04,39.00,42.09,43.87,46.20,48.29,52.65,56.07,62.07,61.16,62.81,67.35
Ukraine,87.70,95.12,97.97,99.21,99.62,99.71,99.72,99.71,99.70,99.78,99.62,99.53,99.84,99.95,99.99,99.87
United Arab Emirates,23.58,25.90,42.59,63.91,72.94,73.38,73.62,72.66,73.42,73.74,82.07,78.66,96.20,94.98,96.77,93.16
United Kingdom of Great Britain and Northern Ireland,99.92,99.93,99.94,99.94,99.96,99.96,99.96,99.97,99.95,99.97,99.97,99.98,99.97,99.97,126.24,127.82
United Republic of Tanzania,12.13,14.75,19.29,27.13,37.73,50.59,63.84,73.96,77.63,76.91,75.79,76.65,77.17,76.43,78.43,79.78
United States Virgin Islands,,,,,,,,,,,,,,,97.55,96.64
United States of America,93.96,93.58,94.97,96.34,97.04,97.28,97.49,97.70,97.85,97.98,98.10,98.86,98.87,99.58,124.43,125.26
Uruguay,43.32,53.23,62.80,71.33,78.61,84.56,88.92,91.87,93.82,95.10,96.00,96.55,97.08,97.41,99.50,99.68
Uzbekistan,,,,,,,,,,,,,,,99.59,99.51
Vanuatu,14.07,20.19,27.69,36.57,45.07,52.91,59.09,63.51,66.71,68.57,68.02,69.38,68.15,66.22,68.59,71.27
Venezuela (Bolivarian Republic of),46.18,50.53,57.26,64.53,71.54,76.74,79.80,82.71,84.80,85.88,87.47,88.90,90.98,91.23,92.03,92.86
Viet Nam,44.72,54.32,64.38,72.92,78.46,81.87,84.33,84.91,83.97,83.07,87.04,87.15,91.37,94.42,106.50,109.38
Western Africa,13.65,16.93,20.52,24.95,29.86,36.53,43.99,49.57,52.35,54.63,56.99,59.96,63.05,65.09,66.24,69.91
Western Asia,41.88,49.86,59.36,63.80,71.35,77.62,80.07,81.74,81.72,81.95,81.73,83.00,84.06,86.72,90.31,90.02
Western Europe,97.69,97.87,98.18,98.46,98.49,98.92,99.10,99.24,99.38,99.37,99.46,99.61,99.68,99.77,99.78,99.57
Western Sahara,,,,,,,,,,,,,,,49.15,56.47
World,53.94,58.06,63.33,66.86,71.23,74.90,77.30,79.56,81.19,81.98,82.08,83.84,85.61,86.10,87.03,88.10
Yemen,0.05,0.12,0.27,0.59,1.29,1.78,3.92,7.82,14.97,27.46,34.99,45.79,50.14,70.08,93.34,93.20
Zambia,54.07,56.71,59.27,61.78,64.19,65.84,69.12,70.06,71.33,71.57,71.73,69.75,74.54,64.23,67.09,68.69
Zimbabwe,22.33,28.85,36.06,43.62,51.87,58.65,68.22,79.85,87.22,89.36,89.76,88.07,87.87,83.72,84.11,85.07
