Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
French Polynesia,,,,,,22551.420762,23889.280194,21996.592771,24425.352754,22958.074992,22533.627109,24396.182673,22498.984341,23481.748678,26842.439446,24748.520502,25989.85957,25747.403449,27425.725327,27609.580615,26874.299144,26725.415809,26341.05518,26176.683755,26078.011068,25129.187148,27814.261058,27460.491777,25828.903188,25798.116037,25307.704548,25731.776022,24899.510811,24158.449666,23373.712745,22928.498656,22434.729936,22051.980786,22071.06276,22136.258729,22498.828553,22076.591916,21932.919533,22055.64197,21919.941059,21661.424466,21545.599714,21648.532238,21493.417831,20499.772303,19913.025269,19241.643795,18968.442216,18930.126889,18928.185862,19166.959476,19516.071835,20287.768583,20674.420683,21289.875124,19026.790444,19626.233254,20160.49943
Gabon,3311.296938,3756.641608,3987.373027,4176.149995,4307.947118,4601.58265,4738.291469,4857.542247,4899.79966,5195.799226,5527.636051,5969.450752,6511.21796,7026.715766,9594.103232,11184.72419,14823.882993,12653.31375,9377.062838,9187.357658,9182.526802,9399.27026,8866.934616,9113.436705,9533.316593,9058.49955,8741.051386,7044.156749,7730.935748,8162.582408,8354.26309,8627.389857,8138.868219,8237.743387,8322.610108,8514.940099,8603.008134,8870.125509,8949.121101,7944.645179,7596.099707,7556.769953,7338.756206,7301.671544,7148.987134,7130.225058,6724.08149,6908.673992,6468.385234,6264.836115,6481.496121,6699.233946,6803.226681,6938.257539,6998.605454,7047.126546,6991.325145,6840.059593,6724.596143,6817.568795,6534.279665,6479.049007,6527.482079
"Gambia, The",,,,,,,541.080189,526.393361,560.86834,558.546864,576.328495,559.629914,544.839052,577.94193,594.16138,648.280119,674.97403,676.455418,696.184905,664.353755,682.144429,680.763236,652.066636,696.849478,694.302649,662.008144,662.002325,651.245092,653.000031,663.33131,658.711165,651.229615,646.421032,641.918738,622.551319,609.618491,605.409925,617.297598,621.226058,642.873705,659.911238,679.539756,640.038932,665.834222,693.563314,658.676285,636.596027,637.209306,657.675679,681.433469,701.014525,625.46436,639.139882,638.522369,611.879473,619.536364,615.193365,628.777299,658.127833,682.797643,670.758643,689.49324,710.686979
Georgia,1438.215694,1484.579369,1536.956235,1578.119186,1640.504494,1789.993422,1902.996065,2002.255619,2072.582853,2151.355845,2387.468102,2421.141782,2464.772102,2601.538917,2806.253644,2991.210073,3150.857258,3345.207149,3572.82136,3808.019059,3948.865351,4122.876591,4169.979244,4311.298716,4506.668137,4688.071865,4266.724946,4285.872595,4479.400183,4146.256808,3534.032277,2768.810161,1513.850174,1062.095281,966.419596,1029.480546,1187.123206,1354.783522,1431.793361,1503.462988,1561.198676,1661.830191,1768.597012,1977.461433,2105.004728,2321.600843,2554.812535,2891.137023,2970.158583,2887.256079,3090.065137,3362.103003,3609.780799,3806.506006,3960.350801,4086.622347,4225.091549,4442.507441,4713.653548,4975.811482,4659.609253,5175.198652,5736.304496
Germany,12606.944265,13048.007834,13531.751366,13773.764821,14570.483336,15204.306731,15501.964722,15380.287493,16180.045385,17243.019857,18062.768173,18594.472885,19301.523249,20160.058327,20331.572096,20230.639203,21323.136643,22086.811364,22771.100903,23705.702333,23989.861145,24080.121203,24007.866926,24449.379799,25226.622459,25871.637817,26451.300927,26781.016299,27665.556776,28522.132216,29763.312466,31056.593882,31441.974348,30932.019306,31625.393968,32007.145403,32245.860838,32795.783346,33477.985646,34168.830821,35104.130847,35618.51437,35477.515154,35270.022728,35687.637871,36024.094705,37459.261328,38593.074991,39009.847764,36940.407867,38526.737104,40722.484927,40834.508822,40884.892676,41602.466128,41929.754911,42516.933706,43543.480705,43905.855006,44235.265895,42372.872678,44011.019463,44817.131633
Ghana,1100.763052,1106.494568,1124.533164,1146.372811,1144.138327,1132.307026,1058.323481,1064.839418,1043.066525,1078.403571,1152.051767,1179.060744,1117.823153,1117.342458,1159.775762,986.613046,924.779242,918.336702,966.366546,913.729023,891.578049,836.50966,756.2945,700.396046,741.569874,762.747784,784.937924,803.92961,829.017388,849.686579,855.852507,878.635704,890.313175,910.722898,918.428723,933.895312,954.325388,970.995739,992.206318,1010.881949,1022.275207,1035.226661,1052.465916,1077.699909,1108.304754,1143.311789,1185.265707,1205.317058,1282.634169,1311.630538,1381.22795,1537.81834,1640.540721,1718.597048,1726.369301,1722.772828,1740.811019,1841.446362,1915.453232,1999.553722,1970.194115,2030.048665,2067.208959
Greece,4985.760495,5599.497262,5586.542233,6225.129335,6786.241486,7481.903301,7909.245079,8289.869338,8829.42259,9814.49792,10666.620878,11453.212348,12535.127683,13488.124395,12573.348202,13248.921262,13938.538598,14162.991091,14993.689142,15293.931318,15246.994404,14876.1172,14617.235223,14375.699659,14591.863054,14900.086226,14927.761342,14541.860309,15110.414666,15602.973321,15438.793702,15727.473543,15717.046382,15374.862627,15604.033994,15857.416193,16005.951157,16501.031649,16973.829371,17358.434698,18002.906461,18742.423578,19548.367745,20632.255704,21688.105096,21880.526584,23220.532442,23973.693609,23923.880073,22878.134664,21547.724178,19448.255803,17924.66205,17644.876664,17903.525244,17980.729824,18049.928998,18352.088446,18769.038962,19216.675958,17486.951333,19232.968333,20552.322328
Greenland,,,,,,,,,,,15375.186664,17088.68445,17731.075029,18667.312823,19533.198752,19619.794175,20747.149688,22714.639146,24179.206268,25149.988702,27005.325967,26758.555717,25327.608422,25901.473975,24280.258122,24931.496847,26551.2406,27705.062097,28883.818146,30528.801562,26805.549697,26823.378376,25544.299263,24303.898289,25604.595688,26416.516503,26772.613814,27117.373295,29169.046581,29570.962337,31623.05915,31914.171096,31483.607478,32787.968036,34961.93561,36681.805589,38828.852494,39896.875364,42527.666847,42899.744199,43481.516109,42994.879087,43655.700466,43338.383925,45545.142941,44536.354971,46561.783143,46597.945247,47012.986035,48170.789696,48169.940696,48709.933976,49679.336541
Grenada,,,,,,,,,,,,,,,,,,3040.041564,3226.098489,3435.904235,3451.944177,3523.01455,3655.448158,3765.692681,3877.608512,4083.267759,4346.32354,4705.942651,4807.01373,4947.215949,5102.69173,5130.482575,5046.311072,4909.770764,4956.322451,5026.242156,5213.431037,5438.044582,6036.158998,6409.145915,6677.126523,6509.516603,6707.368735,7309.785471,7233.294944,8162.912321,7808.243583,8257.362257,8307.492215,7733.129906,7670.711658,7695.37616,7559.562848,7688.752977,8206.628621,8694.12438,8983.683973,9357.407289,9744.169196,9785.560402,8413.283355,8782.321934,9406.193376
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29576.221681,29685.953175,31483.814195,32520.372957,31242.462901,31385.047516,31941.270603,31988.722936,32644.148406,32665.378748,33404.931764,34044.319042,34755.269111,35165.701464,35373.848314,35850.902552,35731.220374,36830.126441,32884.885265,33239.484633,34627.986278
Guatemala,1884.560618,1908.029139,1917.853288,2040.171368,2073.588183,2102.466685,2156.038385,2182.525046,2309.260472,2354.71151,2424.599833,2494.629562,2609.488804,2715.387033,2816.264002,2802.064332,2944.830922,3105.807864,3181.468127,3249.096237,3287.024126,3226.259754,3041.616149,2891.730773,2825.72077,2730.143698,2659.141432,2678.488132,2705.89972,2734.556927,2741.538134,2765.882135,2823.67213,2857.296289,2894.431168,2958.348405,2967.993579,3019.287233,3089.975952,3129.120772,3165.932375,3166.203513,3213.268374,3222.154683,3250.20406,3284.809716,3388.150033,3527.778272,3569.928611,3516.192277,3546.625816,3621.374098,3655.573158,3717.304626,3809.615876,3893.505333,3924.778948,3972.740578,4040.212137,4139.122038,4005.839116,4268.628586,4385.148912
Guinea,,,,,,,,,,,454.021893,469.853004,472.476066,471.890919,488.622223,494.755008,525.693823,500.224867,525.818457,510.937904,515.075498,508.556747,507.412755,503.2547,499.09979,511.885503,514.948827,518.460706,536.935143,544.12529,548.371535,540.622747,540.768238,551.006743,555.962782,565.55336,574.302866,591.77353,601.907993,611.007686,614.137235,628.320555,650.554964,644.071218,645.182843,651.359607,645.472002,673.698997,684.77578,660.756701,675.736917,696.199991,719.505917,729.833143,738.272274,747.356967,807.236421,867.907503,899.907328,926.42222,945.570903,973.64689,987.502501
Guinea-Bissau,,,,,,,,,,,530.038208,507.729108,539.728777,540.022722,545.743584,554.539611,545.71672,474.082444,502.50398,494.912807,411.228191,478.365016,490.618441,466.478485,500.948088,513.57856,501.44168,507.779967,522.568587,545.34064,569.16967,585.585514,574.852003,567.860073,568.168872,578.38185,632.160907,660.537775,502.81554,576.330795,571.094015,585.837981,594.040535,579.092507,572.526465,595.942556,597.257152,597.482021,608.95862,608.202132,625.904027,658.953471,630.668623,634.095456,623.610159,645.066837,663.242608,677.466131,686.45682,706.298563,710.275129,729.627091,752.901123
Guyana,2733.670174,2795.915966,2765.602327,2373.894072,2587.337457,2799.889244,2885.010838,2947.367225,2916.586494,3057.003263,3130.481066,3182.829078,3039.045956,3040.965215,3240.0645,3480.326771,3501.590542,3380.430346,3293.62021,3210.167977,3247.672768,3287.40768,2852.842568,2661.880129,2533.834117,2603.4964,2591.39935,2628.318438,2546.091606,2436.296315,2377.217954,2528.080388,2716.75893,2926.936937,3164.667779,3312.649969,3566.134994,3778.006529,3708.046371,3813.330576,3759.607897,3847.094619,3894.871074,3873.041237,3937.114353,3867.933082,4076.779817,4382.104497,4472.345179,4649.341448,4860.09111,5133.895398,5403.798994,5573.342179,5635.717041,5640.415606,5818.616822,5997.182714,6080.906121,6278.630541,9010.610005,10711.997337,17365.333643
Haiti,1735.026571,1653.899226,1752.00307,1688.671124,1631.540712,1636.198146,1596.976597,1534.497964,1554.12753,1583.57821,1564.388952,1634.689639,1619.587594,1664.490818,1727.236664,1713.303796,1822.407345,1853.922184,1931.452296,2037.868166,2146.49093,2045.462558,1934.639428,1914.432476,1882.817893,1856.968113,1811.085824,1760.750451,1728.602543,1644.103745,1627.312645,1624.495989,1507.818729,1398.254646,1207.660545,1302.134912,1330.540399,1340.997021,1344.93904,1356.113446,1342.894905,1314.114197,1304.529381,1326.47161,1286.902821,1304.333037,1305.038138,1343.611114,1356.534001,1412.896535,1317.583893,1369.169213,1354.885461,1392.382047,1411.768348,1411.126847,1416.748819,1432.672286,1437.352519,1394.421141,1331.697785,1292.71955,1256.721436
Heavily indebted poor countries (HIPC),737.293604,718.105463,752.045532,758.307087,763.923155,772.889183,781.943495,779.040347,792.164264,807.013316,785.668679,799.373718,794.436733,796.819726,816.402372,810.893081,818.635842,824.419089,820.786334,801.969784,788.043272,794.103701,779.097755,760.205237,747.60137,737.770055,739.382221,741.831611,731.734089,722.297666,695.248635,683.111825,653.966879,635.530014,618.84197,632.557448,649.027,668.799394,674.491757,678.359688,679.180241,685.314052,691.889343,699.033703,718.761367,737.272732,757.521669,777.284501,798.444777,803.14416,829.378145,843.531584,853.586117,877.826286,899.664822,917.296109,929.831454,948.559641,960.452335,973.374706,946.680807,961.969993,982.924395
High income,10285.678291,10614.820892,11072.504736,11491.65058,12078.520523,12599.645846,13160.775736,13532.789457,14197.992373,14854.473864,15164.996604,15573.162095,16266.616226,17142.824443,17198.014846,17038.096756,17738.376488,18280.753096,18899.246647,19502.414185,19597.941145,19817.504837,19640.331288,20057.603097,20864.478494,21455.091346,21993.160517,22609.920977,23492.969642,24230.681923,24715.013966,24747.768052,24955.81765,25074.795842,25660.846911,26222.89283,26831.536033,27616.281592,28209.525523,29066.996145,30158.070078,30481.297187,30822.944048,31366.542132,32292.646997,33082.517795,33950.239704,34698.518434,34696.011596,33329.676736,34192.514661,34734.27544,35042.73414,35404.681044,35972.696457,36586.43469,37037.60219,37796.468988,38563.376923,39162.034955,37538.252369,39782.939844,40813.027073
Honduras,207.81524,205.377947,204.016219,200.822729,198.193157,197.556956,189.789344,191.312073,183.633008,179.893515,183.263952,186.117894,187.599062,190.114679,202.07639,206.601984,232.495117,244.925065,268.186072,290.046954,318.017226,330.912192,335.238356,348.185448,346.071904,351.880657,360.87899,356.889613,373.257584,388.784671,457.98104,561.125592,594.689001,656.869828,823.791676,998.356565,1193.388308,1420.731096,1543.757948,1677.779491,1789.477985,1789.18816,1807.973055,1842.2975,1908.909501,1975.856479,2056.534915,2134.195406,2175.147094,2076.308599,2108.473145,2144.562655,2188.393788,2205.401267,2229.247722,2271.20266,2315.729831,2383.373984,2430.135037,2447.616493,2189.431687,2423.766349,2482.223849
"Hong Kong SAR, China",,3956.03418,4333.8616,4847.3575,5139.814262,5739.58704,5791.090864,5737.119501,5807.391648,6363.721749,6782.659977,7122.075516,7728.272337,8435.886459,8370.845438,8254.032635,9468.546283,10427.160394,11085.848991,11709.224191,12553.126126,13397.317879,13580.042958,14174.705425,15435.975125,15386.650427,16876.252809,18945.706436,20386.217158,20635.549358,21357.261954,22388.621831,23585.672589,24621.652658,25526.443051,25620.024933,25551.3664,26631.793707,24856.764807,25237.657999,26933.237745,26885.428483,27210.069348,28097.108882,30304.312686,32401.390766,34458.049875,36371.685937,36924.088385,35938.590237,38090.021399,39656.339289,39887.833946,40959.981303,41796.868187,42432.161974,43087.545558,44380.810034,45280.507989,44195.276864,41451.298113,44530.926209,43281.685229
Hungary,2083.734532,2172.000438,2296.964081,2421.363515,2527.179187,3589.000681,3842.954033,4115.829758,4300.998322,4578.611337,4775.634613,5057.230646,5349.750181,5700.481965,6009.926606,6345.117638,6537.474672,7001.718413,7284.624242,7467.799039,7477.865431,7691.715417,7914.908493,7984.116972,8212.755725,8206.882332,8347.080017,8699.825353,8707.483567,8867.651031,8646.447544,7618.640296,7388.082294,7353.900207,7581.001022,7704.640902,7725.699804,7971.805549,8297.854195,8578.195064,8979.735786,9365.953932,9836.940651,10253.723921,10786.488199,11272.734543,11734.454473,11791.707442,11929.720987,11142.885929,11287.368667,11536.3579,11440.762272,11729.57208,12287.377944,12782.941258,13145.655989,13734.24428,14533.778314,15290.808547,14664.29712,15787.953543,16487.797394
IBRD only,994.191508,994.506141,1008.48003,1031.414005,1091.445617,1132.693888,1167.620795,1187.851525,1234.905351,1299.975585,1368.134324,1417.16318,1476.949107,1547.237695,1601.133498,1642.258897,1712.370725,1759.58918,1797.576541,1848.500793,1903.350904,1907.866587,1925.310259,1917.809331,1975.377722,2024.478962,2064.210375,2124.508753,2170.581918,2194.308681,2199.53015,2190.36447,2191.753875,2238.74341,2285.495031,2344.670784,2438.247013,2534.76789,2567.686094,2628.443409,2749.808317,2816.389776,2910.202783,3047.645434,3247.061243,3445.043853,3692.827796,3983.157199,4176.839783,4249.103224,4532.440687,4770.235922,4976.447432,5178.96431,5369.524527,5546.047753,5737.470766,5977.697398,6214.514173,6411.713263,6286.407756,6728.669409,6949.777441
IDA & IBRD total,955.445333,953.491068,969.53287,991.456782,1043.458016,1079.574784,1106.313982,1114.847026,1154.651435,1216.654685,1280.563142,1326.646281,1373.37731,1432.146066,1483.507188,1510.189945,1571.125495,1610.900744,1637.48394,1678.45302,1722.590841,1718.868606,1725.967707,1711.703809,1753.885623,1793.881182,1824.233486,1871.971877,1910.859048,1927.099401,1931.413583,1921.091099,1918.717793,1950.163976,1981.706066,2027.152454,2101.777241,2176.731298,2200.931918,2245.991555,2339.751014,2390.579853,2464.903236,2571.746731,2729.870462,2885.287547,3077.741915,3301.244243,3448.172452,3502.684728,3719.859754,3896.565233,4047.323252,4201.845638,4347.003908,4474.435253,4610.837555,4784.655011,4955.367617,5093.379818,4971.587221,5284.674267,5436.747488
IDA blend,980.199558,972.899192,987.685805,1041.507933,1073.913367,1100.297351,1077.726858,977.535609,981.026411,1098.702539,1252.541924,1346.272232,1362.763452,1399.642796,1471.172253,1410.099984,1462.160272,1495.697138,1457.49575,1490.865949,1497.885913,1394.959604,1336.621977,1257.969235,1237.78216,1272.178206,1269.783033,1274.383956,1311.238081,1312.239765,1349.039187,1334.483686,1334.913054,1296.200854,1273.375345,1267.836624,1292.651805,1289.503288,1290.90451,1283.646865,1294.786352,1311.162066,1360.488992,1387.373332,1452.761121,1501.631508,1548.605042,1590.642881,1614.19474,1665.566825,1720.093349,1749.060363,1786.643067,1848.241748,1914.263162,1947.852468,1953.37241,1968.315408,2003.848511,2023.858189,1918.379847,1960.829559,2014.882219
IDA only,,617.032232,646.863856,643.392586,651.954165,658.982965,659.72475,654.159918,666.923819,676.398824,661.160309,659.76381,639.96341,638.002602,661.495848,649.399878,658.260432,657.047923,654.248356,643.426172,645.743025,652.833017,642.379108,634.836752,629.935331,626.922948,629.188214,636.225221,640.893576,632.854121,625.254544,624.065244,614.715237,611.645324,603.697082,618.940812,634.794325,653.185317,664.870473,675.663099,688.770585,700.753433,714.992762,736.012835,762.575662,792.915051,823.900174,857.079928,887.590717,904.189619,941.170103,959.367445,960.714392,987.020783,1014.816439,1023.438947,1043.112825,1073.155002,1100.055106,1126.690211,1096.831734,1111.691905,1134.367939
IDA total,728.170751,718.531589,742.323561,758.782311,775.409939,789.021176,781.882228,744.045206,753.330555,799.54531,842.816074,874.365644,868.128715,879.907783,919.693748,892.08347,916.504349,928.489411,914.788939,920.641831,927.142113,898.701306,873.228063,841.785783,832.190474,843.04697,844.58226,851.596599,868.7667,865.1531,874.961183,870.108126,864.697305,849.08384,836.046476,844.035182,863.209193,874.121636,882.376307,886.927916,899.614283,913.556205,940.325371,963.438933,1003.985205,1041.062801,1077.823051,1114.493352,1143.006941,1172.442693,1216.180562,1238.547332,1252.842685,1291.789019,1333.068621,1350.307581,1364.458106,1388.621537,1418.007084,1441.631398,1384.639834,1408.700892,1441.892732
Iceland,14221.144816,13936.351136,14817.935954,16053.101177,17328.636514,18273.617747,19538.978836,18983.949801,17696.460787,17951.747928,19189.744942,21521.336954,22518.733919,23691.129365,24706.483883,24550.136146,25756.173246,27820.577729,29265.143049,30388.791805,31797.028922,32777.183211,33038.824537,31902.888748,32868.730725,33684.674952,35535.600845,38152.147562,37525.556606,37159.494627,37302.806033,36790.486822,35105.287008,35206.566458,36162.291125,36008.584623,37425.514272,38657.276387,40926.715814,42010.937618,43472.336986,44545.982264,44389.556051,45088.922598,48101.711629,50674.441125,52306.128469,55457.360142,55360.813602,50581.08462,49528.486458,50058.83025,50375.411689,51696.087653,52102.575792,53505.696408,56049.292865,56657.980029,57731.65234,57118.845272,52464.307286,54285.020915,57606.875609
India,312.777848,316.739645,318.381946,329.641495,346.011883,329.392574,322.241318,340.080026,344.128288,358.966799,369.192481,367.03331,357.077929,360.637844,356.61507,380.159941,377.496025,395.443307,408.516944,378.219593,394.18224,408.15355,412.596737,432.429235,438.541706,450.966704,461.725611,469.209956,502.937342,521.073384,537.87027,531.898398,549.23507,563.372872,588.727892,620.699954,654.355928,667.598423,695.293709,742.539208,756.70411,778.507378,793.615913,841.278895,892.596615,947.732566,1008.232753,1069.246968,1086.506053,1155.101633,1235.159391,1281.610544,1333.096266,1399.453798,1484.316407,1583.998159,1694.46535,1788.697703,1883.357727,1936.030677,1806.501106,1965.309434,2098.211245
Indonesia,597.734507,614.678,608.672831,578.480953,582.039622,573.642474,575.863302,568.830964,614.066837,638.076486,667.649761,695.446972,724.833992,763.256636,800.65408,819.538911,854.398567,906.717766,944.755243,989.6783,1061.791789,1119.39911,1118.383207,1139.006301,1191.590588,1195.123115,1240.064756,1276.13232,1324.37573,1396.699709,1470.918223,1544.995809,1617.109549,1693.107426,1790.3273,1905.542361,2020.991481,2081.841669,1780.200495,1767.514667,1828.10266,1868.591723,1926.374359,1991.918205,2065.706175,2155.447802,2244.080223,2355.152857,2464.601934,2546.219697,2670.81291,2799.624688,2930.518445,3055.24246,3170.72103,3288.222697,3416.810052,3553.519993,3701.321555,3850.903217,3739.449066,3850.688773,4024.912253
"Iran, Islamic Rep.",2345.110872,2512.11791,2629.728193,2729.806551,2870.380126,3255.501358,3518.616218,3797.076967,4215.936732,4726.092522,5085.756817,5612.363015,6240.700774,6511.654543,6688.445213,6468.122395,7422.128609,6996.184314,5901.81296,5016.914868,3793.354297,3394.343582,3965.275505,4236.716811,3788.977629,3720.532623,3234.885431,3115.618032,2833.187578,2920.369311,3222.201027,3534.653964,3579.732218,3514.519666,3448.259569,3492.17205,3674.032686,3679.275349,3704.56563,3725.317458,3885.301834,3917.299355,4198.953561,4511.43134,4607.451691,4650.358415,4778.793458,5084.71796,5035.940085,5023.893144,5249.061334,5321.758707,5058.646378,4916.972919,5093.203197,4952.733555,5312.61725,5395.23984,5127.224954,4952.456691,5132.824308,5300.62272,5465.314475
Iraq,997.925582,1045.351594,1061.124931,1051.080488,1167.096492,1249.761567,1268.039837,1117.057934,1290.031896,1286.793543,1299.358927,1322.70187,1325.755803,1337.44392,1501.237125,1633.763364,1852.730765,1826.170528,2066.874262,2419.115152,2924.319168,2817.121215,2833.014421,2390.549198,2282.722617,2260.876321,2308.443275,2454.995024,2398.237977,2262.470445,3526.579251,1254.630574,1615.039035,2005.563532,1985.79692,1961.092551,2108.823283,2478.843104,3242.957339,3691.740513,4172.780251,4116.094053,3660.925275,2250.069901,3354.265888,3310.863445,3471.987447,3565.580541,3781.780017,3768.172843,3881.94327,4030.016869,4387.904691,4504.826875,4446.973432,4440.141893,4932.927291,4736.327108,4749.009218,4898.148977,4213.998438,4182.50064,4412.997331
Ireland,8523.762082,8964.6394,9214.972403,9596.021595,9911.03018,10064.910045,10114.373846,10649.242386,11475.365109,12077.42853,12295.61255,12574.286318,13192.797415,13595.866938,13942.181627,14490.450187,14472.496522,15450.216869,16327.278187,16606.297177,16921.795746,17280.927006,17509.211755,17343.04805,17986.419721,18511.755187,18424.090303,19281.22322,20374.155701,21644.28876,23456.999356,23772.566306,24400.30644,24932.377054,26263.709175,28646.817622,30518.403934,33543.994298,36105.918484,39460.475866,42599.480392,44151.153603,45974.488199,46594.862027,48856.323859,50547.212373,51656.819486,52849.694843,49461.159428,46466.379427,46991.646467,47539.918174,47147.160467,47928.034649,52044.620118,64250.138518,64205.979777,69748.622103,74029.055061,76485.635855,80927.936475,92781.232215,97793.536667
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,18303.435665,18416.358916,21835.222433,23666.150133,26035.854032,27362.568065,28042.444121,28128.448582,28133.832436,28694.416094,29676.142211,30802.893091,32928.832456,35337.912829,39591.571257,44456.456271,46274.970969,48252.76385,50714.58247,53224.352776,55464.022099,58201.599084,62075.76016,66029.975591,68520.682562,69192.025822,70747.841759,71727.505508,77009.297861,80383.827309,84778.580664,84753.518742,90783.764725,93200.310808,95040.406175,95110.138599,86595.06761,89873.542009,86103.337931
Israel,8790.791155,9458.136878,9927.99617,10592.587383,10989.865754,11567.441303,11268.063456,11115.110253,12653.070264,13999.945532,14532.979304,15625.367116,17083.558107,17322.735031,17903.86263,18067.147951,17725.250287,17512.219183,18099.307037,18735.452279,18596.520663,19203.316094,19238.491415,19526.273808,19452.602756,19884.100131,20399.212637,21505.48678,21767.593315,21524.431538,22395.111883,22716.566875,23647.782429,23975.468631,25097.990127,26050.726591,26859.877461,27143.456004,27620.656312,27814.026056,29413.489458,28808.130014,28195.867639,28092.617625,28883.247589,29623.717281,30734.961984,32103.162858,32554.041321,32178.572739,33344.721329,34540.674978,34738.6587,35489.508656,36129.314611,36213.104148,37093.787907,37963.049119,38729.642604,39407.201608,37935.543272,40804.96898,42516.388809
Italy,9731.196254,10459.714364,11033.688864,11567.945871,11794.160836,12077.462022,12701.161881,13514.757363,14308.559421,15095.412788,15813.201116,16025.77488,16523.133159,17580.912084,18426.908003,17934.322865,19116.610762,19522.996929,20083.880209,21219.266964,21901.926871,22060.328707,22135.162855,22385.841603,23102.811543,23742.385495,24420.080286,25196.988118,26241.161906,27109.97056,27625.179231,28030.765384,28245.427105,27987.432897,28583.625533,29408.320957,29795.659775,30353.377824,30892.175865,31405.260901,32609.667463,33243.599344,33267.447448,33110.169849,33348.974482,33407.675472,33873.049368,34159.910924,33550.63408,31587.063842,31928.554362,32039.503249,30953.414745,30330.02216,30325.028779,30639.882975,31077.679268,31635.522771,31819.397183,32180.434102,29469.798924,32267.709105,33891.886653
Jamaica,,,,,,,4135.079066,4160.195456,4349.023935,4538.596558,5023.680601,5078.134727,5906.340141,5497.875709,5186.842864,5101.618673,4698.212026,4520.748828,4466.16984,4367.434853,4067.644273,4120.923885,4148.803843,4169.467681,4051.266025,3887.220021,3923.626474,4199.518317,4336.704532,4616.031146,4773.628482,4960.830406,5008.128834,5423.350842,5442.167404,5514.512528,5455.193347,5343.480492,5174.282956,5187.995796,5197.396922,5234.027444,5305.876587,5467.17407,5507.201351,5525.735778,5656.668036,5710.538784,5639.589749,5372.142342,5271.572215,5339.621702,5284.008526,5289.884385,5307.191654,5339.307183,5472.28314,5586.136572,5717.876211,5814.792753,5317.84145,5607.453783,5965.461275
Japan,6388.878101,7094.470465,7655.05526,8219.987397,9084.795181,9510.549566,10426.639903,11462.926387,12794.623624,14221.052367,14114.315818,14456.821195,15455.136943,16463.279173,16046.784682,16333.674818,16801.925031,17370.616547,18120.728427,18953.333914,19334.374744,20011.829251,20525.295851,21122.964842,21912.151862,22898.994242,23527.712519,24503.084566,26026.864882,27199.93997,28422.213119,29308.274088,29462.653967,29232.439793,29466.755245,30171.163792,31046.170154,31276.193077,30795.08889,30636.266117,31430.63113,31476.052067,31416.124177,31830.217585,32515.115802,33098.547466,33531.518563,33990.036034,33557.645404,31651.083774,32942.202078,33011.13423,33518.444937,34239.886247,34386.905855,34960.639384,35242.199377,35861.972855,36138.529082,36043.784401,34642.971874,35741.160106,36238.32949
Jordan,,,,,,,,,,,,,,,,,2926.451256,3073.820953,3415.765518,3991.690342,4278.632884,4816.74408,4939.755373,4619.982517,4605.21127,4280.416438,4312.611019,4213.354798,4080.287495,3472.225097,3202.33686,3010.137312,3264.844726,3238.475417,3240.445451,3303.287179,3262.106152,3280.697932,3302.299427,3341.656443,3412.076732,3518.766353,3644.624346,3713.151936,3935.157047,4151.61313,4209.86864,4287.352298,4489.955455,4615.230678,4621.574285,4631.677038,4677.47614,4556.520237,4282.118728,4042.756781,3933.147046,3940.701992,3928.770268,3919.064269,3806.879494,3874.327141,3909.802289
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.082157,4910.153241,4635.421547,4223.128202,3740.978109,3498.514544,3583.369084,3728.963865,3750.564946,3899.657231,4269.330168,4822.528628,5267.699032,5724.431992,6233.294394,6787.411555,7450.396871,8036.875998,8216.521816,8218.399126,8704.706555,9223.302134,9531.914776,9959.725869,10226.710054,10196.122626,10151.423313,10404.271865,10670.212015,10989.684072,10565.035982,10873.391528,11058.348241
Kenya,792.95802,704.532413,742.214803,776.614053,783.777274,768.312009,847.028482,841.449011,873.39632,906.636183,831.801819,980.029449,1108.227141,1133.748285,1140.552559,1113.009776,1100.656501,1165.368612,1203.767877,1251.319133,1275.282697,1276.927788,1250.613969,1221.534859,1198.094372,1204.919324,1245.98851,1274.22088,1306.364337,1320.507745,1329.333128,1305.464157,1255.938706,1223.506167,1219.784111,1237.882505,1254.210252,1226.195421,1232.066581,1224.634046,1195.412969,1202.293488,1171.426252,1169.144337,1191.254436,1223.447385,1263.541647,1309.910929,1273.772261,1276.735035,1340.164674,1370.580009,1396.301787,1413.941425,1450.593382,1489.119598,1517.977961,1542.33774,1596.690459,1645.709618,1609.334141,1698.895783,1747.531988
