Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Central African Republic,575.894391,593.189558,560.326768,545.581409,545.874892,539.81704,531.903091,544.747073,540.093413,565.308343,565.812174,560.464656,549.598712,549.35455,573.024209,564.260762,586.137158,602.199701,603.119668,581.982298,549.851069,535.271803,569.909861,517.400561,559.576064,574.324851,587.348322,551.039435,551.20937,547.973639,519.786736,500.991151,454.148968,441.384908,448.784443,468.150528,437.925055,448.634664,457.148858,460.8279,437.168928,446.658634,452.808702,418.240532,433.825228,427.968043,439.294331,450.762785,450.313617,492.215399,519.141456,532.382955,553.729578,349.821172,351.561555,366.322854,376.858254,387.357951,395.020015,401.825822,398.834274,396.020623,398.915398
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6751.231056,6032.126723,5753.064637,5768.725849,5982.609553,6333.365465,6631.853506,6792.748798,6983.370044,7127.710017,7450.860823,7730.948756,8057.222319,8405.63159,8923.859047,9387.59189,10036.478797,10712.554332,11176.987955,10792.829696,10998.653483,11421.73327,11544.542726,11661.976924,12076.157256,12596.886255,12991.546016,13696.463586,14411.9812,15024.01273,14621.136373,15739.135232,16397.258392
Chad,802.089876,797.068976,822.960173,793.479197,757.985042,747.496564,719.764274,711.310054,694.261864,727.223959,725.503971,694.390943,686.870232,614.675542,630.550199,672.704475,679.058004,681.351575,665.899725,512.207079,480.157387,484.57416,487.048325,536.180953,540.00716,651.091982,606.106004,571.257671,637.738401,646.594145,602.670686,630.620683,652.785002,537.410536,578.423504,560.331447,547.925799,559.259856,577.909573,554.148901,530.600331,572.806707,600.171452,661.556917,845.518131,952.87191,914.210665,920.352816,916.087275,871.485311,956.953019,965.286964,1016.421521,1008.617114,993.321158,993.990731,923.565872,879.075895,898.834794,917.20371,884.980542,857.527631,862.602128
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67617.82054,64722.983299,65006.487129,60861.900646,60780.669022,61892.808345,61847.821224,62434.185944,63393.39387,63859.98261,64594.521391,58636.703614,64267.693002,67508.938528
Chile,3222.683207,3330.52708,3391.270679,3512.5701,3528.857927,3485.361047,3813.488042,3879.663995,3948.300266,4040.005801,4039.58221,4353.536195,4252.435671,3973.503973,3959.795825,3419.827971,3488.609518,3818.628043,4063.418503,4341.27884,4627.193491,4866.126698,4244.098994,3975.622306,4072.504649,4153.370199,4310.543629,4528.633377,4783.260352,5192.6138,5290.536948,5606.865573,6151.765465,6461.732174,6688.297177,7201.131004,7605.28953,8058.942288,8287.450611,8161.451689,8465.353033,8632.014824,8810.690527,9130.784262,9642.374787,10104.420839,10611.614401,11051.345072,11356.092211,11116.409344,11649.289709,12252.844107,12882.834418,13182.732962,13285.954036,13433.920299,13505.097711,13473.345853,13763.006884,13630.593544,12679.024004,14051.471363,14283.14895
China,241.388656,177.353934,166.08929,178.749039,206.399719,235.704122,253.637444,232.93683,217.629499,247.617408,287.360991,299.312841,303.174294,319.325277,320.021424,341.835494,331.302442,351.558279,386.173258,409.983402,436.591787,453.072707,486.894421,531.391311,604.354027,676.279975,725.829363,797.341143,872.659354,895.530526,917.270662,989.548541,1117.273295,1258.349461,1406.858457,1545.194294,1681.627435,1819.097893,1944.437197,2076.818129,2237.442985,2405.893967,2610.729603,2857.037354,3127.862765,3465.817344,3883.354129,4409.757008,4811.474718,5237.766665,5764.86535,6275.909564,6723.194438,7198.068765,7686.57793,8175.332851,8679.377045,9221.514038,9798.652852,10356.480419,10573.642006,11469.570713,11830.59837
Colombia,1961.229144,1998.423162,2042.635277,2046.307564,2108.008781,2119.994987,2167.356708,2194.443655,2262.174243,2338.107144,2421.225023,2504.497311,2634.720686,2748.145534,2841.381348,2843.731018,2914.011966,2968.662581,3148.238868,3244.086517,3300.511702,3298.732189,3253.880469,3228.355931,3260.284592,3289.712097,3410.159653,3520.16262,3588.969636,3636.075692,3714.184993,3713.177275,3787.594292,3912.659084,4059.321461,4189.727709,4198.691263,4265.693519,4213.828005,3967.113399,4016.809517,4020.507898,4058.284936,4154.175285,4311.915913,4457.275375,4694.034429,4947.252608,5048.571872,5046.971218,5214.245476,5517.101109,5675.75618,5910.805923,6121.83982,6248.514905,6316.070678,6309.677453,6353.546429,6439.963598,5891.955232,6457.169218,6856.725905
Comoros,,,,,,,,,,,,,,,,,,,,,1171.472182,1201.09864,1215.692642,1218.845928,1234.651053,1233.951766,1224.918972,1216.490415,1242.895922,1199.037232,1253.761963,1148.139319,1207.292094,1215.649505,1146.707139,1190.50038,1164.203361,1194.794873,1174.689896,1185.070436,1150.828401,1188.50107,1217.115016,1216.980367,1231.147468,1274.614366,1227.246364,1212.696291,1235.972472,1250.900353,1272.606507,1299.11099,1313.581249,1343.545117,1342.328024,1329.370482,1345.625557,1369.410383,1391.846205,1389.364306,1359.706247,1359.76242,1368.374189
"Congo, Dem. Rep.",1302.843459,1131.987726,1336.699809,1369.600822,1300.8959,1278.250794,1326.487714,1275.648,1292.45762,1372.721588,1330.801917,1372.671587,1338.804773,1409.509601,1415.301378,1309.616941,1208.439922,1187.227818,1089.43139,1056.327649,1046.198842,1040.052437,1004.689177,987.078612,1007.531581,979.229876,993.629063,988.544179,961.885634,920.159122,831.662947,736.691215,637.436883,532.214451,487.814601,471.254217,457.551786,424.96661,406.859288,376.622893,339.526822,322.03392,321.547848,329.709537,341.714926,351.708486,358.454382,377.437143,393.331182,383.515898,400.619568,417.130434,438.406058,464.526715,481.830242,495.826633,480.461378,482.854682,495.312106,482.524295,470.85295,485.160806,513.512704
"Congo, Rep.",1192.856165,1259.504326,1290.763256,1206.153414,1218.55874,1228.776009,1210.73884,1201.401304,1255.929519,1311.230017,1353.238174,1414.238711,1489.165263,1562.126272,1633.52186,1711.437547,1685.482309,1498.318024,1556.667172,1670.779661,1921.968618,2211.316742,2674.951092,2773.626638,2894.099735,2776.764285,2511.48682,2443.790199,2415.940916,2408.141599,2363.767018,2352.527541,2346.679138,2255.943608,2069.796405,2092.543379,2122.628193,2064.753604,2095.344036,1986.847892,2057.01922,2056.165059,2100.168767,2058.886837,2058.884029,2140.036862,2226.023355,2004.10104,2061.558299,2211.315724,2332.285081,2307.493844,2467.061029,2390.657549,2488.681185,2439.351894,2174.193103,2003.271211,1909.956038,1885.510809,1725.5104,1701.790605,1686.002344
Costa Rica,3609.409198,3542.674004,3600.833093,3713.741159,3718.236031,3890.273123,4029.533842,4127.673816,4348.207358,4459.98825,4665.116491,4850.539637,5112.646907,5368.036924,5523.188845,5496.157617,5650.75234,5994.142454,6202.51127,6335.45848,6211.829891,5908.217224,5329.871854,5333.852102,5605.375749,5492.83543,5641.943909,5756.519068,5802.828915,5979.074106,6037.051117,6018.682837,6408.205315,6693.490832,6826.322734,6940.837021,6871.60941,7085.988343,7430.172411,7584.42137,7726.519857,7854.233958,7989.559261,8207.457468,8445.529149,8655.339654,9160.294375,9779.511494,10104.909204,9883.67567,10285.085666,10612.469486,11001.519286,11151.143787,11422.673579,11714.710598,12084.435133,12468.565453,12679.525364,12877.650101,12242.209891,13146.692792,13686.161409
Cote d'Ivoire,1495.167468,1584.797008,1544.730841,1701.850981,1925.781852,1795.154465,1927.012912,1939.09574,2099.199405,2209.899572,2340.310652,2453.146528,2445.076113,2475.02677,2466.819985,2551.297064,2765.867721,2861.158768,3055.940305,3010.660748,2576.916601,2562.425919,2466.303638,2276.867,2128.641905,2138.060112,2123.074601,2035.62091,1981.388775,1962.4217,1866.07857,1794.120626,1719.712613,1649.470362,1598.692391,1647.087771,1706.9765,1801.131631,1808.42289,1770.865404,1717.953857,1636.573187,1551.279259,1441.588018,1451.865471,1431.733202,1437.774538,1420.173896,1454.627318,1473.91837,1540.529273,1426.464639,1503.43433,1632.327128,1742.53693,1814.718551,1889.277779,1972.814318,2013.323076,2093.099943,2055.08484,2146.476353,2227.098452
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9754.649025,7842.552478,7095.226959,6490.83458,6795.712494,7304.709285,7857.992364,8383.470543,8577.506944,8541.532604,8880.269807,9515.735698,10062.03968,10619.307824,11059.098061,11522.790525,12104.042147,12717.9876,12970.437696,12099.552178,11965.004929,11993.071318,11780.474277,11838.215245,11862.760949,12283.784062,12848.419539,13485.301251,14060.987483,14641.663971,13545.488116,15395.128778,16618.111187
Cuba,,,,,,,,,,,2620.087708,2795.975227,2884.411174,2941.10693,2932.404557,3174.549765,3314.86184,3574.737354,3785.596853,3806.654422,3606.743901,4297.337305,4650.666056,4863.893643,5206.71097,5246.135302,5206.529667,5036.672201,5174.621206,5160.026813,4961.457389,4395.454935,3861.874374,3270.550476,3280.384533,3348.887632,3599.324986,3687.425304,3680.98418,3895.546433,4112.261684,4229.903094,4277.395656,4426.965996,4670.188021,5182.352836,5799.411637,6215.766037,6469.085078,6561.253051,6716.490485,6902.163976,7109.248342,7307.820044,7392.483246,7727.919972,7774.069846,7927.277694,8120.431236,8124.752821,7252.288112,7379.042753,7552.331522
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21523.645846,22171.065493,22231.879256,21840.891265,21512.111552,21112.321872,20913.66299,21011.157012,21202.430461,20952.899795,20706.437408,20518.098578,20277.511257,19921.477179,19529.528593,19361.812963,18953.053855,18651.479697,18355.176579,17980.529795,14849.969694,15625.411423,16772.81472
Cyprus,,,,,,,,,,,,,,,,6173.318359,7484.832031,8708.450195,9350.990234,10197.662109,10667.838867,10756.256836,11269.81543,11801.192383,12669.495117,13127.527344,13458.526367,14253.557617,15322.686523,16306.328125,17144.46875,16829.912109,17928.541016,17623.285156,18281.021484,19453.845703,19385.287109,19617.185547,20562.296875,21349.75,22383.964844,23019.25,23604.189453,23930.783203,24799.648438,25631.367188,26395.503906,27156.818359,27449.226562,26183.685547,26090.048828,25538.78125,24285.496094,22711.71875,22373.578125,23088.441406,24477.986328,25666.003906,26962.40625,28167.160156,26895.683594,29517.072266,31370.550781
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900.584458,10543.619598,10479.491867,10475.084915,10775.944389,11453.380019,11944.717147,11886.34809,11850.839621,12026.468808,12543.936434,12958.466761,13179.987809,13618.934963,14259.633428,15147.721442,16107.30425,16892.542855,17190.647033,16272.808477,16665.931783,16926.284667,16772.353922,16759.780864,17118.042557,17931.598767,18359.09781,19257.693068,19736.629526,20360.059922,19233.146955,20373.878304,20627.348651
Denmark,17520.746478,18508.69644,19405.895684,19376.280336,21003.910993,21790.231231,22208.428916,23330.99516,24546.653853,26071.039946,26356.127024,27005.365072,27871.04354,29010.519146,28597.322307,28112.97095,29723.091105,30218.960041,30853.372011,32025.19135,31745.916788,31519.635813,32770.486722,33663.586471,35142.767456,36587.445292,38268.068394,38396.567075,38482.666359,38727.718376,39306.793923,39776.596177,40447.232828,40280.893586,42270.652087,43328.529342,44331.619964,45546.589615,46437.192107,47657.17319,49266.988276,49557.150996,49624.596536,49708.090908,50956.30454,52015.184117,53823.15903,54113.977147,53572.534657,50635.911806,51209.449276,51667.531321,51470.689845,51970.390932,52368.362597,53094.013361,54300.203962,55601.014572,56355.073308,57114.622734,55934.555595,59312.815804,59108.744937
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.137694,2253.140822,2376.125547,2502.851814,2596.451347,2677.165033,2781.943501,2773.406618,2854.15987,2959.78673
Dominica,,,,,,,,,,,,,,,,,,3222.034456,3545.926455,2885.595198,3266.228427,3624.750097,3789.84214,3904.070876,4085.355494,4161.42449,4476.868284,4784.914304,5189.254754,5212.928461,5536.879017,5638.30733,5750.325414,5865.476471,5863.782837,6042.201965,6235.059174,6381.539652,6639.15946,6687.239877,6879.597373,6897.656741,6676.972715,7047.661896,7323.853001,7381.747285,7698.537015,8106.189519,8682.573782,8582.714814,8574.273087,8553.838467,8532.343881,8459.658699,8576.263676,8282.598747,8499.522919,7985.63411,8261.164926,8624.51696,7302.94455,7738.317301,8590.922091
Dominican Republic,1375.707224,1302.093113,1477.332684,1525.892139,1580.544806,1343.169488,1480.139017,1485.057064,1446.257435,1558.836679,1791.745545,1931.673206,2073.939328,2277.572913,2349.435763,2406.522883,2502.184128,2560.102643,2549.465625,2599.289479,2738.159685,2787.515166,2769.430266,2831.543739,2802.38052,2682.599975,2717.575298,2929.525962,2930.167083,2995.08175,2772.770656,2741.939081,2989.606302,3147.670603,3167.944941,3286.361492,3419.506004,3659.50819,3840.871803,4004.198768,4123.105732,4158.984303,4280.801824,4162.666861,4212.010441,4549.24957,4904.717158,5204.785007,5308.92665,5294.649534,5666.456334,5773.574035,5860.298933,6075.034,6430.278111,6800.953094,7177.753765,7379.399781,7818.705932,8117.046392,7395.873426,8344.905103,8698.135921
Early-demographic dividend,1066.96807,1089.179706,1105.768666,1134.549058,1199.136387,1240.62656,1262.070139,1299.735666,1359.49602,1413.371227,1494.801568,1537.200129,1600.692458,1671.75816,1741.643193,1748.246887,1825.286901,1852.875929,1847.925249,1876.184376,1888.019472,1906.029303,1866.399575,1824.847021,1817.079757,1790.609164,1773.590202,1781.240859,1795.001049,1787.641852,1833.026416,1870.146059,1904.90419,1930.635819,1955.909628,1965.697546,2035.277605,2093.374121,2101.677187,2107.77395,2158.873377,2144.697837,2143.675882,2211.958687,2312.511097,2409.752478,2515.60216,2617.615815,2666.110946,2641.46037,2766.882817,2859.222409,2935.952092,3010.198869,3087.281709,3174.36962,3261.995998,3365.655708,3444.80738,3480.189042,3290.19469,3500.209989,3669.671448
East Asia & Pacific,1147.111113,1188.271791,1235.740724,1299.945593,1402.153275,1465.450642,1551.551818,1625.68776,1733.854581,1884.045724,1908.329396,1957.350046,2048.905958,2157.625348,2135.174796,2170.881454,2224.426553,2304.556972,2401.651941,2505.626828,2561.490626,2640.329326,2705.90226,2780.740091,2908.284266,3028.306721,3128.6881,3271.965459,3465.012868,3587.147228,3713.304497,3839.366313,3950.407572,4065.449011,4225.968187,4412.80346,4606.311911,4739.570007,4709.857249,4840.078243,5056.473385,5177.218505,5362.110036,5585.29422,5869.984124,6173.527731,6524.309991,6959.659689,7213.514871,7350.034775,7855.362346,8223.356691,8581.48214,8962.788214,9321.665928,9691.705761,10071.861536,10507.344673,10945.022096,11328.720635,11276.053701,11962.737512,12298.276253
East Asia & Pacific (IDA & IBRD countries),329.52957,285.48274,279.869004,290.482637,314.1961,339.80428,357.221524,343.09548,340.068278,368.810615,407.387382,423.49175,433.435968,458.481921,466.366028,488.354525,493.221173,521.681116,560.689433,590.614667,625.040986,649.667321,679.836147,719.736182,779.295569,827.659184,872.063134,935.61472,1009.345987,1049.046792,1085.415863,1155.365119,1267.09469,1391.245999,1522.952817,1652.449406,1780.005646,1887.809897,1921.464133,2023.306297,2157.91938,2286.769782,2451.245308,2649.816458,2868.752143,3131.70613,3450.728592,3849.694065,4149.940505,4448.746547,4852.744298,5228.041378,5575.042307,5931.594684,6296.463302,6664.488346,7045.214702,7457.890492,7894.297116,8312.92246,8386.639502,9005.721614,9303.522112
East Asia & Pacific (excluding high income),325.324171,281.752421,276.177465,286.654631,310.051513,335.318171,352.510522,338.558971,335.559378,363.91765,401.982169,417.895509,427.713613,452.452128,460.251358,481.977419,486.80637,514.938543,553.495871,583.082239,617.110953,641.458338,671.291578,710.736967,769.593487,817.390872,861.2846,924.106383,996.990358,1036.246148,1072.202345,1141.344864,1251.759303,1374.441744,1504.552272,1632.514039,1758.6081,1865.210339,1898.551292,1999.277229,2132.390994,2259.814544,2422.472831,2618.812498,2835.247192,3095.231562,3410.674087,3805.178382,4102.129567,4397.682793,4797.248219,5168.480395,5511.826076,5864.640683,6225.653187,6589.770764,6966.471917,7374.826222,7806.585134,8220.710366,8293.69667,8905.884647,9200.235088
Ecuador,2391.680043,2444.259029,2492.226227,2472.248968,2578.959354,2586.067617,2501.915579,2540.661692,2513.002161,2553.059247,2648.647986,2733.315989,2787.378776,3085.042904,3333.368609,3595.345136,3754.409214,3710.30598,3815.912353,3852.478421,3889.178172,3999.221987,3918.960981,3804.532819,3803.57699,3852.891055,3888.315072,3785.72228,3916.010152,3866.167477,3919.717581,4000.568198,4000.031462,3996.993775,4087.34069,4100.687353,4093.841545,4192.855232,4252.043486,3979.192936,3953.398797,4049.000189,4174.897936,4220.212985,4430.23718,4589.328492,4706.980568,4715.303598,4939.90215,4909.336817,5022.203744,5359.457246,5579.856243,5893.321727,6055.041728,5976.159681,5849.135879,6104.272535,6063.095618,5971.389384,5355.689342,5815.094774,6107.49495
"Egypt, Arab Rep.",754.665127,773.359953,782.464129,842.326112,915.128633,935.954213,958.850657,942.860658,905.164665,930.030902,959.056055,975.172436,982.105208,993.429316,985.862078,1048.969512,1160.791937,1235.697101,1309.776151,1335.531521,1431.401082,1495.854831,1599.400832,1632.382014,1738.325773,1785.07843,1817.076257,1835.113426,1882.267978,1921.856304,1972.137893,1940.100194,1979.020101,1989.9792,2024.953738,2074.839911,2133.648042,2204.665759,2277.285048,2361.864251,2458.60835,2492.034412,2498.481212,2524.804772,2574.423418,2635.703052,2761.624108,2902.065598,3052.212978,3135.096613,3233.845212,3222.376501,3220.991942,3216.37839,3235.662462,3306.981594,3381.222463,3452.909612,3568.639663,3701.244635,3770.869479,3837.319923,4029.782955
El Salvador,,,,,,2636.996619,2747.271954,2816.012165,2827.321438,2847.564968,2858.564299,2898.751015,3004.669544,3077.749593,3168.281277,3189.065641,3278.588613,3426.856162,3532.987515,3320.112202,2757.388124,2582.451566,2392.383901,2385.396413,2371.584934,2339.011554,2297.535007,2309.064591,2305.621794,2282.537162,2348.204602,2341.933823,2465.759891,2574.951346,2670.212785,2773.32529,2775.04629,2842.884874,2900.320643,2946.433024,2964.893469,2978.597348,3016.063077,3057.164676,3081.236297,3163.361184,3302.348174,3359.162302,3420.449274,3337.811509,3398.493461,3514.069144,3601.442229,3665.154733,3713.94992,3790.340891,3875.846914,3954.840143,4046.162917,4143.114371,3808.531954,4247.547504,4355.960839
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,457.608858,460.694903,443.12678,436.571816,415.030661,443.495676,412.631313,412.790222,407.24136,387.128292,366.314405,349.352882,453.637814,485.392232,545.595471,617.294826,989.777267,2380.321068,2833.331846,3423.121262,3839.086427,5882.850503,6604.005463,7082.654892,9208.605667,10212.454505,10521.999677,11594.917207,13048.070305,12627.862382,10984.324393,11203.907368,11650.719627,10731.645573,10363.487247,9068.910032,7971.834019,7259.109365,6578.900398,6018.120663,5575.262415,5487.924792,5524.243124
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.072234,705.988405,829.915037,806.702995,838.660573,895.033773,899.082974,886.053679,845.13243,893.268735,889.009114,830.379672,808.59142,809.794793,789.402432,789.072702,693.398874,702.430936,703.877374,751.3749,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9341.225615,8637.205981,6934.170666,6706.560001,6738.999144,7170.946077,7637.257083,8732.990857,9199.935341,9133.895934,10006.769628,10662.945502,11474.662272,12424.044154,13348.528446,14703.617971,16234.515204,17543.466179,16688.997772,14274.851109,14657.939814,15820.922342,16460.684348,16809.532668,17413.686756,17722.155767,18264.98733,19270.814121,19914.345492,20579.875673,19946.945697,21570.665846,21023.299494
Eswatini,,,,,,,,,,,904.758289,1001.929842,1027.692835,1089.387916,1119.360038,1238.163506,1175.663106,1150.131753,1127.627591,1124.887855,1223.701012,1357.007462,1328.04038,1300.554479,1336.426296,1337.192959,1442.888396,1590.689371,1618.919345,1745.025688,2027.974819,1982.415215,1969.960825,1972.803408,2020.384816,2119.581636,2157.861345,2187.698297,2216.008966,2256.769127,2273.046838,2283.983168,2358.569356,2448.837921,2522.143421,2658.751805,2823.487282,2928.468458,2950.673344,2973.834569,3069.521757,3108.702253,3218.501382,3332.119839,3381.792921,3419.822766,3500.176888,3596.236054,3565.542851,3759.67107,3609.366914,3719.038382,3695.649572
Ethiopia,,231.020312,235.017038,239.386778,242.704624,249.912231,261.150023,264.675698,268.128469,264.474886,266.245462,275.976264,280.058137,286.638647,288.463346,285.006045,278.313662,280.444448,283.283139,276.040285,292.153507,297.391844,288.690089,303.857283,287.621232,248.470605,264.539002,291.112259,281.374024,269.793522,267.078135,237.502455,207.967881,227.173296,226.399913,232.230451,252.612985,252.311667,236.055515,240.604711,247.505414,260.042316,256.066636,243.076666,267.923513,290.833381,313.013897,338.799065,364.642208,385.63242,421.898622,455.909629,481.64,518.324662,556.362532,597.912113,636.835681,678.985419,705.968812,744.70279,768.705424,790.65702,811.177729
Euro area,9952.023061,10433.782578,10940.756163,11375.181083,11938.498076,12433.73669,12875.724487,13225.789285,13884.330357,14773.235476,15513.437368,16004.16261,16672.962496,17580.858503,18048.641798,17823.335302,18639.195974,19140.123019,19654.480544,20336.891933,20689.015586,20718.611235,20809.065014,21055.673091,21526.989495,21982.63479,22481.811128,22988.390049,23900.762513,24775.67107,25547.455018,26042.413358,26224.329575,25938.678998,26510.68925,27099.146911,27506.452821,28202.180457,28988.295806,29786.759853,30853.138505,31423.952566,31566.127313,31628.950853,32179.560383,32577.281072,33499.614052,34325.891316,34294.415011,32645.519141,33252.368989,33906.627562,33522.175469,33413.498999,33841.610394,34471.174714,34995.072316,35842.329827,36369.072621,36891.799304,34608.461477,36812.803995,38051.044537
Europe & Central Asia,7277.913623,7568.812449,7833.873621,8121.209818,8499.795804,8782.842001,9029.922968,9254.450482,9668.845283,10153.979714,10579.319147,10862.340849,11262.028668,11841.704652,12025.604877,11858.13157,12289.672596,12553.615968,12839.127738,13207.741315,13309.134851,13281.287984,13331.018642,13500.471223,13785.788553,14068.886626,14383.933376,14716.630452,15223.164394,15653.616069,15930.548831,15883.372997,15725.106052,15572.735106,15751.559543,16084.166911,16345.386697,16825.86414,17239.631148,17719.54492,18477.52854,18863.273717,19121.787213,19419.681542,19978.690365,20464.478393,21196.664224,21916.846871,22052.091892,20991.357484,21465.35163,21915.641773,21898.75759,22004.752925,22338.74503,22702.822838,23032.615297,23622.765681,24037.604028,24389.806244,23034.135472,24581.307543,25418.860632
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5452.561115,5339.133663,4999.56072,4505.001622,4283.028678,3913.880343,3906.486457,3940.205248,4052.08998,4022.460928,4123.460372,4430.11168,4551.16277,4781.583237,5076.332542,5473.201611,5833.959666,6287.523959,6767.525085,7054.20103,6698.642856,6986.953555,7364.909468,7583.648635,7799.560849,7935.990504,8009.61875,8118.420141,8434.488401,8718.493434,8925.462034,8778.059563,9439.048433,9668.436219
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,3438.50132,3502.680286,3498.946363,3553.123864,3355.368029,3169.424438,3085.360072,2765.08406,2781.342523,2875.761467,3023.709375,3079.577527,3038.00064,3231.417038,3219.652401,3410.624682,3619.897261,3949.579932,4268.511014,4598.696481,4915.722504,5034.078109,4821.308719,5123.225272,5504.864052,5682.17981,6000.413965,6136.90314,6291.455947,6409.447115,6736.237917,6930.300717,7046.996112,7016.362912,7621.34511,7898.448999
European Union,8596.762508,9016.21394,9450.298357,9817.528594,10315.455927,10767.281533,11139.829382,11448.242648,12003.265836,12758.661505,13388.251391,13800.375832,14361.119912,15125.184551,15507.353118,15329.401384,15992.784469,16383.953034,16807.411778,17383.754784,17661.565547,17684.828035,17774.916512,17984.516719,18397.557167,18779.883154,19212.107607,19643.58994,20388.435119,21108.965155,21731.253023,21985.016889,22118.8569,21915.739532,22451.708777,23019.847377,23422.725184,24015.363594,24698.291011,25398.290923,26365.798677,26899.87951,27131.114903,27284.727614,27885.768152,28334.759097,29246.645649,30060.194373,30144.651573,28771.735703,29352.944252,29974.152124,29700.901181,29667.203333,30117.884183,30771.656859,31300.159156,32135.662469,32719.171148,33289.435223,31435.035345,33488.114245,34605.174749
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44623.031587,42378.216534,42333.521571,43946.251738,47303.865594,50120.753089,52644.7899,52637.190353,52757.396043,53831.029495,54433.593154,56029.499151,54301.659415,56270.251135,57775.075863
Fiji,2135.001059,2143.815265,2153.386124,2219.483102,2256.386615,2129.251786,2068.361873,2286.316196,2413.465775,2424.804428,2679.361411,2811.370769,2970.331753,3263.55934,3299.67026,3268.684337,3302.902925,3426.106012,3408.493895,3735.041976,3588.633903,3725.859255,3420.17356,3206.539957,3392.644014,3159.91257,3333.211879,3066.128408,3062.153065,3257.204357,3414.950532,3295.726857,3471.431437,3522.842281,3682.000138,3755.268336,3910.829635,3785.466849,3787.487022,4073.377087,3960.889031,3998.797292,4086.104341,4087.724491,4264.597238,4255.450974,4295.406797,4223.448006,4240.772657,4164.293148,4272.359151,4375.580854,4427.978445,4630.351265,4883.243004,5097.531069,5218.858234,5500.678402,5720.214472,5701.104353,4721.122819,4507.333536,5291.516931
Finland,11153.778617,11917.585493,12189.788934,12501.539417,13083.467678,13731.411909,14004.645993,14231.105162,14493.669935,15893.309748,17145.418775,17527.388612,18771.158896,19968.379529,20507.018214,20784.688361,20793.491066,20785.068487,21330.598775,22791.423622,23945.060371,24150.578237,24756.938922,25373.680402,26052.786732,26862.79921,27513.388645,28412.449795,29811.95094,31214.675016,31291.522259,29290.977395,28162.351235,27807.861466,28785.919572,29890.524329,30883.834724,32762.117911,34457.455594,35886.494908,37872.602034,38784.130812,39343.0699,40038.98397,41521.962874,42529.350692,44069.395883,46213.689898,46359.873284,42412.513351,43556.538583,44391.453567,43507.934537,42883.638499,42502.48802,42560.345677,43529.676162,44862.220404,45337.240955,45898.570845,44690.98011,45792.045418,46016.14921
Fragile and conflict affected situations,1113.949261,1095.197314,1157.953812,1200.166828,1247.54186,1291.81598,1276.321394,1197.384102,1245.887242,1345.248417,1463.732999,1523.517132,1538.987498,1570.426212,1677.320126,1645.044537,1747.900071,1796.217354,1756.771829,1805.109958,1828.895206,1687.628785,1645.288548,1518.953115,1481.076541,1500.022093,1477.994367,1473.385035,1498.658866,1452.235854,1487.851717,1392.132848,1369.530479,1310.970888,1233.342875,1203.955873,1211.13072,1241.42371,1265.523506,1259.777296,1295.212124,1317.278521,1326.848911,1297.191041,1417.386339,1470.032081,1523.6289,1581.885373,1622.444419,1619.063729,1676.974814,1643.768765,1694.373923,1708.699329,1697.58811,1663.162001,1634.416696,1619.447672,1607.410665,1585.236029,1435.462067,1425.898644,1421.768607
France,10776.123361,11192.769602,11840.663018,12437.891684,13116.061303,13619.422777,14199.141851,14760.328552,15313.242267,16264.894039,17116.859268,17853.897135,18496.785251,19484.462058,20210.490761,19924.372207,20700.618623,21336.387782,22078.722816,22792.23595,23050.925595,23186.761267,23666.512179,23836.401893,24102.017618,24358.138275,24813.030258,25308.620924,26374.122181,27372.053476,27992.975147,28197.235954,28482.519468,28257.096249,28822.50065,29379.615842,29683.778607,30325.522872,31256.507383,32152.720748,33255.137964,33640.6738,33753.578298,33840.617572,34557.147111,34946.037249,35645.416243,36322.168514,36257.365893,35052.851077,35578.196801,36269.956153,36161.291825,36256.086681,36444.394909,36702.432373,36920.534285,37580.597933,38062.443596,38705.207294,35709.204593,38030.857169,38868.330333
