Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cayman Islands,58.782,59.426,60.09,60.78,61.436,62.186,62.841,63.205,63.597,63.965,64.383,64.827,65.365,65.889,66.489,67.044,67.549,68.08,68.533,69.02,69.487,69.951,70.407,70.839,71.187,71.558,71.869,72.13,72.351,72.545,72.744,72.911,73.088,73.25,73.42,73.597,73.74,73.904,74.08,74.232,74.378,74.529,74.609,74.639,74.596,74.863,75.0,75.152,75.386,75.671,76.069,76.562,77.121,77.652,77.865,78.119,78.367,78.615,78.835,79.052,79.23,79.3,79.984
Central African Republic,39.572,40.056,40.562,41.09,41.64,42.207,42.787,43.379,43.98,44.58,45.176,45.764,46.332,46.884,47.405,47.892,48.355,48.778,49.161,49.5,49.789,50.028,50.213,50.342,50.427,50.463,50.445,50.371,50.243,50.074,49.854,49.575,49.213,48.899,48.509,48.109,47.7,47.284,47.089,46.91,46.609,46.734,46.84,47.306,47.696,48.207,48.687,49.327,49.873,14.665,46.871,50.107,51.336,49.487,40.265,51.934,50.999,45.231,52.297,31.53,50.596,40.279,18.818
Central Europe and the Baltics,67.943473,68.244951,67.723736,68.701,69.195417,69.350174,69.856985,69.355379,69.573536,69.066603,69.345324,69.511244,69.971171,70.109598,70.36857,70.180888,70.326408,70.247694,70.149887,70.251482,69.89341,70.37205,70.455473,70.389785,70.349115,70.312883,70.565136,70.611763,70.861708,70.731972,70.656331,70.575221,70.732837,70.845987,70.869544,71.025421,71.336058,71.517258,71.898238,72.184561,72.719725,73.096148,73.242415,73.382253,73.730435,73.844995,74.092603,74.250649,74.575953,74.930364,75.293966,75.888475,76.003394,76.374735,76.68877,76.575512,76.970306,76.929789,76.976438,77.265914,76.01627,74.723283,76.652299
Chad,39.216,39.421,39.608,39.893,40.12,40.05,40.089,40.393,40.702,41.019,41.386,40.869,41.922,42.399,42.601,42.736,42.687,42.884,43.017,43.239,43.452,43.497,43.91,44.446,44.732,45.315,45.598,43.071,46.352,46.434,45.074,46.596,46.777,47.002,47.08,47.453,47.551,47.762,47.802,47.934,47.937,48.306,48.36,48.609,48.687,48.86,48.747,49.21,49.503,49.828,50.107,50.426,50.765,51.051,51.141,51.32,51.603,51.875,52.447,52.993,53.082,53.136,54.528
Channel Islands,72.5,71.6,72.0,72.2,72.0,71.6,72.3,72.2,71.7,71.7,71.8,72.0,72.0,72.7,72.5,72.6,72.7,72.9,73.1,73.2,73.9,73.8,73.1,74.9,75.2,75.3,75.4,75.7,76.0,76.5,76.3,76.5,77.1,76.8,77.0,77.7,77.8,78.2,78.5,79.1,78.8,79.0,79.1,79.4,79.8,80.1,80.4,80.6,80.8,81.0,81.2,81.4,81.3,81.5,81.6,81.4,81.2,81.0,81.1,81.2,80.9,80.3,81.0
Chile,57.216,57.309,57.811,58.349,58.812,59.473,60.373,61.054,61.68,62.341,62.634,63.072,63.717,64.42,65.085,66.037,66.819,67.529,68.042,68.858,69.475,69.822,70.291,70.83,71.215,71.615,72.061,72.466,72.788,73.188,73.675,74.082,74.367,74.679,74.973,75.298,75.555,75.826,76.324,76.738,77.128,77.58,77.84,77.884,78.276,78.459,78.533,78.652,78.752,78.89,79.095,79.236,79.221,79.551,79.714,80.008,80.295,80.61,80.559,80.324,79.349,78.876,79.176
China,33.419,40.158,50.959,51.67,52.343,53.001,53.662,54.401,55.191,55.988,56.824,57.731,58.579,59.496,60.241,60.952,61.225,62.458,63.102,63.704,64.243,64.778,65.249,65.728,66.148,66.532,66.887,67.263,67.607,67.93,68.155,68.61,69.059,69.492,69.835,70.363,70.823,71.227,71.601,71.952,72.288,72.675,73.034,73.385,73.727,74.085,74.404,74.789,74.833,75.317,75.668,75.889,76.2,76.452,76.714,76.975,77.214,77.235,77.709,77.94,78.019,78.117,78.202
Colombia,56.609,57.203,57.737,58.296,58.77,59.247,59.713,60.15,60.572,61.031,61.465,62.005,62.53,62.991,63.497,64.012,64.642,65.237,65.827,66.162,66.693,67.189,67.861,68.121,68.308,65.359,68.303,68.166,68.301,68.616,68.701,68.772,68.764,69.083,69.422,69.81,70.209,70.632,70.924,70.913,70.905,71.185,71.537,72.309,72.76,73.156,73.497,73.751,74.206,74.531,74.876,75.18,75.611,75.834,75.95,76.067,76.228,76.418,76.579,76.793,74.757,72.698,76.508
Comoros,40.777,41.157,41.534,41.909,42.328,42.676,43.153,43.593,44.101,44.643,45.226,45.849,46.463,47.045,47.609,46.866,48.645,49.17,49.702,50.126,50.681,51.211,51.75,52.121,52.784,53.263,53.756,54.134,54.678,54.983,55.62,56.104,56.576,57.026,57.458,57.83,58.151,58.228,58.301,58.853,58.941,59.587,59.723,60.24,60.557,60.883,61.229,61.475,61.955,62.302,62.747,63.105,63.463,63.839,64.143,64.473,64.792,65.127,65.401,65.662,65.756,65.201,66.481
"Congo, Dem. Rep.",40.752,40.161,40.382,40.604,40.099,40.767,42.169,42.339,42.667,42.959,43.3,43.578,43.869,44.09,44.311,44.53,44.695,44.866,44.628,45.278,45.543,45.726,45.946,46.207,46.514,46.663,47.016,47.362,47.755,48.149,48.538,48.944,49.323,49.621,49.88,50.381,49.376,50.461,49.664,50.089,51.887,52.205,52.371,52.952,53.534,54.001,54.498,54.954,55.388,55.798,56.411,56.911,57.35,57.795,58.236,58.658,59.081,59.495,59.926,60.242,60.428,60.044,60.979
"Congo, Rep.",47.595,48.351,49.038,49.729,50.363,50.996,51.557,51.91,52.62,53.114,53.555,53.983,54.361,54.744,55.053,55.402,55.699,56.027,56.248,56.524,56.803,57.065,57.236,57.428,57.54,57.608,57.633,57.59,57.493,57.292,57.07,56.764,56.483,56.041,55.641,55.474,55.24,48.575,52.551,54.427,55.371,55.885,56.414,57.131,57.957,58.73,59.474,60.05,60.79,61.215,61.731,62.286,62.662,62.969,63.349,63.662,63.911,64.203,64.472,63.152,64.391,64.192,65.0
Costa Rica,63.463,63.86,64.232,64.326,64.493,64.76,65.096,65.552,65.78,66.363,66.787,67.413,68.014,68.731,69.446,70.253,70.946,71.519,72.029,72.537,73.034,73.441,73.865,74.245,74.581,74.765,74.949,75.224,75.546,75.85,76.094,76.237,76.385,76.315,76.329,76.44,76.428,76.603,76.869,77.058,77.317,77.609,77.939,78.214,78.512,78.877,79.049,79.098,79.18,79.372,79.354,79.624,79.925,80.189,80.231,80.407,79.988,79.994,80.09,80.296,79.725,78.05,79.316
Cote d'Ivoire,37.244,37.923,38.62,39.315,39.966,40.643,41.297,41.959,42.648,43.345,44.045,44.783,45.575,46.372,47.207,48.03,48.863,49.624,50.361,50.983,51.437,51.791,52.09,52.352,52.648,52.861,53.009,53.118,53.062,52.955,52.796,52.621,52.429,52.247,52.005,51.713,51.596,51.498,51.22,51.273,51.393,51.428,51.544,51.443,51.939,52.432,52.885,53.452,54.179,54.744,55.282,55.972,56.57,57.057,57.772,58.281,58.814,59.315,59.795,60.274,60.14,60.29,61.562
Croatia,65.746488,66.346146,67.065268,67.422146,67.848878,68.278195,68.711829,68.845024,68.699073,68.766293,68.989122,69.264171,69.573927,69.923902,70.433341,70.001951,70.455366,70.74439,70.53878,70.427317,70.175366,70.34439,70.482683,70.274878,70.218537,70.886098,71.419024,71.470244,71.488293,71.844634,72.170488,72.185366,71.241463,71.522439,71.803415,72.08439,72.365366,72.495122,72.317073,72.641951,72.807805,74.512927,74.717317,74.613902,75.520244,75.244634,75.836829,75.70561,75.912195,76.168293,76.47561,76.77561,77.168293,77.570732,77.72439,77.27561,77.921951,77.726829,77.919512,78.22439,77.52439,76.42439,77.57561
Cuba,63.316,63.743,64.374,64.347,65.264,65.636,66.074,66.514,66.944,67.358,67.935,68.432,68.949,69.347,69.867,70.375,70.878,71.411,71.89,72.272,72.603,72.996,73.439,73.564,73.552,73.464,73.558,73.596,73.724,73.69,73.823,73.757,73.846,73.874,74.092,74.346,74.69,75.064,75.412,75.719,75.922,76.429,76.766,77.405,77.326,77.54,77.406,77.55,77.589,77.584,77.876,78.051,78.162,78.028,77.825,77.745,77.571,77.3,77.426,77.413,77.407,73.201,77.629
Curacao,65.406,65.745,66.027,66.312,66.59,66.862,67.136,67.405,67.67,67.929,68.23,68.505,68.811,69.092,69.394,69.672,69.951,70.202,70.445,70.716,70.951,71.175,71.377,71.534,71.715,71.867,71.996,72.139,72.23,72.151,72.439,72.536,72.65,72.703,72.791,72.831,72.945,73.035,73.084,73.174,73.283,73.36,73.472,73.603,73.735,73.873,73.978,74.137,74.314,74.485,75.117,75.576,75.96,76.239,76.384,76.482,76.322,76.423,76.493,76.492,76.501,75.686,76.729
Cyprus,63.32,64.076,64.72,61.779,62.24,66.124,66.489,66.906,67.251,67.599,68.05,68.351,68.629,69.005,54.551,70.336,70.805,71.258,71.741,72.179,72.844,73.053,73.518,73.708,74.0,74.64,74.93,75.264,75.39,75.841,76.044,76.246,76.291,76.294,76.383,76.583,76.88,77.119,77.164,77.572,77.9,78.185,78.758,78.908,79.007,79.198,79.456,79.798,79.906,80.375,80.632,80.855,81.128,81.317,81.337,81.464,81.534,81.543,81.556,81.454,81.23,80.573,80.434
Czechia,70.34878,70.512683,69.786829,70.30439,70.459512,70.163171,70.384878,70.264146,69.840732,69.367073,69.440244,69.677073,70.176585,70.022683,70.086585,70.414634,70.532683,70.573415,70.643902,70.749512,70.278049,70.722195,70.807805,70.591463,70.837561,71.046341,70.997317,71.44561,71.641463,71.67561,71.383902,71.898293,72.271707,72.767805,72.972683,73.074878,73.714634,73.824878,74.514634,74.668293,74.968293,75.173171,75.221951,75.170732,75.721951,75.92439,76.52439,76.72439,76.97561,77.078049,77.42439,77.873171,78.07561,78.17561,78.82439,78.578049,79.026829,78.978049,79.029268,79.229268,78.226829,77.221951,78.929268
Denmark,72.176585,72.438293,72.319756,72.400488,72.485122,72.370732,72.444146,72.922195,73.121463,73.220976,73.343415,73.414634,73.439024,73.682195,73.808293,74.075122,73.739756,74.632439,74.392927,74.219268,74.101707,74.230488,74.55122,74.420488,74.562195,74.427561,74.579756,74.69122,74.771707,74.799756,74.805366,75.157805,75.194146,75.116829,75.375122,75.212683,75.591463,75.945122,76.139024,76.341463,76.592683,76.792683,76.895122,77.143902,77.492683,77.843902,78.095122,78.195122,78.446341,78.597561,79.1,79.8,80.05122,80.3,80.7,80.702439,80.853659,81.102439,80.953659,81.45122,81.602439,81.404878,81.304878
Djibouti,43.421,43.781,44.092,44.442,44.812,45.234,45.62,46.103,46.552,47.067,47.536,47.259,48.532,49.097,49.52,49.923,50.335,50.755,51.172,51.597,52.046,52.355,52.893,53.334,53.745,54.075,54.494,54.832,55.133,55.369,55.469,55.194,54.375,55.734,55.592,56.234,56.33,56.207,56.426,56.564,56.734,57.506,57.824,58.041,58.103,58.548,58.962,59.362,59.815,60.351,60.743,61.337,61.719,62.116,62.427,62.833,63.335,63.71,64.105,64.381,64.2,63.83,65.54
Dominica,60.076,61.022,61.894,62.612,63.278,63.913,64.457,64.856,65.277,65.704,66.208,66.763,67.468,68.097,68.585,69.059,69.411,69.715,70.115,69.195,71.013,71.46,71.749,72.005,71.913,71.918,71.671,71.368,70.974,70.663,70.471,70.398,70.473,70.612,70.777,70.832,71.039,71.195,71.352,71.527,71.715,71.862,71.927,71.942,71.987,72.016,72.007,71.901,71.945,71.835,71.68,71.517,71.391,71.228,71.189,69.968,71.189,68.62,71.378,71.305,71.269,69.832,71.081
Dominican Republic,51.705,52.447,53.199,53.754,54.653,52.842,55.965,56.646,57.272,57.886,58.493,59.09,59.661,60.228,60.757,61.254,61.739,62.2,62.624,62.425,63.391,63.776,64.198,64.63,65.134,65.614,66.059,66.49,66.914,67.331,67.746,68.154,68.525,68.86,69.16,69.394,69.595,69.809,69.875,70.178,70.365,70.553,70.719,70.856,70.73,71.043,71.054,71.097,71.331,71.587,72.039,72.496,72.817,73.038,73.145,72.982,72.889,73.37,73.555,73.112,72.636,71.757,74.211
Early-demographic dividend,46.913414,47.404937,47.850475,48.254031,48.735986,47.751614,48.755611,49.435347,50.43708,50.83672,50.756227,50.131965,51.945658,52.360569,52.806231,53.223031,53.743027,54.313194,54.825594,55.521188,56.068907,56.524472,57.019749,57.451068,57.98943,58.476397,58.931153,59.526278,59.908348,60.347993,60.638326,60.9285,61.396685,61.73757,61.977301,62.404529,62.742784,63.098742,63.436967,63.77938,64.21961,64.556705,64.968075,65.279155,65.513239,65.979786,66.39193,66.760547,67.021819,67.496408,67.824443,68.260038,68.609463,68.962838,69.324976,69.630548,69.948484,70.272995,70.548666,70.842406,69.880131,68.179099,71.430455
East Asia & Pacific,41.707757,46.321922,53.310067,53.910616,54.511616,54.382812,55.382885,56.318455,56.78074,57.497752,58.107419,58.895135,59.433912,60.238248,60.814616,61.524708,61.888864,62.863032,63.416217,64.055218,64.519653,64.99152,65.452367,65.882113,66.305254,66.687001,67.039383,67.411771,67.713452,68.049712,68.282549,68.675193,69.065106,69.464568,69.760996,70.024398,70.433304,70.790129,71.099637,71.367553,71.702832,72.041306,72.357106,72.734691,72.812661,73.298435,73.564044,73.894851,73.848163,74.368347,74.629979,74.825283,75.105973,75.334773,75.564427,75.792601,75.987017,76.078992,76.391423,76.586241,76.543395,76.152941,76.676717
East Asia & Pacific (IDA & IBRD countries),37.608763,42.891086,51.088338,51.68871,52.33842,52.168787,53.310837,54.209654,54.750931,55.548915,56.241492,57.054218,57.639341,58.551278,59.169188,59.920286,60.289174,61.354896,61.948931,62.629688,63.15676,63.645943,64.122144,64.603482,65.034884,65.434533,65.788018,66.170513,66.515794,66.85864,67.105942,67.52381,67.960294,68.391393,68.697618,69.14137,69.540459,69.913452,70.250154,70.548287,70.865083,71.207737,71.534353,71.835273,71.892124,72.440234,72.698345,73.045033,72.970732,73.516102,73.806598,74.026693,74.297113,74.519003,74.747982,74.977777,75.183227,75.267164,75.610124,75.804288,75.73385,75.300981,75.961035
East Asia & Pacific (excluding high income),37.84668,43.071859,51.168112,51.768145,52.417159,52.258198,53.393359,54.289215,54.832459,55.628545,56.320393,57.130371,57.715651,58.622846,59.239289,59.986851,60.357347,61.415143,62.007544,62.685172,63.211273,63.699859,64.175366,64.655678,65.086305,65.485224,65.838034,66.218323,66.562681,66.903771,67.150584,67.566,68.000611,68.423224,68.721178,69.030878,69.425739,69.794844,70.127762,70.422659,70.735707,71.074092,71.39675,71.803996,71.858801,72.398327,72.65187,72.993754,72.924138,73.467788,73.761639,73.985745,74.259787,74.485932,74.719453,74.951124,75.155912,75.239671,75.578286,75.768969,75.697639,75.278142,75.932541
Ecuador,53.396,54.052,54.681,55.322,55.95,56.524,57.019,57.482,57.946,58.267,58.85,59.343,59.816,60.306,60.7,61.085,61.425,61.935,62.397,62.854,63.326,63.809,64.271,64.659,65.202,65.625,66.123,66.587,67.038,67.817,68.445,69.04,69.468,70.07,70.876,71.349,71.82,72.007,71.949,71.92,72.09,72.571,73.164,73.632,73.868,73.909,74.01,74.226,74.709,74.901,75.188,75.179,75.486,75.832,76.141,76.222,76.094,76.22,77.248,77.286,72.004,72.746,76.577
"Egypt, Arab Rep.",44.436,45.146,45.844,46.493,47.075,47.577,47.988,48.13,48.602,48.7,49.0,49.48,49.908,50.098,51.044,51.734,52.484,53.272,54.075,54.876,55.673,56.454,57.219,57.967,58.697,59.405,60.085,60.736,61.358,61.949,62.513,63.059,63.585,64.147,64.663,65.214,65.733,66.207,66.635,67.01,67.332,67.612,67.846,68.045,68.211,68.355,68.493,68.627,68.761,68.915,69.078,69.232,69.464,69.632,69.911,70.135,70.437,70.709,70.974,71.213,69.79,68.976,71.01
El Salvador,48.292,48.633,49.001,49.38,49.75,50.208,50.672,50.844,50.837,51.279,51.364,51.665,51.956,52.782,52.891,53.422,54.375,54.047,54.709,53.805,48.589,50.889,53.342,54.373,56.571,58.031,59.329,59.402,59.977,61.254,61.981,62.542,62.944,63.998,64.47,64.903,65.48,66.248,66.655,67.285,67.711,67.965,68.526,68.792,69.295,69.336,69.612,69.82,70.138,70.359,70.909,71.192,71.42,71.225,71.144,70.952,70.908,71.007,71.384,71.725,70.244,69.941,71.969
Equatorial Guinea,42.742,43.008,43.275,43.54,43.805,44.069,44.334,44.595,44.852,31.0,31.086,37.229,44.441,44.658,41.486,37.32,30.537,42.008,42.331,43.033,48.78,49.107,49.666,50.046,50.195,50.599,50.848,50.99,51.184,51.292,51.397,51.497,51.579,51.671,51.785,51.926,52.123,52.365,52.646,53.001,53.395,53.827,54.324,54.791,55.307,55.766,56.354,56.857,57.384,57.881,58.344,58.827,59.301,59.784,60.228,60.635,61.081,61.481,61.915,62.297,62.141,62.447,63.355
Eritrea,37.443,37.912,38.346,38.833,39.184,39.576,37.634,40.151,40.483,40.792,41.162,41.527,40.723,41.131,39.001,39.031,42.587,42.984,43.38,43.78,44.625,44.974,44.891,37.173,37.679,38.586,39.541,47.363,48.094,47.802,49.733,50.516,52.436,53.189,54.027,54.822,55.498,56.155,49.997,44.506,56.285,58.359,58.941,59.455,60.063,60.628,61.457,61.998,62.422,63.203,63.665,64.231,64.697,65.005,65.517,65.909,66.242,66.612,66.979,67.306,66.98,66.94,67.789
Estonia,68.749268,69.077878,69.292024,69.321561,70.072098,70.176585,70.146463,70.432415,70.08078,69.789463,69.92422,70.122561,69.929195,70.230024,70.346195,69.708122,69.345073,69.448951,69.297268,69.054317,69.11478,68.978049,69.126829,69.37561,69.278049,69.380488,70.085366,70.643902,70.697561,70.039024,69.47561,69.373171,68.863415,67.909756,66.5,67.543902,69.612195,69.809756,69.358537,70.063415,70.417073,70.258537,70.904878,71.317073,71.909756,72.568293,72.691463,72.814634,73.770732,74.82439,75.429268,76.229268,76.326829,77.141463,77.034146,77.590244,77.641463,78.092683,78.243902,78.646341,78.595122,76.943902,77.843902
Eswatini,46.389,46.75,47.145,47.471,47.922,48.431,48.99,49.526,50.084,50.641,51.208,51.779,52.352,52.99,53.656,54.399,55.172,55.973,56.785,57.536,58.227,58.788,59.467,58.418,60.439,61.165,61.598,61.899,61.934,61.669,61.167,60.392,59.284,58.092,56.643,55.08,53.296,51.699,50.066,48.808,47.627,46.344,45.38,44.632,43.906,43.958,44.563,45.16,45.853,46.913,48.331,49.057,50.714,52.11,53.491,54.941,56.228,57.574,58.707,59.85,59.862,58.228,63.028
Ethiopia,39.615,40.198,40.531,40.967,41.261,41.413,39.343,41.941,42.092,42.131,42.115,42.216,41.035,41.103,39.083,38.941,41.32,41.397,41.506,42.376,42.815,43.084,43.434,36.319,36.737,37.747,38.371,45.892,45.682,45.644,45.117,46.657,47.279,47.676,47.926,48.156,48.697,49.21,49.785,49.486,50.88,51.428,52.085,52.877,53.735,54.364,55.402,56.566,57.733,58.715,59.709,60.595,61.443,62.161,62.927,63.592,64.162,64.766,65.257,65.741,65.969,65.33,66.897
Euro area,69.264384,69.661111,69.636744,69.797272,70.345967,70.429299,70.680428,70.862232,70.771968,70.688712,71.107633,71.258399,71.610146,71.7218,72.059143,72.128255,72.455601,72.892328,73.04526,73.384296,73.53246,73.807725,74.151622,74.222519,74.619749,74.75932,75.053121,75.365742,75.557678,75.743108,75.817671,75.96768,76.307721,76.413209,76.724179,76.882313,77.148324,77.508868,77.718907,77.945636,78.199779,78.543543,78.634135,78.655762,79.232162,79.374851,79.807721,80.047779,80.251088,80.455461,80.698943,81.182634,81.182732,81.467984,81.893253,81.519399,81.907587,81.884009,82.00276,82.280421,81.487357,81.583933,81.623203
Europe & Central Asia,67.419602,67.735031,67.693324,68.040633,68.525532,68.593802,68.808013,68.863904,68.826157,68.680544,68.979213,69.154155,69.385225,69.495152,69.709259,69.647127,69.771666,69.993348,70.070479,70.205516,70.281688,70.56516,70.872259,70.922763,71.062996,71.302507,71.811678,72.026723,72.105707,72.224996,72.194387,72.153691,71.854326,71.531617,71.687124,71.830263,72.249922,72.645301,72.914692,72.839008,73.113795,73.355901,73.446489,73.562813,73.988097,74.153705,74.639824,75.008704,75.302365,75.689248,75.995404,76.479412,76.680533,77.032473,77.353613,77.330973,77.681323,77.899059,78.03188,78.303907,77.175531,76.728686,77.834479
Europe & Central Asia (IDA & IBRD countries),64.694824,65.043804,65.063416,65.658824,66.06721,66.174644,66.400264,66.293067,66.385717,66.172209,66.402611,66.6062,66.794218,66.914238,67.067907,66.844038,66.845749,66.871509,66.94722,66.947092,66.967568,67.2733,67.606891,67.661833,67.586861,68.017652,68.780559,68.917863,68.9231,69.003073,68.873847,68.63015,67.719087,66.997536,66.967722,67.125952,67.668984,68.134671,68.476548,68.108256,68.36658,68.508025,68.56291,68.696817,69.002908,69.139972,69.698748,70.180343,70.545164,71.083234,71.435897,71.926664,72.333615,72.794204,73.038949,73.340813,73.690211,74.131868,74.297662,74.590946,73.149251,72.150641,74.188365
Europe & Central Asia (excluding high income),60.894038,61.428816,61.773325,62.165329,62.537912,62.823863,63.064576,63.302164,63.424744,63.573619,63.751075,63.969152,64.248819,64.448485,64.625976,64.741856,64.885995,65.109954,65.306668,65.490551,65.756334,66.002425,66.301253,66.535624,66.762754,67.237909,67.660854,67.952052,67.851143,68.262835,68.207885,68.057856,67.251633,67.059263,67.307492,67.444737,67.720885,68.043246,68.339075,68.20278,68.857053,69.090278,69.318731,69.587902,69.791149,69.959515,70.217866,70.557979,70.974318,71.442292,71.912591,72.15095,72.673598,73.125829,73.419516,73.755408,74.031377,74.403354,74.592799,74.815834,73.553687,72.882376,74.573168
European Union,69.067102,69.43927,69.290908,69.648988,70.164734,70.27719,70.591456,70.597697,70.599292,70.424597,70.823861,70.964843,71.348957,71.468887,71.782884,71.801551,72.072651,72.395741,72.487468,72.768603,72.792183,73.126205,73.406085,73.451232,73.743295,73.819847,74.07671,74.323693,74.530884,74.65997,74.70254,74.81562,75.132047,75.258692,75.529314,75.674163,75.926812,76.244549,76.513329,76.747962,77.078245,77.425639,77.534075,77.592375,78.117828,78.275141,78.672128,78.906045,79.129628,79.362439,79.635431,80.143951,80.165777,80.473432,80.876165,80.570897,80.953081,80.93031,81.031751,81.319452,80.441475,80.307196,80.713506
Faroe Islands,72.107927,72.712122,73.17578,73.553902,73.855927,74.106463,74.316195,74.49961,74.696171,74.842927,74.97661,75.117171,75.214415,75.327244,75.367561,75.444341,75.512341,75.633512,75.720024,75.76278,75.848439,75.936854,76.002317,76.057805,76.120341,76.198171,75.163415,75.363415,75.663415,75.914634,76.114634,76.365854,76.565854,76.817073,77.068293,77.319512,77.521951,77.77561,77.978049,78.180488,78.382927,78.585366,78.787805,78.939024,79.190244,79.441463,79.692683,79.941463,80.141463,80.390244,80.639024,80.890244,81.090244,81.341463,81.592683,81.792683,81.992683,82.143902,82.292683,82.443902,82.643902,82.843902,82.943902
Fiji,58.602,59.102,59.654,60.155,60.714,61.413,61.565,61.442,61.719,61.397,61.652,61.74,61.63,60.649,61.194,61.689,62.1,62.691,63.065,62.305,62.406,62.255,62.195,62.916,63.238,63.998,63.961,64.278,64.951,65.386,65.056,65.457,65.407,65.51,65.796,66.007,66.202,66.293,66.536,66.728,66.194,66.205,65.492,65.653,65.841,65.983,66.126,66.161,66.32,66.347,66.778,66.88,65.812,66.545,66.581,66.48,66.657,67.06,66.965,67.009,66.924,64.904,67.148
Finland,68.819756,68.844146,68.577805,69.012683,69.220976,68.977805,69.477073,69.666585,69.616341,69.503415,70.179512,70.017561,70.707317,71.223659,71.134878,71.673659,71.812927,72.350244,72.897073,73.155366,73.44,73.746585,74.298049,74.200976,74.519024,74.222927,74.56,74.591951,74.577073,74.792195,74.813171,75.227561,75.455366,75.705122,76.39561,76.409512,76.693415,76.878537,77.090732,77.29122,77.465854,77.965854,78.119512,78.368293,78.714634,78.817073,79.214634,79.263415,79.568293,79.719512,79.870732,80.470732,80.626829,80.97561,81.180488,81.480488,81.429268,81.631707,81.734146,81.982927,81.931707,81.885366,81.187805
Fragile and conflict affected situations,46.115194,46.506375,46.998952,47.30914,47.676531,47.959064,48.083322,48.390548,48.80616,49.03949,49.471889,49.839487,49.865982,50.268142,50.364246,50.512358,50.98022,51.458301,51.541,51.815627,52.061528,52.164101,52.108251,51.577942,51.496371,51.744776,52.300324,53.085509,52.994102,53.374175,53.399368,53.370979,53.549556,53.981631,54.232635,54.225679,54.237154,54.517824,54.470722,54.903404,55.488425,55.721269,56.150857,56.446925,56.755745,57.147278,57.594311,58.109575,58.187178,58.937961,59.343161,59.627636,60.10084,60.454839,60.553692,60.744993,60.986184,61.229683,61.782508,62.137955,62.066368,61.608681,62.702272
France,69.868293,70.117073,70.314634,70.514634,70.663415,70.812195,70.960976,71.160976,71.309756,71.458537,71.658537,71.907317,72.107317,72.356098,72.604878,72.853659,73.102439,73.35122,73.602439,73.85122,74.05122,74.3,74.5,74.8,75.0,75.3,75.6,75.8,76.1,76.34878,76.6,76.84878,77.1,77.3,77.64878,77.75122,77.953659,78.304878,78.604878,78.756098,79.056098,79.158537,79.260976,79.114634,80.163415,80.163415,80.812195,81.112195,81.214634,81.414634,81.663415,82.114634,81.968293,82.219512,82.719512,82.321951,82.573171,82.57561,82.67561,82.826829,82.17561,82.32439,82.129268
French Polynesia,59.445,59.85,60.201,60.514,60.797,61.069,61.353,61.645,61.931,62.214,62.495,62.782,63.082,63.401,63.778,64.249,64.761,65.31,65.891,66.612,67.405,68.157,68.922,69.702,70.559,71.203,71.967,72.448,73.088,73.494,73.908,74.295,74.746,75.191,75.65,76.243,76.813,77.38,77.842,78.574,79.0,79.316,79.544,79.71,79.829,79.951,80.1,80.328,80.587,80.867,81.141,81.434,81.695,81.935,82.151,82.339,82.555,82.774,82.985,83.195,82.459,79.571,83.859
Gabon,46.443,47.115,47.777,48.425,48.994,49.71,50.322,50.928,51.545,52.127,52.697,53.259,53.811,54.352,54.911,55.455,55.97,56.467,56.954,57.438,57.893,58.332,58.644,58.994,59.34,59.665,59.956,60.2,60.398,60.584,60.736,60.891,61.013,61.125,61.183,61.27,61.265,61.395,61.506,61.658,61.81,61.982,62.175,62.463,62.694,62.978,63.259,63.619,64.011,64.361,64.715,65.102,65.438,65.751,66.07,66.336,66.583,66.816,67.043,67.337,67.073,67.072,67.713
"Gambia, The",34.574,35.063,35.599,36.086,36.579,37.12,37.559,38.063,38.533,39.004,39.532,40.048,40.549,41.088,41.676,42.192,42.876,43.366,43.573,44.517,44.977,44.489,46.25,46.892,47.513,48.151,48.798,49.392,50.146,50.725,51.278,51.857,52.477,53.15,53.768,54.292,54.849,55.225,56.007,56.466,56.899,57.283,57.736,58.223,58.749,59.11,59.667,60.001,60.473,60.735,61.167,61.561,61.9,62.252,62.576,62.971,63.386,63.708,64.034,64.427,64.418,63.847,64.859
Georgia,61.347,61.72,62.078,62.457,62.818,63.097,63.397,63.772,64.139,64.509,64.869,65.189,65.516,65.851,66.18,66.512,66.894,67.246,67.597,67.942,68.273,68.741,69.109,69.135,68.795,69.006,69.225,69.219,68.825,68.635,68.679,68.202,67.78,67.405,68.669,69.398,70.637,69.683,69.787,70.012,70.091,70.371,70.438,71.377,71.011,70.689,70.983,70.985,70.949,71.058,71.732,72.485,72.672,73.025,73.105,73.241,73.136,73.435,73.985,74.165,73.509,71.635,74.141
