Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Latvia,69.786829,70.032439,69.430488,69.829024,71.028049,70.726585,70.707317,70.393902,70.042927,69.796829,69.835366,70.164634,69.87878,69.813415,69.740976,68.925366,69.047805,69.104634,68.987805,68.49561,68.808537,68.786341,69.328293,69.119024,69.162927,69.291463,70.622439,70.692927,70.615366,70.155366,69.273171,69.032439,68.396098,66.722683,65.66439,66.39122,68.776585,69.349268,69.012195,69.742927,70.314634,70.760976,70.960976,71.265854,72.026829,71.356098,70.865854,71.019512,72.419512,73.080488,73.482927,73.57561,73.778049,73.982927,74.12439,74.480488,74.580488,74.629268,74.782927,75.387805,75.185366,72.980488,74.278049
Least developed countries: UN classification,41.152036,41.579947,42.059855,42.247065,42.841484,42.946031,43.417495,44.015463,44.370596,44.707226,43.493616,40.200845,45.199015,45.694873,45.741077,45.699581,46.272938,46.688219,46.979091,47.783892,48.233985,48.534062,48.796514,48.189052,48.272261,48.621522,49.347442,50.212994,50.42388,50.897892,51.040932,50.669642,51.393556,52.007747,52.258892,52.942181,53.249567,53.726583,53.886585,54.565619,55.400804,55.985067,56.534123,57.17323,57.709935,58.30855,59.015221,59.61212,59.811801,60.572424,61.040892,61.500457,62.225439,62.723353,62.959257,63.3049,63.723727,64.033976,64.602276,64.972453,64.832359,64.267342,65.763186
Lebanon,63.927,64.267,64.595,64.879,65.103,65.317,65.504,65.677,65.802,65.918,66.018,66.12,66.201,66.298,66.41,57.744,36.436,60.331,59.996,59.557,59.909,60.279,47.19,60.752,61.167,61.574,62.011,62.539,62.92,65.114,65.479,70.865,71.169,71.559,72.03,72.383,72.614,72.94,73.201,73.513,73.895,74.354,74.836,75.275,75.693,76.074,75.677,76.732,76.956,77.262,77.529,77.768,77.941,78.037,78.148,78.275,78.306,78.192,78.263,78.208,76.299,73.65,78.003
Lesotho,50.171,50.275,50.307,50.26,50.307,50.326,50.377,50.513,50.791,51.117,51.501,51.845,52.256,52.62,52.941,53.454,53.931,54.526,55.166,55.843,56.534,57.307,57.976,58.495,58.955,59.211,59.346,59.557,59.572,59.505,59.317,59.061,58.638,58.06,57.288,56.368,55.136,53.733,52.029,50.385,48.783,47.153,45.95,44.921,44.039,43.611,43.182,43.66,44.304,45.055,46.045,46.93,48.235,49.547,50.786,51.83,52.908,53.874,54.638,55.249,55.133,54.209,56.812
Liberia,38.073,38.104,38.167,38.309,38.451,38.693,38.955,39.262,39.588,39.991,40.359,40.72,41.199,41.619,42.063,42.463,42.851,43.22,43.567,43.89,44.088,44.344,44.447,44.576,44.683,44.026,44.494,44.267,44.065,43.863,37.644,43.575,43.566,43.022,42.621,44.573,44.945,48.302,49.367,50.412,51.852,53.109,54.061,53.045,55.949,56.765,57.495,58.147,58.675,59.106,59.358,59.486,59.785,59.992,59.21,59.248,60.483,60.777,60.999,61.232,61.267,61.166,61.934
Libya,40.752,42.362,44.075,45.584,47.652,49.278,50.946,52.462,53.849,55.173,56.379,57.583,58.685,59.71,60.709,61.621,62.448,63.129,63.796,64.328,64.797,65.255,65.768,66.26,66.748,67.285,67.806,68.258,68.608,68.979,69.312,69.635,69.974,70.247,70.472,70.641,70.736,70.72,70.657,70.601,70.542,70.653,70.788,70.996,71.21,71.439,71.632,71.788,71.936,72.071,72.196,69.95,72.188,72.339,71.3,71.644,71.799,72.721,73.151,72.941,72.388,72.062,74.462
Liechtenstein,70.88822,70.955439,70.849585,70.900854,71.042805,71.215659,71.63178,72.042634,72.393122,72.607902,72.883195,73.091683,73.401805,73.648951,73.987439,74.264195,74.474951,74.658317,74.590561,74.613561,74.658098,74.83122,74.955171,75.613049,76.092634,76.638805,77.114317,77.614756,77.844732,78.120854,78.331537,78.471293,78.463659,78.270707,78.421951,77.390244,76.836585,76.046341,77.746341,79.109756,76.826829,79.27561,79.636585,79.960976,81.770732,80.668293,80.94878,81.295122,82.682927,81.5,81.841463,81.792683,82.382927,82.260976,82.073171,82.656098,82.258537,83.746341,83.041463,84.160976,81.658537,84.402439,84.121951
Lithuania,69.847317,70.102683,69.095366,70.20439,71.509024,71.325122,71.520244,71.603902,71.313659,70.928537,70.80439,71.735366,71.024634,71.332195,71.244146,70.867317,70.958049,70.809512,70.604634,70.482195,70.482195,70.460732,70.836829,70.777805,70.32,70.50122,72.080732,71.934634,71.762195,71.425366,71.160732,70.364146,70.23439,68.910488,68.530244,69.006341,70.108049,70.909024,71.219512,71.570732,72.019512,71.658537,71.760976,72.060976,71.960976,71.253659,71.056098,70.9,71.812195,72.914634,73.268293,73.563415,73.863415,73.914634,74.517073,74.321951,74.670732,75.480488,75.680488,76.282927,75.029268,74.036585,75.643902
Low & middle income,43.464619,45.978478,49.644483,50.132504,50.650659,50.448463,51.196031,51.763095,52.504316,53.042138,53.35515,53.424904,54.564677,55.196367,55.709853,56.289145,56.680429,57.41767,57.89676,58.447337,58.900174,59.317461,59.730928,60.174128,60.561945,60.927701,61.35683,61.697308,61.986953,62.362438,62.58019,62.822554,63.160106,63.488985,63.744303,64.059315,64.36075,64.681973,64.946506,65.290436,65.671504,66.002452,66.341441,66.691403,66.910472,67.322997,67.673389,68.017444,68.225532,68.616352,68.954788,69.243463,69.582271,69.868989,70.119532,70.367504,70.605935,70.807992,71.134161,71.369484,70.748333,69.671422,71.684923
Low income,41.61866,41.924323,42.28581,42.511947,42.987678,43.265391,43.704323,44.103871,44.520568,44.903061,45.323643,45.602205,45.594611,46.267084,46.807318,47.183729,47.54368,47.951187,48.101582,48.387488,48.709668,48.85107,48.807434,48.835468,48.613782,48.984825,49.962739,50.175699,50.392375,51.111765,51.286042,50.958437,51.097235,51.956355,51.973796,52.059511,52.128577,52.546844,52.324613,53.303797,54.143054,54.668104,55.121256,56.223511,56.652759,57.191893,57.940334,58.51188,59.006026,59.191665,59.925664,59.865115,60.434556,60.865616,60.837819,60.992135,61.401694,61.579508,62.339988,62.797447,62.8181,62.379989,63.45831
Lower middle income,45.830188,46.215464,46.664024,46.960934,47.400279,46.889965,47.365987,47.663695,48.664317,49.100179,49.011579,48.056139,49.98842,50.51484,50.930575,51.544324,52.070707,52.637858,53.16071,53.799876,54.357603,54.856981,55.310136,55.772443,56.189588,56.572588,56.96813,57.333418,57.696462,58.038507,58.355926,58.502473,58.947196,59.234057,59.55321,59.879174,60.199753,60.537244,60.889546,61.31455,61.746407,62.126698,62.559517,62.97522,63.301668,63.674504,64.104181,64.487267,64.736544,65.209548,65.554398,65.991507,66.360266,66.696658,67.03944,67.349507,67.679194,67.995292,68.281003,68.557426,68.040356,66.36629,69.301095
Luxembourg,68.800561,69.152927,68.431732,68.671976,68.865683,69.226854,68.900366,69.488927,69.974756,69.716683,69.208098,69.239854,70.443366,70.334439,70.199634,70.31822,70.220415,71.424146,71.414634,72.176659,72.258171,71.967927,72.055585,72.851195,72.580707,73.13361,73.952512,73.722341,74.120195,74.122659,74.775488,75.463415,75.770732,75.712195,76.370732,76.512195,76.519512,76.880488,77.017073,77.770732,77.873171,77.82439,77.965854,77.726829,79.121951,79.431707,79.287805,79.382927,80.539024,80.636585,80.631707,80.987805,81.392683,81.8,82.229268,82.292683,82.685366,82.095122,82.295122,82.639024,82.143902,82.597561,82.946341
"Macao SAR, China",63.780756,64.311,64.917537,65.491341,65.886073,66.221463,66.704415,67.322683,67.945,68.194634,68.699146,69.108927,69.68139,70.188146,70.55039,70.707439,71.486976,71.387537,71.905146,72.334683,72.764829,73.191976,73.755293,73.906512,74.06739,74.535805,74.814512,74.995829,75.371854,76.049366,76.398683,76.460122,76.893317,77.301268,77.266488,76.758537,77.543902,77.646341,78.246341,78.995122,80.182927,80.587805,80.946341,81.043902,80.992683,81.341463,81.729268,81.729268,82.026829,82.17561,82.273171,82.470732,82.470732,82.721951,83.021951,83.22439,83.27561,83.526829,83.678049,83.929268,84.129268,83.729268,83.080488
Madagascar,43.349,43.79,44.185,44.626,45.037,45.447,45.98,46.457,46.932,47.322,47.898,48.204,48.507,48.921,49.303,49.596,49.8,49.945,50.017,50.059,49.984,49.806,50.009,50.107,50.209,50.406,50.651,51.098,51.425,51.816,52.14,52.555,52.946,53.733,54.247,54.845,55.477,56.127,56.803,57.434,57.974,58.674,59.17,59.693,60.168,60.664,61.14,61.533,61.992,62.304,62.597,62.86,63.007,63.161,63.261,63.362,63.431,63.433,63.491,63.504,62.706,62.516,63.068
Malawi,34.986,35.23,35.449,35.643,35.681,35.74,35.831,35.941,36.085,36.301,36.638,37.095,37.608,38.355,39.197,40.079,41.022,41.979,43.002,43.703,44.331,44.72,44.84,44.974,44.807,44.568,44.298,43.902,43.569,43.515,43.575,43.54,43.636,43.648,43.8,43.804,44.005,44.2,44.3,45.06,46.17,47.205,48.176,49.601,51.073,52.469,53.652,54.687,55.715,56.714,57.787,58.859,59.87,60.816,61.651,62.324,63.163,63.914,64.464,64.995,65.216,64.782,66.037
Malaysia,57.168,58.015,58.855,59.667,60.448,61.144,61.679,62.044,62.443,62.868,63.298,63.77,64.232,64.725,65.204,65.697,66.233,66.72,67.17,67.607,68.061,68.461,68.876,69.205,69.551,69.863,70.133,70.351,70.551,70.759,70.952,71.219,71.483,71.721,71.865,71.979,72.119,72.296,72.385,72.428,72.732,73.08,73.469,73.727,74.027,74.37,74.697,74.961,75.151,75.269,75.376,75.488,75.552,75.464,75.345,75.288,75.371,75.542,75.734,75.9,76.057,73.917,75.444
Maldives,38.244,38.645,39.09,39.593,40.152,40.759,41.406,42.106,42.852,43.654,44.522,45.454,46.431,47.459,48.535,49.645,50.753,51.835,50.448,53.871,54.819,55.729,56.614,57.484,58.341,59.18,59.993,60.789,61.59,62.375,63.148,63.911,64.664,65.434,66.197,66.962,67.734,68.517,69.303,70.157,70.892,71.659,72.36,73.263,73.008,74.785,75.256,75.711,75.999,76.371,76.756,77.141,77.512,77.847,78.187,78.607,78.913,79.228,79.433,79.707,78.713,78.052,80.76
Mali,30.459,30.637,30.833,31.02,31.231,31.529,31.792,32.197,32.568,32.871,33.396,33.804,34.507,35.087,35.749,36.484,37.204,37.986,38.761,39.506,40.266,40.984,41.804,42.748,43.396,43.921,44.62,45.228,45.72,46.237,46.541,46.889,47.238,47.586,47.914,48.292,48.5,49.086,49.592,50.06,50.605,51.3,51.995,52.632,53.253,53.792,54.305,54.756,55.187,55.588,55.993,56.367,56.696,57.052,57.482,57.852,58.286,58.562,58.873,59.217,58.858,59.116,60.035
Malta,68.344098,68.321634,69.075268,69.158512,69.258195,69.371902,69.658098,69.710512,69.81878,69.974146,70.284951,70.076537,70.596317,71.219927,71.829073,71.95322,72.09161,72.217805,72.228927,72.391707,72.21839,72.271659,72.725585,73.001146,73.211171,73.764073,74.393512,75.193317,75.750902,76.051293,76.045927,76.377634,76.565122,76.71961,76.832976,77.290244,77.341463,77.739024,77.587805,77.5,78.34878,78.843902,78.739024,78.546341,79.253659,79.3,79.439024,79.792683,79.636585,80.241463,81.397561,80.746341,80.746341,81.746341,82.046341,81.897561,82.453659,82.346341,82.24878,82.658537,82.097561,82.258537,82.44878
Marshall Islands,54.359,54.725,55.214,55.739,56.265,56.779,57.284,57.764,58.192,58.504,58.798,59.133,59.491,59.833,60.12,60.273,60.416,60.572,60.701,60.845,60.989,61.139,61.293,61.452,61.602,61.712,61.778,61.808,61.778,61.733,61.756,61.792,61.9,62.085,62.308,62.515,62.765,63.015,63.218,63.421,63.323,63.735,63.848,63.956,64.044,64.112,64.207,64.259,64.3,64.395,64.498,64.641,64.776,64.954,65.11,65.292,65.477,65.673,65.87,66.047,65.387,65.421,66.725
Mauritania,43.611,44.307,45.047,45.794,46.581,47.36,48.135,48.893,49.507,50.085,50.544,50.757,51.037,51.216,51.432,51.571,51.77,51.998,52.349,52.763,53.204,53.684,54.229,54.58,55.195,55.808,56.323,56.964,57.483,57.699,58.087,58.291,58.568,58.733,58.763,58.861,58.915,59.417,59.89,60.443,61.044,61.662,62.249,62.805,63.369,63.92,64.493,64.885,65.233,65.485,65.661,65.754,65.808,65.89,66.207,66.498,66.823,67.088,67.419,67.64,66.794,66.762,68.281
Mauritius,58.461415,59.566683,60.44339,61.128512,61.504049,62.074756,62.127488,61.745171,62.099341,62.703878,63.732195,63.900439,63.87339,64.294195,64.410707,64.613683,64.381024,65.130732,65.592073,66.322537,66.770902,67.406146,68.081976,68.545902,68.776024,68.855512,68.997805,69.287707,69.56061,69.679122,69.404878,69.956098,70.058537,70.107317,70.158537,70.325854,70.322927,70.404878,70.607317,70.960976,71.663415,71.765854,71.965854,72.117073,72.265854,72.432195,72.432195,72.570732,72.570732,72.882439,72.967317,73.266829,73.863415,74.017073,74.19439,74.353171,74.394878,74.514634,74.416341,74.235854,74.177073,73.680244,73.514634
Mexico,53.573,54.422,55.057,55.501,55.916,56.688,57.355,57.959,58.22,58.413,58.893,59.415,60.051,60.518,61.18,61.883,62.475,62.988,63.435,63.862,64.282,64.722,65.256,65.756,66.215,66.775,67.377,67.904,68.299,68.621,69.034,69.368,69.663,69.961,70.302,70.703,71.088,71.472,71.792,72.203,72.562,72.912,73.106,73.308,73.432,73.627,73.746,73.796,73.695,73.628,73.718,73.921,74.128,74.289,74.404,74.431,74.376,74.261,74.301,74.53,70.449,69.75,73.973
"Micronesia, Fed. Sts.",54.195,54.736,55.393,56.004,56.655,57.199,57.75,58.305,58.827,59.309,59.774,60.182,60.608,60.955,61.319,61.617,61.885,62.118,62.306,62.46,62.556,62.668,62.747,62.829,62.923,63.028,63.151,63.206,63.461,63.617,63.722,63.881,63.996,64.041,64.082,64.142,64.253,64.371,64.509,64.626,64.317,64.801,63.907,64.915,64.898,64.906,64.859,64.844,64.849,64.865,64.892,64.969,65.08,65.179,65.294,65.306,65.576,65.761,65.943,66.196,65.878,66.152,66.961
"Middle East, North Africa, Afghanistan & Pakistan",43.516588,44.666578,45.170489,45.821828,46.586346,47.200378,48.330365,48.981245,49.574019,50.262632,50.889736,50.25231,52.067445,52.580114,53.177073,53.754482,54.274606,55.219859,55.674394,56.56364,57.078724,57.410768,57.833832,58.87149,59.511317,60.06366,60.680643,61.203233,61.575609,62.297747,62.406434,63.185376,63.645689,64.008565,64.168972,64.448899,64.764697,65.022055,65.390526,65.848155,66.222514,66.597196,66.964148,67.083794,67.531843,67.529947,68.05908,68.346588,68.704165,68.998721,69.210545,69.39403,69.455125,69.70834,69.989883,70.151105,70.428928,70.709758,70.940321,71.24387,69.911079,69.711319,71.691832
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",43.413269,44.190124,44.681828,45.714749,46.476581,47.082746,47.863822,48.522014,49.120675,49.810491,50.428846,49.720751,51.596414,52.085218,52.6754,53.241893,53.736927,54.694382,55.131567,56.027027,56.526848,56.837895,57.253223,58.312452,58.954937,59.503963,60.130738,60.650684,61.02765,61.74273,61.829716,62.636228,63.089754,63.446323,63.592528,63.869742,64.173948,64.422901,64.787118,65.239918,65.607241,65.97127,66.323955,66.416508,66.860252,66.820125,67.352696,67.621657,67.963506,68.24796,68.459497,68.629964,68.657826,68.878648,69.147275,69.251535,69.496183,69.777241,70.036844,70.380092,69.009096,68.893103,70.965433
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",43.413269,44.190124,44.681828,45.714749,46.476581,47.082746,47.863822,48.522014,49.120675,49.810491,50.428846,49.720751,51.596414,52.085218,52.6754,53.241893,53.736927,54.694382,55.131567,56.027027,56.526848,56.837895,57.253223,58.312452,58.954937,59.503963,60.130738,60.650684,61.02765,61.74273,61.86242,62.667325,63.120272,63.47696,63.626249,63.904021,64.209536,64.459868,64.823368,65.274826,65.636847,65.995207,66.352932,66.445553,66.887354,66.853403,67.381524,67.65036,67.991066,68.274455,68.491251,68.66241,68.691331,68.91363,69.171556,69.287326,69.532838,69.814132,70.073367,70.417485,69.050634,68.928021,71.005532
Middle income,43.572199,46.217093,50.07929,50.582268,51.102884,50.872628,51.638453,52.216049,52.97728,53.52493,53.832148,53.890173,55.099098,55.729732,56.243673,56.837568,57.23347,57.993901,58.498099,59.070774,59.534465,59.967306,60.408993,60.881853,61.312421,61.6821,62.079853,62.431446,62.728382,63.085257,63.30855,63.590465,63.947969,64.252413,64.532362,64.871626,65.199022,65.523202,65.831852,66.141844,66.499689,66.826348,67.169524,67.476441,67.691232,68.106116,68.438592,68.77741,68.974445,69.394155,69.711686,70.041763,70.3719,70.655746,70.94022,71.207068,71.44218,71.659683,71.959799,72.189267,71.521116,70.395353,72.517202
Moldova,59.44,59.856,60.254,60.616,60.962,61.275,61.552,61.781,61.975,62.184,62.414,62.672,62.932,63.175,63.437,63.7,63.968,64.231,64.489,64.823,65.189,65.595,65.859,66.149,66.433,66.882,67.395,67.922,68.191,68.173,67.92,67.554,66.749,66.66,66.319,66.218,66.248,66.484,66.84,67.205,67.462,67.672,67.793,67.9,68.017,68.197,68.423,68.674,69.0,69.406,69.876,70.173,70.344,70.291,70.241,70.118,70.179,70.375,70.236,70.181,69.914,68.991,71.546
Monaco,71.861,72.177,72.437,72.476,72.706,72.866,73.03,73.058,73.17,73.249,73.349,73.365,73.381,73.374,73.421,73.523,73.797,74.193,74.656,74.87,74.948,74.953,75.255,75.697,76.394,77.363,78.4,79.257,79.408,79.416,79.436,79.749,80.065,80.365,80.654,80.902,81.133,81.358,81.605,81.826,82.121,82.485,83.055,83.613,84.151,84.34,84.194,83.903,83.827,84.187,84.644,85.01,85.045,85.056,85.093,85.323,85.63,85.878,86.084,86.151,86.089,85.113,85.746
Mongolia,44.531049,45.392683,46.247415,47.106244,47.917195,48.683146,49.334488,50.09,50.739195,51.359976,51.950585,52.52022,53.072829,53.567146,53.987634,54.300976,54.548415,54.73578,54.886171,55.027049,55.184878,55.373049,55.594024,55.845415,56.12061,56.416756,56.737805,57.092854,57.480341,58.102024,58.801195,59.804732,60.430707,60.82422,60.859,60.892512,60.994,61.414512,62.083073,62.789537,63.210488,63.391707,63.540244,63.575366,64.630244,65.280732,65.902195,66.593415,67.246098,67.969024,68.50561,69.109268,69.500244,70.098049,70.583171,70.810244,70.223902,70.543415,70.827073,71.053171,71.349024,71.645122,71.900732
Montenegro,65.492195,65.928195,66.217878,66.607195,67.208561,67.901732,68.428902,69.075561,69.643171,69.962878,70.206317,70.612659,71.036463,71.36761,71.411805,71.709415,71.846195,71.615122,71.71022,71.280463,72.032585,71.919293,72.101488,72.10678,72.098049,72.23861,72.588463,72.983341,73.213122,73.620488,73.696341,73.766732,73.621659,73.693878,73.58778,73.564927,73.444732,73.342976,73.28778,73.143878,73.396805,73.580195,73.96522,74.055732,74.20561,73.982927,73.839024,74.339024,75.136585,75.143902,75.990244,76.082927,76.3,76.490244,76.339024,76.602439,76.541463,76.685366,77.885366,76.682927,75.931707,73.82439,76.187805
Morocco,41.73,43.694,44.226,44.768,45.346,45.922,46.495,47.099,47.659,48.187,48.691,49.169,49.706,50.22,50.762,51.356,52.048,52.791,53.554,54.376,55.219,56.023,56.869,57.685,58.438,59.208,59.951,60.62,61.231,61.824,62.396,62.919,63.388,63.868,64.346,64.725,65.226,65.616,66.008,66.404,66.794,67.2,67.582,67.958,68.272,68.748,69.157,69.62,70.051,70.454,70.821,71.263,71.674,72.117,72.522,72.894,73.228,73.608,73.946,74.245,73.133,73.385,75.161
Mozambique,41.197,41.5,41.761,41.958,41.656,41.792,41.835,41.953,42.1,42.267,42.459,42.581,42.523,42.724,43.211,43.821,43.923,43.924,43.963,43.914,43.987,41.643,41.677,41.596,38.897,38.984,40.951,41.002,43.691,43.889,44.337,44.705,45.095,45.675,46.086,46.546,47.121,47.8,48.212,48.837,49.476,50.259,50.879,51.383,51.855,52.322,52.748,53.255,53.799,54.4,55.04,55.733,56.46,57.189,57.965,58.711,59.455,60.148,60.79,61.306,61.39,60.268,63.011
Myanmar,44.086,44.603,45.264,45.951,46.653,47.405,48.181,48.86,49.4,50.02,50.47,51.027,51.397,51.763,52.092,52.493,52.908,53.266,53.522,54.026,54.374,54.699,55.033,55.308,55.596,55.816,56.084,56.353,56.57,56.889,57.159,57.395,57.681,58.032,58.326,58.671,59.169,59.523,59.896,60.107,60.357,60.64,60.925,61.196,61.443,61.72,62.026,62.367,56.364,63.095,63.479,63.859,64.251,64.617,64.994,65.288,65.64,65.909,66.232,66.457,66.612,65.553,66.506
Namibia,48.529,49.242,49.972,50.641,51.349,51.997,52.301,52.933,53.553,54.126,54.686,55.289,55.845,56.422,56.943,57.55,58.041,58.586,59.111,59.519,56.572,56.912,57.335,57.637,58.097,58.472,58.725,59.123,59.033,60.773,61.359,60.833,60.16,59.26,58.441,57.518,56.639,55.844,54.767,53.983,52.946,51.98,51.988,51.918,52.175,52.557,53.183,54.026,54.74,55.347,56.093,56.647,57.733,58.468,59.311,60.008,60.81,61.661,62.579,63.546,64.071,60.85,64.19
Nauru,57.924,58.005,58.023,58.099,58.167,58.255,58.385,58.62,58.633,58.408,58.449,58.427,58.405,58.362,58.31,58.251,58.215,58.144,58.288,58.374,58.471,58.555,58.635,58.694,58.658,58.598,58.591,58.625,58.725,58.9,59.102,59.312,59.518,59.761,59.954,60.063,60.07,59.985,59.86,59.701,59.574,59.482,59.427,59.359,59.346,59.361,59.409,59.49,59.675,59.852,60.074,60.287,60.533,60.701,60.834,60.897,60.996,61.101,61.238,61.393,61.527,61.331,61.93
Nepal,38.652,38.966,39.333,39.608,40.229,40.688,41.239,41.71,42.173,42.722,43.151,43.616,44.068,44.485,44.919,45.499,45.991,46.628,47.202,47.766,48.333,48.662,49.181,49.676,50.227,50.922,51.594,52.382,53.109,54.013,54.771,55.65,56.686,57.597,58.631,59.323,60.044,60.823,61.532,62.035,62.642,63.288,63.507,64.229,64.744,65.275,65.891,66.169,66.442,66.6,66.772,67.123,67.364,67.598,67.812,67.374,68.444,68.74,69.036,69.299,69.106,68.385,70.087
Netherlands,73.392683,73.652683,73.323902,73.337073,73.704146,73.56878,73.512927,73.804146,73.612683,73.539512,73.58561,73.809512,73.727073,74.143902,74.536829,74.49878,74.647073,75.221463,75.145122,75.606098,75.743171,75.93439,75.988537,76.164146,76.233171,76.284634,76.270488,76.705122,76.890244,76.734146,76.878049,77.0,77.217073,76.916585,77.375122,77.404634,77.43561,77.79439,77.882927,77.836585,77.987805,78.190244,78.292683,78.492683,79.095122,79.346341,79.697561,80.097561,80.25122,80.54878,80.702439,81.204878,81.104878,81.304878,81.707317,81.509756,81.560976,81.760976,81.812195,82.112195,81.358537,81.309756,81.614634
New Caledonia,52.341,53.068,53.795,54.531,55.287,56.066,56.871,57.688,58.503,59.3,60.057,60.785,61.413,62.1,62.69,63.239,63.751,64.236,64.702,65.154,65.601,65.987,66.51,66.972,67.419,67.843,68.239,68.597,68.92,69.221,69.526,69.82,70.143,70.504,70.897,71.314,71.75,72.204,72.677,73.141,73.574,73.958,74.278,74.5,74.713,74.867,75.016,75.181,75.398,75.676,75.992,76.315,76.615,76.867,77.053,77.206,77.359,77.504,77.557,77.262,77.049,77.113,77.698
New Zealand,71.236585,70.985366,71.231707,71.280488,71.329268,71.226829,71.12439,71.473171,71.12439,71.473171,71.273171,71.773171,71.829268,71.668293,71.92439,72.219512,72.421951,72.168293,73.019512,73.068293,72.829268,73.621951,73.72439,73.77561,74.370732,73.829268,74.121951,74.178049,74.42439,74.82439,75.378049,76.031707,76.12439,76.434146,76.882927,76.734146,76.787805,77.334146,78.085366,77.890244,78.636585,78.692683,78.846341,79.146341,79.54878,79.85122,80.04878,80.15122,80.35122,80.702439,80.904878,81.156098,81.407317,81.404878,81.456829,81.612439,81.658537,81.858537,81.707317,82.056098,82.256098,82.207317,81.958537
Nicaragua,46.399,47.289,47.981,48.752,49.586,50.647,51.579,52.348,52.865,53.35,53.815,54.219,47.957,55.023,55.401,55.774,56.118,56.126,53.533,50.828,57.953,58.278,58.685,56.851,56.126,56.4,57.558,57.329,59.833,61.884,62.473,63.31,63.672,64.093,64.549,64.869,65.215,65.523,64.111,65.892,66.36,67.028,67.95,68.749,69.51,70.374,70.958,71.197,71.404,71.499,71.761,72.033,72.435,72.551,72.792,72.899,73.18,73.389,73.879,73.764,70.766,70.478,74.463
Niger,36.193,36.287,36.319,36.437,36.464,36.404,36.331,36.243,36.128,36.003,35.919,35.294,35.813,35.938,36.195,36.568,37.101,37.689,38.267,38.889,39.344,39.637,39.844,39.979,39.989,40.12,40.251,40.468,40.791,41.188,41.732,42.289,43.064,43.838,44.586,45.504,46.313,47.097,47.807,48.48,49.172,49.872,50.645,51.545,52.402,53.32,54.223,55.063,55.852,56.487,57.08,57.6,57.987,58.364,58.693,58.85,59.228,59.524,59.765,60.031,59.89,59.542,60.398
Nigeria,37.207,37.427,37.606,37.806,37.98,38.221,38.355,37.497,38.642,38.946,40.008,40.606,41.273,41.831,42.489,43.054,44.186,44.847,45.348,45.738,45.959,46.309,46.437,46.442,46.339,46.193,45.953,45.89,45.834,45.83,45.733,45.483,45.587,45.783,45.748,45.87,45.833,45.96,46.148,46.609,47.143,47.549,48.02,48.618,49.148,49.538,49.876,50.381,50.748,51.08,51.315,51.49,51.688,51.827,51.94,51.939,52.189,52.397,52.669,53.009,53.072,53.455,54.079
North America,69.892881,70.367411,70.2322,70.049873,70.312587,70.366448,70.377475,70.713722,70.175723,70.694167,70.985054,71.290611,71.32589,71.529186,72.079324,72.693277,72.952847,73.349032,73.469846,73.907617,73.754865,74.154731,74.494101,74.619445,74.736352,74.735943,74.795628,74.963632,74.972248,75.226521,75.436199,75.587814,75.837971,75.646479,75.842982,75.855463,76.244097,76.625358,76.781949,76.804786,76.885033,77.088349,77.191936,77.30028,77.734338,77.746238,77.96904,78.239533,78.303859,78.654713,78.816955,78.923432,79.032225,79.04113,79.135655,79.003625,78.88001,78.868804,78.960796,79.133413,77.44981,76.865768,77.832768
North Macedonia,60.501732,61.778098,59.284732,61.35761,61.503415,62.563366,63.480902,63.711293,64.521098,63.931537,64.901829,65.137927,65.568585,66.986268,67.026195,67.162878,67.771683,68.135659,68.954878,69.062366,68.967976,69.328098,69.732854,69.607293,70.06178,70.08778,70.154098,70.263805,70.31361,70.957463,71.172098,71.582902,71.148463,71.596561,71.692683,71.84878,72.495122,72.446341,72.297561,72.790244,72.946341,73.436585,73.039024,73.241463,73.597561,73.697561,73.895122,73.8,74.4,74.446341,74.997561,75.1,74.902439,75.4,75.45122,75.402439,75.4,75.953659,76.64878,76.602439,74.395122,73.246341,74.424878
Northern Mariana Islands,61.39,61.671,61.972,62.308,62.592,62.958,63.331,63.711,64.076,64.475,64.831,65.196,65.557,65.988,66.434,66.85,67.278,67.653,67.903,68.123,68.302,68.479,68.692,68.858,69.062,69.231,69.357,69.48,69.614,69.784,70.038,70.362,70.762,71.156,71.533,71.938,72.442,72.947,73.573,74.262,74.9,75.419,75.934,76.505,76.789,77.307,77.688,77.863,77.938,77.903,77.8,77.688,77.566,77.452,77.377,77.36,77.392,77.47,77.51,77.844,78.03,78.16,78.531
