Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sao Tome and Principe,0.185505,0.18152,0.176454,0.178748,0.188964,0.191447,0.193428,0.19496,0.192976,0.217138,0.208029,0.195796,0.178523,0.191608,0.181401,0.176701,0.19883,0.273001,0.244572,0.219205,0.313872,0.40892,0.339552,0.324986,0.389507,0.394381,0.402301,0.393746,0.397866,0.409991,0.379814,0.381213,0.429557,0.474599,0.523763,0.552466,0.574747,0.576311,0.602441,0.644352,0.679861,0.685703,0.701017,0.690662,0.668811,0.702478,0.718743,0.720394,0.725544,0.745576,0.708718,0.713188,0.623937
Saudi Arabia,14.598944,16.953618,20.723928,26.378063,26.277167,20.642642,24.078913,24.498214,24.615647,27.486799,31.86622,27.908664,26.829478,25.103444,17.764005,16.642441,15.7437,16.126963,16.549327,15.85123,16.343149,15.915202,16.341096,16.461401,17.157844,16.340996,16.666926,16.223842,16.720259,16.437188,16.395399,16.183573,16.399128,16.41193,16.625717,16.847546,17.090314,17.340592,18.056317,18.334563,20.304742,20.294026,20.610095,19.808729,20.697381,20.507126,19.690702,19.476469,19.209084,19.285946,18.290288,19.175989,19.282874
Senegal,0.302083,0.293099,0.301837,0.315219,0.328009,0.348011,0.354917,0.368523,0.351987,0.38021,0.383808,0.369325,0.344488,0.33405,0.347711,0.349723,0.325173,0.318208,0.297272,0.303591,0.306352,0.29943,0.319989,0.303968,0.302258,0.311332,0.327737,0.35213,0.385859,0.41581,0.40018,0.44192,0.447201,0.423806,0.471678,0.511647,0.488187,0.528404,0.534843,0.534392,0.552265,0.577132,0.553255,0.571876,0.592329,0.631686,0.684897,0.659315,0.674574,0.674424,0.644157,0.762104,0.82396
Seychelles,1.994403,1.954475,1.899017,1.935246,2.052229,2.082912,2.117215,2.146117,2.167337,2.482213,2.413809,1.827126,1.544719,2.922204,2.951311,3.062351,3.002193,4.296413,5.826485,5.548889,3.825514,5.38906,4.510832,4.434418,4.302945,4.515032,4.607613,4.799596,4.815717,4.927248,9.299774,10.322406,9.060832,9.243667,12.870567,11.637983,12.405437,10.201922,10.593864,11.686407,10.214994,8.939742,10.040429,8.919499,10.136932,10.563162,11.621619,12.028004,10.389409,9.165685,8.519023,7.940922,7.027144
Sierra Leone,0.135089,0.132635,0.129584,0.131568,0.13919,0.141865,0.14438,0.146693,0.146176,0.165113,0.15892,0.149179,0.146412,0.149699,0.137436,0.148031,0.16007,0.234874,0.232125,0.199329,0.150828,0.198103,0.124689,0.121839,0.125422,0.135792,0.152338,0.14559,0.152289,0.157571,0.097567,0.117075,0.116626,0.119146,0.114364,0.10315,0.126519,0.116048,0.109725,0.107784,0.114146,0.135958,0.148739,0.167216,0.175528,0.145276,0.146933,0.141558,0.160274,0.156143,0.155538,0.181899,0.177218
Singapore,3.856724,3.797529,4.358623,4.685271,4.808324,4.752674,5.0433,5.450566,6.041213,6.371093,6.312696,6.461692,6.434543,6.843746,6.666481,6.947916,7.081105,7.115892,7.804693,8.024256,10.386225,10.677931,10.582945,11.910652,12.180028,11.729644,11.583827,11.114667,10.455888,10.459989,11.301037,11.093878,10.828003,10.314555,10.685527,9.782895,9.535542,9.449137,8.867946,8.773947,9.629403,9.903509,9.440394,9.74705,9.847499,9.968307,9.447071,10.13641,9.614261,9.798707,9.475665,10.216783,9.995828
Slovak Republic,9.672839,9.623256,9.703452,9.907626,9.965641,10.16443,10.266714,10.57876,11.745405,11.884657,12.601392,12.130189,11.689148,11.560199,11.909468,11.782475,11.16679,11.455645,11.595674,11.457272,11.442284,9.931318,9.274788,9.045322,8.491655,8.534392,8.558703,8.463912,8.286183,8.133495,7.73551,7.804339,7.802173,7.890015,7.788109,7.862631,7.864503,7.690773,7.652057,6.91125,7.402714,7.019564,6.676999,6.720425,6.272818,6.365647,6.526591,6.93642,6.837574,6.381823,5.980021,6.727857,6.110128
Slovenia,5.616413,5.591557,5.400766,6.109027,6.55154,6.42586,6.064775,6.546651,6.886588,7.154577,7.262763,5.838982,5.834372,7.215756,7.178051,6.960453,6.824591,6.415948,8.555801,7.9475,7.349808,6.873312,6.64754,7.016708,7.075749,7.522092,7.903892,8.164179,8.090415,7.802647,7.589024,8.516912,8.662141,8.580657,8.712667,8.816061,8.941595,8.887223,9.348217,8.280559,8.376912,7.832698,7.542927,7.529783,6.850697,6.927398,7.27283,7.425663,7.449754,7.099314,6.440486,6.574754,6.339403
Small states,4.384962,4.306697,4.547659,4.954806,5.103916,5.225818,5.461035,5.641149,5.845841,5.912019,6.09223,6.019483,5.977965,5.831469,5.75503,5.575128,5.472514,5.467477,5.371175,5.157663,5.704103,5.475003,4.751784,4.454442,4.741286,4.515144,4.666657,4.667611,4.665869,4.662802,4.719626,4.890898,4.797128,5.250449,5.407481,5.76099,6.106869,6.326799,6.160565,5.793154,6.258962,6.181803,5.994906,5.935871,5.896794,5.62992,5.45972,5.41654,5.444417,5.048351,4.617502,4.661961,4.767685
Solomon Islands,0.373204,0.36482,0.380012,0.445266,0.531683,0.426912,0.407348,0.41601,0.398597,0.413563,0.430008,0.586076,0.502351,0.532817,0.459433,0.441486,0.336826,0.432628,0.510819,0.47684,0.478525,0.481363,0.51277,0.503254,0.502308,0.442645,0.433829,0.434629,0.434771,0.422532,0.528528,0.568884,0.585136,0.596369,0.603652,0.618738,0.609853,0.647198,0.645453,0.632839,0.672648,0.674208,0.648354,0.660733,0.60706,0.521727,0.488542,0.425714,0.458609,0.43851,0.413299,0.436145,0.38281
"Somalia, Fed. Rep.",0.152817,0.148866,0.144285,0.145368,0.152848,0.154949,0.156832,0.158317,0.150035,0.152997,0.138036,0.152386,0.139544,0.144633,0.139117,0.131744,0.145481,0.144128,0.129973,0.125302,0.088764,0.070299,0.058151,0.057967,0.054933,0.054441,0.054339,0.052157,0.051254,0.05133,0.070746,0.072044,0.077319,0.07593,0.072182,0.070874,0.071013,0.069737,0.065429,0.064843,0.064306,0.063836,0.062458,0.060818,0.057963,0.059571,0.058388,0.056092,0.055409,0.052804,0.04742,0.047315,0.046787
South Africa,8.3287,8.040208,8.094058,8.57237,8.60378,8.988464,9.294776,9.037868,8.003618,7.982301,8.225207,8.39801,8.318029,8.09936,8.341143,8.201665,7.87944,8.067577,7.918931,7.606748,7.711501,7.343021,7.05973,6.97022,7.012099,7.300565,7.453794,7.690458,7.728828,7.292188,7.363979,7.513198,7.72131,8.114911,8.690234,8.815015,8.812432,9.10281,9.545699,8.83354,8.871174,8.377586,8.576675,8.688727,8.752624,8.149487,8.037016,8.147514,8.077017,8.014122,7.444583,7.293407,6.882639
South Asia,0.343138,0.336608,0.342771,0.334348,0.348618,0.362263,0.378018,0.376659,0.362262,0.38093,0.3921,0.419975,0.432904,0.450192,0.482072,0.49198,0.52217,0.547031,0.567595,0.594362,0.612901,0.643927,0.655211,0.670814,0.699625,0.736247,0.756783,0.781709,0.786847,0.825054,0.840446,0.842483,0.858783,0.871181,0.922668,0.948146,0.995096,1.066986,1.130137,1.18912,1.253375,1.321023,1.423458,1.444111,1.541528,1.556948,1.571191,1.641909,1.700231,1.682784,1.543899,1.687763,1.800412
South Asia (IDA & IBRD),0.343138,0.336608,0.342771,0.334348,0.348618,0.362263,0.378018,0.376659,0.362262,0.38093,0.3921,0.419975,0.432904,0.450192,0.482072,0.49198,0.52217,0.547031,0.567595,0.594362,0.612901,0.643927,0.655211,0.670814,0.699625,0.736247,0.756783,0.781709,0.786847,0.825054,0.840446,0.842483,0.858783,0.871181,0.922668,0.948146,0.995096,1.066986,1.130137,1.18912,1.253375,1.321023,1.423458,1.444111,1.541528,1.556948,1.571191,1.641909,1.700231,1.682784,1.543899,1.687763,1.800412
Spain,4.224078,4.073151,4.383893,4.702265,5.000863,5.10945,5.557755,5.27867,5.194635,5.463225,5.678279,5.787302,5.581736,5.636125,5.328097,5.132878,5.217174,5.233738,5.329781,5.792608,5.903875,6.093805,6.269112,5.871395,6.123246,6.420521,6.136859,6.590315,6.777412,7.297485,7.649718,7.601828,7.930918,7.963642,8.212531,8.426284,8.071068,8.214324,7.40131,6.479366,6.177996,6.19393,6.092657,5.500723,5.493693,5.849337,5.662041,5.977615,5.809693,5.398122,4.528235,4.915133,4.994222
Sri Lanka,0.254006,0.251053,0.295366,0.302138,0.255364,0.220489,0.221392,0.234637,0.272108,0.288801,0.283426,0.287203,0.322957,0.327472,0.286203,0.258644,0.252853,0.286475,0.273089,0.257032,0.259227,0.268601,0.329309,0.31694,0.360233,0.355464,0.492074,0.481571,0.487992,0.529335,0.594343,0.580306,0.60077,0.644522,0.661039,0.713778,0.648297,0.689226,0.644925,0.615578,0.647461,0.757198,0.845279,0.720768,0.86055,0.939967,1.10736,1.091255,1.014439,1.099528,1.031726,1.029951,0.937609
St. Kitts and Nevis,0.331794,0.334796,0.408784,0.412489,0.370387,0.447186,0.407065,0.45205,0.453525,0.450817,0.445741,0.440302,0.413806,0.406293,0.453542,0.458518,0.41088,0.440166,0.506551,0.522597,0.514444,0.688835,0.685251,0.817128,0.957488,0.796201,0.909579,0.921065,0.931861,0.930472,1.098391,1.110116,1.260322,1.305873,1.41207,1.309301,1.488114,1.637905,1.716665,1.928979,2.106903,1.659344,1.696681,1.933332,2.0663,2.164079,2.368561,2.210414,2.363428,2.773045,2.551739,2.484871,2.78533
St. Lucia,0.291766,0.286906,0.34339,0.342332,0.300708,0.357643,0.320213,0.347834,0.342732,0.334388,0.326096,0.238516,0.290039,0.246313,0.269149,0.339117,0.34822,0.394064,0.528889,0.536217,0.518653,0.514622,0.509826,0.489125,0.580574,0.561373,0.548406,0.555159,0.560523,0.560299,0.610279,0.646542,0.603189,0.696422,0.669756,0.697492,0.768128,0.824998,0.886214,0.949555,1.066668,0.821881,0.845371,0.961533,1.021029,1.042852,1.118158,1.113178,1.464266,1.658777,1.557363,1.580758,1.656216
St. Vincent and the Grenadines,0.118795,0.117681,0.141119,0.141857,0.125557,0.149422,0.13538,0.14706,0.146923,0.143992,0.141057,0.137999,0.128339,0.124488,0.137435,0.136398,0.119874,0.126362,0.158145,0.257927,0.262941,0.251288,0.303976,0.246596,0.45077,0.491831,0.438476,0.528544,0.59021,0.596299,0.369017,0.427309,0.490529,0.531196,0.569859,0.589595,0.652597,0.70115,0.734049,1.122996,0.882147,0.631007,0.805621,0.762935,0.857395,0.889117,0.951584,1.032528,1.050264,1.118396,1.195835,1.141568,1.245517
Sub-Saharan Africa,0.934569,0.952396,0.999816,1.10847,1.167858,1.104997,1.14642,1.088701,1.011403,1.078722,1.065638,1.024287,0.992678,0.975103,0.992169,0.990404,0.958146,0.967512,0.967644,0.945055,0.9317,0.901954,0.882475,0.855413,0.841162,0.869841,0.902488,0.904687,0.885123,0.845178,0.846617,0.854306,0.83711,0.864004,0.888197,0.884953,0.863727,0.862939,0.8873,0.823626,0.838978,0.820806,0.823719,0.844574,0.855376,0.821699,0.814334,0.797707,0.796189,0.792371,0.734004,0.746696,0.720695
Sub-Saharan Africa (IDA & IBRD countries),0.934569,0.952396,0.999816,1.10847,1.167858,1.104997,1.14642,1.088701,1.011403,1.078722,1.065638,1.024287,0.992678,0.975103,0.992169,0.990404,0.958146,0.967512,0.967644,0.945055,0.9317,0.901954,0.882475,0.855413,0.841162,0.869841,0.902488,0.904687,0.885123,0.845178,0.846617,0.854306,0.83711,0.864004,0.888197,0.884953,0.863727,0.862939,0.8873,0.823626,0.838978,0.820806,0.823719,0.844574,0.855376,0.821699,0.814334,0.797707,0.796189,0.792371,0.734004,0.746696,0.720695
Sub-Saharan Africa (excluding high income),1.028883,1.048748,1.101612,1.221417,1.286824,1.21738,1.262876,1.197893,1.111159,1.183459,1.166311,1.120276,1.086883,1.067032,1.085812,1.083731,1.04769,1.057746,1.058661,1.034785,1.021207,0.990022,0.971254,0.94129,0.925818,0.957832,0.994149,0.997089,0.975688,0.932047,0.933038,0.940575,0.921997,0.95197,0.978313,0.975763,0.952054,0.951147,0.977959,0.90723,0.924887,0.903882,0.906158,0.928111,0.938083,0.899625,0.889025,0.871108,0.868424,0.863844,0.799918,0.813673,0.785922
Sudan,0.293875,0.284837,0.291199,0.367291,0.332854,0.251365,0.234644,0.236103,0.206117,0.20367,0.230366,0.214678,0.213365,0.2086,0.185168,0.214168,0.204882,0.155031,0.218734,0.193007,0.251868,0.219993,0.204184,0.142637,0.204417,0.18636,0.179609,0.212389,0.186035,0.200641,0.215697,0.229633,0.273652,0.274762,0.302186,0.347657,0.415111,0.43952,0.457314,0.460761,0.477571,0.449334,0.474626,0.466405,0.47693,0.538629,0.580135,0.553976,0.534632,0.515296,0.463109,0.491049,0.434223
Suriname,1.652426,1.600788,1.816498,1.896799,1.718672,1.922182,1.840897,2.032893,2.101955,2.099035,2.063792,1.750657,1.545857,1.130837,0.989814,1.269342,1.267555,0.994429,1.195096,1.399333,2.660894,3.016532,2.933027,2.933812,2.928914,2.935713,2.837317,2.860733,2.847798,2.731755,3.105469,3.125206,2.251934,2.438321,2.712274,3.251989,2.916969,2.664326,2.717754,2.671239,3.181718,3.517363,4.345461,4.021476,4.555653,4.687025,5.037286,4.127247,3.588246,4.393266,4.253352,4.400579,4.593975
Sweden,11.957874,10.987025,10.979267,11.094117,10.23263,10.410382,11.236097,10.721914,10.025558,10.382438,9.461694,8.537765,7.796438,7.093092,7.026026,7.491642,7.672068,7.412569,7.170459,6.784804,6.676423,6.688394,6.943659,6.912391,7.168321,7.09673,7.663784,6.985741,7.118369,6.963894,6.535549,6.526378,6.654227,6.659642,6.456363,6.039445,6.067779,5.776429,5.608952,5.046042,5.639026,5.128692,4.803751,4.579871,4.411996,4.378006,4.281934,4.15962,3.896557,3.842352,3.674025,3.886255,3.599963
Switzerland,6.690491,6.970935,7.030172,7.554317,6.774634,6.397989,6.701686,6.79131,6.982256,6.758204,6.851829,6.440954,6.057241,6.670107,6.567508,7.03339,6.982893,6.6965,6.641125,6.559633,6.664757,6.922258,6.840772,6.446035,6.261593,6.331073,6.380961,6.183507,6.370871,6.378074,6.230894,6.388608,6.119343,6.248589,6.279466,6.324173,6.227607,5.90857,6.012376,5.761748,5.920146,5.344461,5.452164,5.514253,4.994169,4.856288,4.871235,4.711199,4.523891,4.477451,4.160616,4.32304,3.928467
Syrian Arab Republic,0.993479,0.965597,0.899718,0.826775,1.087774,1.230375,1.366645,1.452135,1.438713,1.771122,1.604381,1.74572,1.999517,2.283103,2.469713,2.151271,2.166594,2.658697,2.521706,2.354221,2.623726,2.782004,2.680506,2.672691,2.736628,2.77166,2.898355,2.810759,2.90859,2.78581,2.758866,2.69851,2.623485,2.570358,2.61941,3.125833,3.135343,3.113504,3.081792,2.83975,2.788481,2.562193,2.031994,1.439753,1.528451,1.448456,1.348204,1.616709,1.736897,1.63692,1.508316,1.481184,1.38747
Tajikistan,2.771778,2.698594,2.74166,2.772873,2.80358,2.908211,2.886181,2.87395,2.860867,2.846222,2.895684,2.829968,2.763811,2.726395,2.637708,2.66826,2.67773,2.630096,2.58069,2.521772,2.282465,2.099074,1.514639,1.012875,0.616047,0.512004,0.445164,0.484802,0.520595,0.482542,0.443074,0.427929,0.421852,0.422958,0.493642,0.460827,0.494462,0.562974,0.51657,0.407197,0.401326,0.393928,0.436993,0.437388,0.565921,0.589055,0.644681,0.763157,0.881498,0.948639,0.96295,0.94581,0.93895
Tanzania,0.116211,0.112257,0.126684,0.126915,0.112289,0.101169,0.094322,0.092739,0.0937,0.095541,0.091293,0.089554,0.079143,0.074996,0.075885,0.077448,0.079221,0.07801,0.078976,0.0775,0.079804,0.082504,0.07454,0.075835,0.072321,0.096783,0.113366,0.103787,0.087932,0.080023,0.090834,0.093385,0.103523,0.106642,0.142838,0.157544,0.163877,0.150653,0.147505,0.139277,0.163842,0.193059,0.223795,0.237456,0.223568,0.253809,0.262647,0.255108,0.259781,0.287347,0.273515,0.301475,0.323162
Thailand,0.56083,0.548008,0.598132,0.649939,0.633083,0.632626,0.699696,0.751167,0.809793,0.840564,0.858753,0.829174,0.788429,0.855388,0.905973,0.969659,0.984684,1.11683,1.249279,1.436059,1.742571,1.869342,2.017116,2.254789,2.47876,2.767392,3.068965,3.086305,2.714913,2.80178,2.774938,2.883303,3.035356,3.128353,3.378698,3.472187,3.49793,3.544777,3.534014,3.405959,3.592324,3.575658,3.813637,3.950994,3.881186,3.990141,3.919904,3.949976,3.876,4.005331,3.847399,3.744412,3.963375
Timor-Leste,0.019347,0.019184,0.020071,0.023162,0.027588,0.022904,0.022218,0.022804,0.022266,0.023328,0.024466,0.02377,0.023313,0.033053,0.042226,0.061579,0.06943,0.077664,0.095519,0.090353,0.091669,0.092897,0.09921,0.126242,0.126111,0.111502,0.134262,0.134433,0.201055,0.363964,0.469206,0.326993,0.283453,0.287825,0.555176,0.368655,0.349069,0.311776,0.301135,0.318479,0.308294,0.333992,0.554065,0.654616,0.629578,0.576867,0.538055,0.496763,0.522431,0.559824,0.512348,0.52639,0.507268
Togo,0.242964,0.160701,0.175346,0.149954,0.135403,0.153265,0.132535,0.170399,0.180915,0.196454,0.176282,0.16558,0.180993,0.12768,0.13706,0.125164,0.180217,0.189637,0.180384,0.177653,0.188833,0.169746,0.125921,0.097684,0.177057,0.167179,0.246775,0.179787,0.215289,0.270805,0.243403,0.213439,0.221493,0.25889,0.241903,0.224343,0.203255,0.196805,0.249513,0.41373,0.375041,0.335012,0.316333,0.265104,0.232146,0.201744,0.270784,0.205458,0.234454,0.248763,0.27934,0.285412,0.286521
Tonga,0.223931,0.220034,0.231238,0.272507,0.327515,0.264468,0.253868,0.263634,0.260277,0.278849,0.299686,0.443269,0.435803,0.430621,0.384733,0.424559,0.228548,0.582459,0.734573,0.865165,0.893681,0.944992,0.991782,1.001968,1.394685,1.149414,1.30541,1.404533,1.458753,1.446407,0.97198,0.916854,1.006989,1.201371,1.064042,1.146956,1.252671,1.07003,1.155859,1.220115,1.175047,1.115553,1.099944,1.115075,1.236293,1.269617,1.357037,1.470253,1.39627,1.566211,1.764361,1.957532,1.536528
Trinidad and Tobago,6.99032,6.854381,6.337735,6.490143,6.511678,5.763245,6.65078,7.296902,7.477181,7.52339,8.134655,8.427566,9.348417,9.58576,9.927331,9.99616,9.710138,9.861225,10.388279,10.293009,10.117249,10.246234,10.442692,10.113115,11.111266,10.66826,11.43207,11.371949,13.702608,14.034828,14.524381,16.393739,17.639944,20.27528,21.481217,27.052964,29.704132,30.25143,29.537432,28.573718,31.131793,31.066046,28.517129,27.84738,27.651536,27.235311,24.904886,23.989613,24.001595,24.357379,21.805191,20.974759,20.866009
Tunisia,0.830359,0.812539,0.891791,0.873558,0.937873,0.929741,0.965834,1.05906,1.146846,1.323365,1.425632,1.440957,1.370515,1.559443,1.587317,1.600399,1.606278,1.584829,1.647413,1.739094,1.774699,1.793638,1.867086,1.8981,1.876487,1.886881,1.918407,1.950172,2.010215,2.088285,2.163967,2.230296,2.183951,2.141182,2.244259,2.286321,2.342648,2.392589,2.411892,2.381557,2.575799,2.412623,2.56515,2.532814,2.679069,2.694298,2.59022,2.60043,2.565812,2.546938,2.398393,2.574386,2.504989
Turkiye,1.240742,1.326582,1.501337,1.588979,1.617996,1.714184,1.863144,2.013167,1.948457,1.762448,1.801994,1.770008,1.878905,1.93721,2.004707,2.131153,2.28449,2.434755,2.313377,2.51439,2.770018,2.675361,2.741319,2.788692,2.725431,2.923014,3.14001,3.252828,3.232229,3.167182,3.470433,3.120681,3.242085,3.386254,3.438893,3.549561,3.911767,4.280794,4.21594,4.183514,4.268019,4.483323,4.578038,4.384562,4.60446,4.702763,4.935332,5.394164,5.27402,5.019137,5.07396,5.475006,5.229562
Turkmenistan,8.544937,8.336178,8.540168,8.697556,8.891509,9.465238,9.456323,9.54836,9.963108,10.040002,10.495399,10.554773,10.559638,10.588016,10.666917,10.720226,10.766056,10.765073,10.703544,10.627641,12.15095,10.045115,7.253145,6.732505,8.317686,8.26963,7.391801,7.264552,7.393254,8.584136,8.584546,8.616979,9.061855,9.900008,10.35152,10.470231,10.677633,11.59166,11.588001,10.020908,11.080024,11.637365,11.758141,10.990209,10.405573,10.925565,10.580073,11.091152,11.153412,10.765903,11.05414,13.456249,14.005338
Turks and Caicos Islands,0.582319,0.573514,0.676247,0.656814,0.573888,0.665326,0.585586,0.626457,0.607087,0.588557,0.555262,0.531108,0.470049,0.436932,0.461184,0.44113,0.442611,0.453624,0.473318,0.464576,0.436345,0.414466,0.393215,0.366354,0.355549,0.332182,0.317158,0.309428,0.331164,0.322958,0.945008,0.939926,1.257465,1.274911,1.225061,1.4007,1.699638,1.998477,2.143873,2.284175,2.464777,1.812228,1.805335,1.993879,2.168331,2.185494,2.299361,2.212312,4.564595,5.122087,4.841617,4.752116,4.809475
Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,0.09078,0.088876,0.08523,0.076739,0.078233,0.070139,0.084969,0.077057,0.058548,0.058906,0.054069,0.043086,0.039492,0.036845,0.037268,0.037634,0.04022,0.043562,0.045512,0.041439,0.047285,0.046536,0.045781,0.044566,0.038874,0.048999,0.052064,0.053152,0.060287,0.060089,0.058912,0.058099,0.064164,0.065687,0.06674,0.079451,0.089553,0.104855,0.113964,0.121798,0.117311,0.127803,0.126072,0.124838,0.133324,0.149086,0.154689,0.155657,0.16497,0.164294,0.16015,0.176657,0.168118
Ukraine,10.040182,9.966625,10.420855,10.963475,11.389544,11.858931,12.15709,12.313004,13.079252,13.301799,13.597454,13.324228,13.228819,13.178603,13.171765,13.154226,13.375643,13.738508,13.83844,13.712738,15.090839,14.204622,12.430536,10.847649,9.028272,8.984555,7.762309,7.526307,7.237264,7.290723,7.285142,7.334383,7.407061,8.133743,7.686974,7.504235,7.537839,7.813016,7.52327,6.267907,6.80017,7.197596,7.031318,6.834964,5.858515,4.938463,4.981628,4.524631,4.828759,4.624588,4.451592,4.382444,2.907396
United Arab Emirates,67.931429,75.903733,72.068548,82.134927,73.628414,67.567458,74.01123,64.595633,65.010614,41.534084,40.502609,34.60047,32.635442,29.784385,38.270561,37.601485,34.233803,33.074924,30.318447,31.810469,29.968918,32.254242,29.565193,29.66307,31.169519,31.791887,31.141023,29.921666,28.442804,27.297047,25.31988,27.193998,26.161979,25.956044,25.969871,26.252264,25.393224,24.382756,26.06071,24.651181,25.030124,24.949856,25.030319,25.354558,24.581584,24.320533,23.774845,22.163907,20.037583,20.945787,20.814106,20.826928,19.373146
United Kingdom,12.101769,11.966513,11.730834,12.28336,11.468511,11.096299,11.20848,11.363416,11.330112,11.963265,10.806456,10.459974,10.181073,10.056325,9.751531,10.199614,10.422898,10.48265,10.419124,10.153642,10.176985,10.304525,10.045763,9.74378,9.589072,9.451027,9.758531,9.375308,9.359428,9.27036,9.372302,9.525002,9.216043,9.400836,9.354781,9.263451,9.202297,8.975791,8.638357,7.763307,7.977974,7.259172,7.555835,7.33126,6.664458,6.389576,5.97286,5.771334,5.640183,5.388079,4.78989,5.044709,4.807332
United States,22.408004,21.475737,22.442266,23.107188,22.106052,20.907304,22.087306,22.61177,22.327833,22.246482,21.037264,20.521578,19.272804,19.029007,19.737635,19.673734,19.336519,19.813916,20.536632,20.577195,19.964521,19.523327,19.55834,19.758375,19.830406,19.796847,20.143263,20.903617,20.825786,20.648908,21.011875,20.625508,19.910379,19.968166,20.08156,19.924991,19.404818,19.495661,18.708903,17.189063,17.847084,17.020389,16.185422,16.495975,16.424895,15.950102,15.504548,15.184713,15.579646,15.043966,13.471582,14.316115,14.417715
Upper middle income,1.847123,1.805566,1.868034,1.955884,1.984187,2.103369,2.181879,2.28812,2.420425,2.447031,2.418389,2.356739,2.38293,2.395727,2.462881,2.46535,2.517447,2.599574,2.661568,2.684771,2.764692,2.783635,2.769422,2.804131,2.832157,2.971784,2.938513,2.994827,2.995787,2.936753,3.044852,3.107278,3.241835,3.554862,3.885311,4.202791,4.511744,4.790284,4.891796,5.013584,5.380016,5.726241,5.858083,6.02119,6.023447,5.895684,5.865273,5.944212,6.121533,6.221344,6.165962,6.4633,6.456082
Uruguay,1.94184,1.923596,2.06121,1.93625,1.864367,1.972204,1.995682,1.922693,1.994658,2.140989,1.895322,1.789085,1.660028,1.317093,1.176757,1.100683,1.0717,1.207615,1.544609,1.655275,1.268811,1.428538,1.561231,1.468249,1.372369,1.49462,1.742993,1.759508,1.82272,2.116708,1.705526,1.532412,1.405485,1.400469,1.752891,1.694519,1.972485,1.856545,2.397328,2.366279,1.945983,2.34076,2.662798,2.289426,2.006177,2.047228,2.020902,1.89093,2.024136,2.106466,2.034,2.517683,2.386673
Uzbekistan,4.591997,4.481753,4.599119,4.726886,4.865936,5.220266,5.129863,5.173636,5.303608,5.347641,5.611483,5.66731,5.71275,5.765194,5.825651,5.881158,5.953004,6.003385,5.9816,5.899495,6.247431,6.111752,5.560447,5.424825,5.060421,4.577794,4.630404,4.546255,5.114359,5.075411,5.30608,5.286246,5.388985,5.016094,5.076796,4.762656,5.034727,4.852813,4.993309,4.456514,4.784181,4.81134,4.209771,4.084805,3.744153,3.497645,3.644218,3.716809,3.484175,3.492132,3.690339,3.923662,3.689526
Vanuatu,0.870563,0.845131,0.874817,1.021598,1.216327,0.974379,0.931443,0.953873,0.917581,0.958953,1.009856,0.855821,0.823729,0.794368,0.691532,0.84998,0.666318,0.640731,0.8227,0.681473,0.688221,0.625852,0.341885,0.337382,0.338612,0.300352,0.296061,0.298352,0.301156,0.294428,0.450932,0.511435,0.490649,0.558915,0.424868,0.42323,0.371892,0.592021,0.56722,0.620029,0.650163,0.738066,0.593452,0.593362,0.673609,0.598269,0.609731,0.597472,0.802078,0.750039,0.841537,0.951064,0.865368
"Venezuela, RB",5.209097,4.934883,4.920259,5.393654,5.157444,4.736994,4.852405,4.843636,5.064473,5.56788,5.938492,5.807514,5.766296,5.483316,5.540483,5.272992,5.164684,5.282196,4.956144,5.147455,5.17374,5.189985,5.111485,5.184342,5.640941,5.403292,5.888551,5.785251,5.743658,5.481981,5.616135,5.735759,5.822355,5.522826,5.683342,5.821658,5.839704,5.641005,5.849621,5.810773,6.135924,5.92634,6.557327,6.451127,6.343687,5.754368,5.296083,4.971709,4.622691,4.159651,2.695313,2.686928,3.261048
Viet Nam,0.422115,0.412806,0.39108,0.426173,0.347438,0.399272,0.284354,0.301349,0.297242,0.303234,0.309986,0.311505,0.329456,0.346901,0.339599,0.334534,0.359335,0.391632,0.376733,0.316934,0.314143,0.309763,0.317937,0.365229,0.42173,0.477059,0.529093,0.601453,0.662583,0.669885,0.732763,0.79636,0.927761,0.9759,1.144244,1.24,1.255478,1.366847,1.476847,1.628779,1.792735,1.772006,1.745321,1.801417,1.951822,2.163448,2.380902,2.408712,2.931267,3.463165,3.551533,3.397887,3.45102
